reactor,run,echem,rep,minutes,E,t,electrode,current,exp
transfer,1,GC,6,968.2,-0.189,63.333237,i1,2.6472553e-9,1
transfer,1,GC,6,968.2,-0.19,63.666569,i1,2.7270568e-9,1
transfer,1,GC,6,968.2,-0.191,63.999901,i1,2.8917719e-9,1
transfer,1,GC,6,968.2,-0.192,64.333237,i1,3.0007299e-9,1
transfer,1,GC,6,968.2,-0.193,64.666573,i1,3.0512148e-9,1
transfer,1,GC,6,968.2,-0.194,64.999908,i1,3.1410814e-9,1
transfer,1,GC,6,968.2,-0.195,65.333244,i1,3.2665746e-9,1
transfer,1,GC,6,968.2,-0.196,65.66658,i1,3.4635619e-9,1
transfer,1,GC,6,968.2,-0.197,65.999916,i1,3.5642918e-9,1
transfer,1,GC,6,968.2,-0.198,66.333252,i1,3.6288363e-9,1
transfer,1,GC,6,968.2,-0.199,66.666588,i1,3.8105661e-9,1
transfer,1,GC,6,968.2,-0.2,66.999924,i1,3.9980472e-9,1
transfer,1,GC,6,968.2,-0.201,67.33326,i1,4.0967802e-9,1
transfer,1,GC,6,968.2,-0.202,67.666595,i1,4.262374e-9,1
transfer,1,GC,6,968.2,-0.203,67.999931,i1,4.4872399e-9,1
transfer,1,GC,6,968.2,-0.204,68.333267,i1,4.60826e-9,1
transfer,1,GC,6,968.2,-0.205,68.666603,i1,4.7322354999999996e-09,1
transfer,1,GC,6,968.2,-0.206,68.999939,i1,5.0127786e-9,1
transfer,1,GC,6,968.2,-0.207,69.333275,i1,5.1533697e-9,1
transfer,1,GC,6,968.2,-0.208,69.666611,i1,5.4535634e-9,1
transfer,1,GC,6,968.2,-0.209,69.999947,i1,5.5975091e-9,1
transfer,1,GC,6,968.2,-0.21,70.333282,i1,5.9134395e-9,1
transfer,1,GC,6,968.2,-0.211,70.666618,i1,6.0819092e-9,1
transfer,1,GC,6,968.2,-0.212,70.999954,i1,6.4740457e-9,1
transfer,1,GC,6,968.2,-0.213,71.33329,i1,6.612161e-9,1
transfer,1,GC,6,968.2,-0.214,71.666626,i1,6.9391146e-9,1
transfer,1,GC,6,968.2,-0.215,71.999962,i1,7.1965718e-9,1
transfer,1,GC,6,968.2,-0.216,72.333298,i1,7.4846236e-9,1
transfer,1,GC,6,968.2,-0.217,72.666634,i1,7.8861069e-9,1
transfer,1,GC,6,968.2,-0.218,72.999969,i1,8.2070697e-9,1
transfer,1,GC,6,968.2,-0.219,73.333305,i1,8.5559906e-9,1
transfer,1,GC,6,968.2,-0.22,73.666641,i1,8.9560359e-9,1
transfer,1,GC,6,968.2,-0.221,73.999977,i1,9.4013739e-9,1
transfer,1,GC,6,968.2,-0.222,74.333313,i1,9.7986232e-9,1
transfer,1,GC,6,968.2,-0.223,74.666649,i1,1.0275515e-8,1
transfer,1,GC,6,968.2,-0.224,74.999985,i1,1.0710467e-8,1
transfer,1,GC,6,968.2,-0.225,75.333321,i1,1.1101646e-8,1
transfer,1,GC,6,968.2,-0.226,75.666656,i1,1.1659138e-8,1
transfer,1,GC,6,968.2,-0.227,75.999992,i1,1.2164786e-8,1
transfer,1,GC,6,968.2,-0.228,76.333328,i1,1.2738094e-8,1
transfer,1,GC,6,968.2,-0.229,76.666664,i1,1.331779e-8,1
transfer,1,GC,6,968.2,-0.23,77,i1,1.3857629e-8,1
transfer,1,GC,6,968.2,-0.231,77.333336,i1,1.4426942e-8,1
transfer,1,GC,6,968.2,-0.232,77.666672,i1,1.5120392e-8,1
transfer,1,GC,6,968.2,-0.233,78.000008,i1,1.5761039e-8,1
transfer,1,GC,6,968.2,-0.234,78.333344,i1,1.6387627e-8,1
transfer,1,GC,6,968.2,-0.235,78.666679,i1,1.7149455e-8,1
transfer,1,GC,6,968.2,-0.236,79.000015,i1,1.7808075e-8,1
transfer,1,GC,6,968.2,-0.237,79.333351,i1,1.857142e-8,1
transfer,1,GC,6,968.2,-0.238,79.666687,i1,1.9285e-8,1
transfer,1,GC,6,968.2,-0.239,80.000023,i1,2.0130862e-8,1
transfer,1,GC,6,968.2,-0.24,80.333359,i1,2.0866169e-8,1
transfer,1,GC,6,968.2,-0.241,80.666695,i1,2.1696614e-8,1
transfer,1,GC,6,968.2,-0.242,81.000031,i1,2.2600871e-8,1
transfer,1,GC,6,968.2,-0.243,81.333366,i1,2.3342247e-8,1
transfer,1,GC,6,968.2,-0.244,81.666702,i1,2.4163507e-8,1
transfer,1,GC,6,968.2,-0.245,82.000038,i1,2.5097078e-8,1
transfer,1,GC,6,968.2,-0.246,82.333374,i1,2.5960993e-8,1
transfer,1,GC,6,968.2,-0.247,82.66671,i1,2.685135e-8,1
transfer,1,GC,6,968.2,-0.248,83.000046,i1,2.7745861e-8,1
transfer,1,GC,6,968.2,-0.249,83.333382,i1,2.8799573e-8,1
transfer,1,GC,6,968.2,-0.25,83.666718,i1,2.9620752e-8,1
transfer,1,GC,6,968.2,-0.251,84.000053,i1,3.0569584e-8,1
transfer,1,GC,6,968.2,-0.252,84.333389,i1,3.1474876e-8,1
transfer,1,GC,6,968.2,-0.253,84.666725,i1,3.236643e-8,1
transfer,1,GC,6,968.2,-0.254,85.000061,i1,3.3254391e-8,1
transfer,1,GC,6,968.2,-0.255,85.333397,i1,3.4194592e-8,1
transfer,1,GC,6,968.2,-0.256,85.666733,i1,3.5019845e-8,1
transfer,1,GC,6,968.2,-0.257,86.000069,i1,3.589998e-8,1
transfer,1,GC,6,968.2,-0.258,86.333405,i1,3.6825e-8,1
transfer,1,GC,6,968.2,-0.259,86.66674,i1,3.7672383e-8,1
transfer,1,GC,6,968.2,-0.26,87.000076,i1,3.8452821e-8,1
transfer,1,GC,6,968.2,-0.261,87.333412,i1,3.9307473e-8,1
transfer,1,GC,6,968.2,-0.262,87.666748,i1,4.0124416e-8,1
transfer,1,GC,6,968.2,-0.263,88.000084,i1,4.0882732e-8,1
transfer,1,GC,6,968.2,-0.264,88.33342,i1,4.1703348e-8,1
transfer,1,GC,6,968.2,-0.265,88.666756,i1,4.2420925e-8,1
transfer,1,GC,6,968.2,-0.266,89.000092,i1,4.3189701e-8,1
transfer,1,GC,6,968.2,-0.267,89.333427,i1,4.3884668e-8,1
transfer,1,GC,6,968.2,-0.268,89.666763,i1,4.4619576e-8,1
transfer,1,GC,6,968.2,-0.269,90.000099,i1,4.5245365e-8,1
transfer,1,GC,6,968.2,-0.27,90.333435,i1,4.5875787e-8,1
transfer,1,GC,6,968.2,-0.271,90.666771,i1,4.6592479e-8,1
transfer,1,GC,6,968.2,-0.272,91.000107,i1,4.716571e-8,1
transfer,1,GC,6,968.2,-0.273,91.333443,i1,4.7719844e-8,1
transfer,1,GC,6,968.2,-0.274,91.666779,i1,4.8305935e-8,1
transfer,1,GC,6,968.2,-0.275,92.000114,i1,4.8865342e-8,1
transfer,1,GC,6,968.2,-0.276,92.33345,i1,4.9407419e-8,1
transfer,1,GC,6,968.2,-0.277,92.666786,i1,4.9948131e-8,1
transfer,1,GC,6,968.2,-0.278,93.000122,i1,5.0401141e-8,1
transfer,1,GC,6,968.2,-0.279,93.333458,i1,5.0862056e-8,1
transfer,1,GC,6,968.2,-0.28,93.666794,i1,5.1336229e-8,1
transfer,1,GC,6,968.2,-0.281,94.00013,i1,5.1746341e-8,1
transfer,1,GC,6,968.2,-0.282,94.333466,i1,5.2167231e-8,1
transfer,1,GC,6,968.2,-0.283,94.666801,i1,5.2592682e-8,1
transfer,1,GC,6,968.2,-0.284,95.000137,i1,5.3024042e-8,1
transfer,1,GC,6,968.2,-0.285,95.333473,i1,5.3431833e-8,1
transfer,1,GC,6,968.2,-0.286,95.666809,i1,5.3709339e-8,1
transfer,1,GC,6,968.2,-0.287,96.000145,i1,5.407815e-8,1
transfer,1,GC,6,968.2,-0.288,96.333481,i1,5.4418685e-8,1
transfer,1,GC,6,968.2,-0.289,96.666817,i1,5.465753e-8,1
transfer,1,GC,6,968.2,-0.29,97.000153,i1,5.5036324e-8,1
transfer,1,GC,6,968.2,-0.291,97.333488,i1,5.5351379e-8,1
transfer,1,GC,6,968.2,-0.292,97.666824,i1,5.5566179e-8,1
transfer,1,GC,6,968.2,-0.293,98.00016,i1,5.5927082e-8,1
transfer,1,GC,6,968.2,-0.294,98.333496,i1,5.6118079e-8,1
transfer,1,GC,6,968.2,-0.295,98.666832,i1,5.6441117e-8,1
transfer,1,GC,6,968.2,-0.296,99.000168,i1,5.6637948e-8,1
transfer,1,GC,6,968.2,-0.297,99.333504,i1,5.6937822e-8,1
transfer,1,GC,6,968.2,-0.298,99.66684,i1,5.7092233e-8,1
transfer,1,GC,6,968.2,-0.299,100.00018,i1,5.7393862e-8,1
transfer,1,GC,6,968.2,-0.3,100.33351,i1,5.7554825e-8,1
transfer,1,GC,6,968.2,-0.301,100.66685,i1,5.7743343e-8,1
transfer,1,GC,6,968.2,-0.302,101.00018,i1,5.7988579e-8,1
transfer,1,GC,6,968.2,-0.303,101.33352,i1,5.8204979e-8,1
transfer,1,GC,6,968.2,-0.304,101.66685,i1,5.8387425e-8,1
transfer,1,GC,6,968.2,-0.305,102.00019,i1,5.8518989e-8,1
transfer,1,GC,6,968.2,-0.306,102.33353,i1,5.877245e-8,1
transfer,1,GC,6,968.2,-0.307,102.66686,i1,5.8930858e-8,1
transfer,1,GC,6,968.2,-0.308,103.0002,i1,5.906282e-8,1
transfer,1,GC,6,968.2,-0.309,103.33353,i1,5.9322758e-8,1
transfer,1,GC,6,968.2,-0.31,103.66687,i1,5.9426124e-8,1
transfer,1,GC,6,968.2,-0.311,104.00021,i1,5.9532685e-8,1
transfer,1,GC,6,968.2,-0.312,104.33354,i1,5.9782792e-8,1
transfer,1,GC,6,968.2,-0.313,104.66688,i1,5.9874417e-8,1
transfer,1,GC,6,968.2,-0.314,105.00021,i1,5.9970198e-8,1
transfer,1,GC,6,968.2,-0.315,105.33355,i1,6.0108626e-8,1
transfer,1,GC,6,968.2,-0.316,105.66689,i1,6.0313127e-8,1
transfer,1,GC,6,968.2,-0.317,106.00022,i1,6.0400033e-8,1
transfer,1,GC,6,968.2,-0.318,106.33356,i1,6.0483671e-8,1
transfer,1,GC,6,968.2,-0.319,106.66689,i1,6.071069e-8,1
transfer,1,GC,6,968.2,-0.32,107.00023,i1,6.0822366e-8,1
transfer,1,GC,6,968.2,-0.321,107.33356,i1,6.0904888e-8,1
transfer,1,GC,6,968.2,-0.322,107.6669,i1,6.1000506e-8,1
transfer,1,GC,6,968.2,-0.323,108.00024,i1,6.1180636e-8,1
transfer,1,GC,6,968.2,-0.324,108.33357,i1,6.1328649e-8,1
transfer,1,GC,6,968.2,-0.325,108.66691,i1,6.1423627e-8,1
transfer,1,GC,6,968.2,-0.326,109.00024,i1,6.148634e-8,1
transfer,1,GC,6,968.2,-0.327,109.33358,i1,6.1660323e-8,1
transfer,1,GC,6,968.2,-0.328,109.66692,i1,6.1781101e-8,1
transfer,1,GC,6,968.2,-0.329,110.00025,i1,6.184748e-8,1
transfer,1,GC,6,968.2,-0.33,110.33359,i1,6.1929683e-8,1
transfer,1,GC,6,968.2,-0.331,110.66692,i1,6.201347e-8,1
transfer,1,GC,6,968.2,-0.332,111.00026,i1,6.2190168e-8,1
transfer,1,GC,6,968.2,-0.333,111.3336,i1,6.230384e-8,1
transfer,1,GC,6,968.2,-0.334,111.66693,i1,6.2376536e-8,1
transfer,1,GC,6,968.2,-0.335,112.00027,i1,6.2431255e-8,1
transfer,1,GC,6,968.2,-0.336,112.3336,i1,6.2796794e-8,1
transfer,1,GC,6,968.2,-0.337,112.66694,i1,6.2752378e-8,1
transfer,1,GC,6,968.2,-0.338,113.00027,i1,6.2809733e-8,1
transfer,1,GC,6,968.2,-0.339,113.33361,i1,6.2865489e-8,1
transfer,1,GC,6,968.2,-0.34,113.66695,i1,6.2921004e-8,1
transfer,1,GC,6,968.2,-0.341,114.00028,i1,6.3023172e-8,1
transfer,1,GC,6,968.2,-0.342,114.33362,i1,6.3197078e-8,1
transfer,1,GC,6,968.2,-0.343,114.66695,i1,6.3282151e-8,1
transfer,1,GC,6,968.2,-0.344,115.00029,i1,6.3359316e-8,1
transfer,1,GC,6,968.2,-0.345,115.33363,i1,6.3406446e-8,1
transfer,1,GC,6,968.2,-0.346,115.66696,i1,6.348025e-8,1
transfer,1,GC,6,968.2,-0.347,116.0003,i1,6.3646247e-8,1
transfer,1,GC,6,968.2,-0.348,116.33363,i1,6.3745304e-8,1
transfer,1,GC,6,968.2,-0.349,116.66697,i1,6.3812081e-8,1
transfer,1,GC,6,968.2,-0.35,117.00031,i1,6.3849306e-8,1
transfer,1,GC,6,968.2,-0.351,117.33364,i1,6.3886134e-8,1
transfer,1,GC,6,968.2,-0.352,117.66698,i1,6.398718e-8,1
transfer,1,GC,6,968.2,-0.353,118.00031,i1,6.4146221e-8,1
transfer,1,GC,6,968.2,-0.354,118.33365,i1,6.4272918e-8,1
transfer,1,GC,6,968.2,-0.355,118.66698,i1,6.4328113e-8,1
transfer,1,GC,6,968.2,-0.356,119.00032,i1,6.4375648e-8,1
transfer,1,GC,6,968.2,-0.357,119.33366,i1,6.4461197e-8,1
transfer,1,GC,6,968.2,-0.358,119.66699,i1,6.4580462e-8,1
transfer,1,GC,6,968.2,-0.359,120.00033,i1,6.4800851e-8,1
transfer,1,GC,6,968.2,-0.36,120.33366,i1,6.4806919e-8,1
transfer,1,GC,6,968.2,-0.361,120.667,i1,6.4837039e-8,1
transfer,1,GC,6,968.2,-0.362,121.00034,i1,6.487474e-8,1
transfer,1,GC,6,968.2,-0.363,121.33367,i1,6.4925544e-8,1
transfer,1,GC,6,968.2,-0.364,121.66701,i1,6.5068932e-8,1
transfer,1,GC,6,968.2,-0.365,122.00034,i1,6.5177886e-8,1
transfer,1,GC,6,968.2,-0.366,122.33368,i1,6.5263684e-8,1
transfer,1,GC,6,968.2,-0.367,122.66702,i1,6.5325587e-8,1
transfer,1,GC,6,968.2,-0.368,123.00035,i1,6.5367288e-8,1
transfer,1,GC,6,968.2,-0.369,123.33369,i1,6.543614e-8,1
transfer,1,GC,6,968.2,-0.37,123.66702,i1,6.5574582e-8,1
transfer,1,GC,6,968.2,-0.371,124.00036,i1,6.5678663e-8,1
transfer,1,GC,6,968.2,-0.372,124.33369,i1,6.5735222e-8,1
transfer,1,GC,6,968.2,-0.373,124.66703,i1,6.5810312e-8,1
transfer,1,GC,6,968.2,-0.374,125.00037,i1,6.5846812e-8,1
transfer,1,GC,6,968.2,-0.375,125.3337,i1,6.5907528e-8,1
transfer,1,GC,6,968.2,-0.376,125.66704,i1,6.6040606e-8,1
transfer,1,GC,6,968.2,-0.377,126.00037,i1,6.6149646e-8,1
transfer,1,GC,6,968.2,-0.378,126.33371,i1,6.6234158e-8,1
transfer,1,GC,6,968.2,-0.379,126.66705,i1,6.6293993e-8,1
transfer,1,GC,6,968.2,-0.38,127.00038,i1,6.6339688e-8,1
transfer,1,GC,6,968.2,-0.381,127.33372,i1,6.6389291e-8,1
transfer,1,GC,6,968.2,-0.382,127.66705,i1,6.6557519e-8,1
transfer,1,GC,6,968.2,-0.383,128.00038,i1,6.6668392e-8,1
transfer,1,GC,6,968.2,-0.384,128.33371,i1,6.6726308e-8,1
transfer,1,GC,6,968.2,-0.385,128.66704,i1,6.6784146e-8,1
transfer,1,GC,6,968.2,-0.386,129.00037,i1,6.6824484e-8,1
transfer,1,GC,6,968.2,-0.387,129.33369,i1,6.6906203e-8,1
transfer,1,GC,6,968.2,-0.388,129.66702,i1,6.70682e-8,1
transfer,1,GC,6,968.2,-0.389,130.00035,i1,6.719457e-8,1
transfer,1,GC,6,968.2,-0.39,130.33368,i1,6.7251442e-8,1
transfer,1,GC,6,968.2,-0.391,130.66701,i1,6.7303773e-8,1
transfer,1,GC,6,968.2,-0.392,131.00034,i1,6.7361121e-8,1
transfer,1,GC,6,968.2,-0.393,131.33366,i1,6.7443722e-8,1
transfer,1,GC,6,968.2,-0.394,131.66699,i1,6.7605079e-8,1
transfer,1,GC,6,968.2,-0.395,132.00032,i1,6.7676098e-8,1
transfer,1,GC,6,968.2,-0.396,132.33365,i1,6.7745027e-8,1
transfer,1,GC,6,968.2,-0.397,132.66698,i1,6.7782658e-8,1
transfer,1,GC,6,968.2,-0.398,133.00031,i1,6.7826271e-8,1
transfer,1,GC,6,968.2,-0.399,133.33363,i1,6.7964628e-8,1
transfer,1,GC,7,970.9,0,0.33333334,i1,-4.7626163e-8,1
transfer,1,GC,7,970.9,-0.001,0.66666669,i1,-4.328869e-8,1
transfer,1,GC,7,970.9,-0.002,1,i1,-3.9891024e-8,1
transfer,1,GC,7,970.9,-0.003,1.3333334,i1,-3.6992052e-8,1
transfer,1,GC,7,970.9,-0.004,1.6666667,i1,-3.447931e-8,1
transfer,1,GC,7,970.9,-0.005,2,i1,-3.2163154e-8,1
transfer,1,GC,7,970.9,-0.006,2.3333333,i1,-3.0284902e-8,1
transfer,1,GC,7,970.9,-0.007,2.6666665,i1,-2.8537182e-8,1
transfer,1,GC,7,970.9,-0.008,2.9999998,i1,-2.7013847e-8,1
transfer,1,GC,7,970.9,-0.009,3.333333,i1,-2.5586528e-8,1
transfer,1,GC,7,970.9,-0.01,3.6666663,i1,-2.4333751e-8,1
transfer,1,GC,7,970.9,-0.011,3.9999995,i1,-2.3169642e-8,1
transfer,1,GC,7,970.9,-0.012,4.333333,i1,-2.2136538e-8,1
transfer,1,GC,7,970.9,-0.013,4.6666665,i1,-2.1128198e-8,1
transfer,1,GC,7,970.9,-0.014,5,i1,-2.0270113e-8,1
transfer,1,GC,7,970.9,-0.015,5.3333335,i1,-1.9396451e-8,1
transfer,1,GC,7,970.9,-0.016,5.666667,i1,-1.8607864e-8,1
transfer,1,GC,7,970.9,-0.017,6.0000005,i1,-1.7934227e-8,1
transfer,1,GC,7,970.9,-0.018,6.333334,i1,-1.7208505e-8,1
transfer,1,GC,7,970.9,-0.019,6.6666675,i1,-1.6558351e-8,1
transfer,1,GC,7,970.9,-0.02,7.000001,i1,-1.6004215e-8,1
transfer,1,GC,7,970.9,-0.021,7.3333344,i1,-1.5426354e-8,1
transfer,1,GC,7,970.9,-0.022,7.6666679,i1,-1.4920865e-8,1
transfer,1,GC,7,970.9,-0.023,8.000001,i1,-1.4381428e-8,1
transfer,1,GC,7,970.9,-0.024,8.333334,i1,-1.3885045e-8,1
transfer,1,GC,7,970.9,-0.025,8.666667,i1,-1.3429643e-8,1
transfer,1,GC,7,970.9,-0.026,9,i1,-1.3022089e-8,1
transfer,1,GC,7,970.9,-0.027,9.333333,i1,-1.2564768e-8,1
transfer,1,GC,7,970.9,-0.028,9.666666,i1,-1.2145232e-8,1
transfer,1,GC,7,970.9,-0.029,9.999999,i1,-1.1728092e-8,1
transfer,1,GC,7,970.9,-0.03,10.333332,i1,-1.1431413e-8,1
transfer,1,GC,7,970.9,-0.031,10.666665,i1,-1.1087764e-8,1
transfer,1,GC,7,970.9,-0.032,10.999998,i1,-1.0687399e-8,1
transfer,1,GC,7,970.9,-0.033,11.333331,i1,-1.0446717e-8,1
transfer,1,GC,7,970.9,-0.034,11.666664,i1,-1.0100912e-8,1
transfer,1,GC,7,970.9,-0.035,11.999997,i1,-9.7452801e-9,1
transfer,1,GC,7,970.9,-0.036,12.33333,i1,-9.5520472e-9,1
transfer,1,GC,7,970.9,-0.037,12.666663,i1,-9.216067e-9,1
transfer,1,GC,7,970.9,-0.038,12.999996,i1,-8.9704324e-9,1
transfer,1,GC,7,970.9,-0.039,13.333329,i1,-8.7038687e-9,1
transfer,1,GC,7,970.9,-0.04,13.666662,i1,-8.5258138e-9,1
transfer,1,GC,7,970.9,-0.041,13.999995,i1,-8.224502e-9,1
transfer,1,GC,7,970.9,-0.042,14.333328,i1,-8.020165e-9,1
transfer,1,GC,7,970.9,-0.043,14.666661,i1,-7.7412192e-9,1
transfer,1,GC,7,970.9,-0.044,14.999994,i1,-7.5894455e-9,1
transfer,1,GC,7,970.9,-0.045,15.333327,i1,-7.2981186e-9,1
transfer,1,GC,7,970.9,-0.046,15.66666,i1,-7.1806929e-9,1
transfer,1,GC,7,970.9,-0.047,15.999993,i1,-6.9077388e-9,1
transfer,1,GC,7,970.9,-0.048,16.333326,i1,-6.7466983e-9,1
transfer,1,GC,7,970.9,-0.049,16.66666,i1,-6.6379005e-9,1
transfer,1,GC,7,970.9,-0.05,16.999994,i1,-6.3519257e-9,1
transfer,1,GC,7,970.9,-0.051,17.333328,i1,-6.2367365e-9,1
transfer,1,GC,7,970.9,-0.052,17.666662,i1,-6.0963852e-9,1
transfer,1,GC,7,970.9,-0.053,17.999996,i1,-5.8224723e-9,1
transfer,1,GC,7,970.9,-0.054,18.33333,i1,-5.7203842e-9,1
transfer,1,GC,7,970.9,-0.055,18.666664,i1,-5.5960094e-9,1
transfer,1,GC,7,970.9,-0.056,18.999998,i1,-5.3603593e-9,1
transfer,1,GC,7,970.9,-0.057,19.333332,i1,-5.3117915e-9,1
transfer,1,GC,7,970.9,-0.058,19.666666,i1,-5.1315796e-9,1
transfer,1,GC,7,970.9,-0.059,20,i1,-4.9436992e-9,1
transfer,1,GC,7,970.9,-0.06,20.333334,i1,-4.8096584e-9,1
transfer,1,GC,7,970.9,-0.061,20.666668,i1,-4.7275401e-9,1
transfer,1,GC,7,970.9,-0.062,21.000002,i1,-4.6486175e-9,1
transfer,1,GC,7,970.9,-0.063,21.333336,i1,-4.4365329e-9,1
transfer,1,GC,7,970.9,-0.064,21.66667,i1,-4.3221431e-9,1
transfer,1,GC,7,970.9,-0.065,22.000004,i1,-4.2450576e-9,1
transfer,1,GC,7,970.9,-0.066,22.333338,i1,-4.0972772e-9,1
transfer,1,GC,7,970.9,-0.067,22.666672,i1,-3.9401509e-9,1
transfer,1,GC,7,970.9,-0.068,23.000006,i1,-3.8305541e-9,1
transfer,1,GC,7,970.9,-0.069,23.33334,i1,-3.7453205e-9,1
transfer,1,GC,7,970.9,-0.07,23.666674,i1,-3.672469e-9,1
transfer,1,GC,7,970.9,-0.071,24.000008,i1,-3.4997658e-9,1
transfer,1,GC,7,970.9,-0.072,24.333342,i1,-3.3727545e-9,1
transfer,1,GC,7,970.9,-0.073,24.666676,i1,-3.3412013e-9,1
transfer,1,GC,7,970.9,-0.074,25.00001,i1,-3.2686691e-9,1
transfer,1,GC,7,970.9,-0.075,25.333344,i1,-3.172093e-9,1
transfer,1,GC,7,970.9,-0.076,25.666677,i1,-3.0050611e-9,1
transfer,1,GC,7,970.9,-0.077,26.000011,i1,-2.9004168e-9,1
transfer,1,GC,7,970.9,-0.078,26.333345,i1,-2.8306006e-9,1
transfer,1,GC,7,970.9,-0.079,26.666679,i1,-2.7595861e-9,1
transfer,1,GC,7,970.9,-0.08,27.000013,i1,-2.7230007e-9,1
transfer,1,GC,7,970.9,-0.081,27.333347,i1,-2.4844751e-9,1
transfer,1,GC,7,970.9,-0.082,27.666681,i1,-2.3693663e-9,1
transfer,1,GC,7,970.9,-0.083,28.000015,i1,-2.3462807e-9,1
transfer,1,GC,7,970.9,-0.084,28.333349,i1,-2.2972337e-9,1
transfer,1,GC,7,970.9,-0.085,28.666683,i1,-2.2476272e-9,1
transfer,1,GC,7,970.9,-0.086,29.000017,i1,-2.1998583e-9,1
transfer,1,GC,7,970.9,-0.087,29.333351,i1,-2.0611846e-9,1
transfer,1,GC,7,970.9,-0.088,29.666685,i1,-1.9267443e-9,1
transfer,1,GC,7,970.9,-0.089,30.000019,i1,-1.8838482e-9,1
transfer,1,GC,7,970.9,-0.09,30.333353,i1,-1.8359992e-9,1
transfer,1,GC,7,970.9,-0.091,30.666687,i1,-1.7848752e-9,1
transfer,1,GC,7,970.9,-0.092,31.000021,i1,-1.7369466e-9,1
transfer,1,GC,7,970.9,-0.093,31.333355,i1,-1.6656925e-9,1
transfer,1,GC,7,970.9,-0.094,31.666689,i1,-1.6147282e-9,1
transfer,1,GC,7,970.9,-0.095,32.000023,i1,-1.4544864e-9,1
transfer,1,GC,7,970.9,-0.096,32.333355,i1,-1.4073566e-9,1
transfer,1,GC,7,970.9,-0.097,32.666687,i1,-1.3624633e-9,1
transfer,1,GC,7,970.9,-0.098,33.000019,i1,-1.2967211e-9,1
transfer,1,GC,7,970.9,-0.099,33.333351,i1,-1.2598959e-9,1
transfer,1,GC,7,970.9,-0.1,33.666683,i1,-1.1869642e-9,1
transfer,1,GC,7,970.9,-0.101,34.000015,i1,-1.0947013e-9,1
transfer,1,GC,7,970.9,-0.102,34.333347,i1,-1.0010007e-9,1
transfer,1,GC,7,970.9,-0.103,34.666679,i1,-9.3318153e-10,1
transfer,1,GC,7,970.9,-0.104,35.000011,i1,-8.9411961e-10,1
transfer,1,GC,7,970.9,-0.105,35.333344,i1,-8.5961083e-10,1
transfer,1,GC,7,970.9,-0.106,35.666676,i1,-8.3540691e-10,1
transfer,1,GC,7,970.9,-0.107,36.000008,i1,-7.9754314e-10,1
transfer,1,GC,7,970.9,-0.108,36.33334,i1,-7.5432743e-10,1
transfer,1,GC,7,970.9,-0.109,36.666672,i1,-6.8443134e-10,1
transfer,1,GC,7,970.9,-0.11,37.000004,i1,-6.1797012e-10,1
transfer,1,GC,7,970.9,-0.111,37.333336,i1,-5.0541743e-10,1
transfer,1,GC,7,970.9,-0.112,37.666668,i1,-4.6316026e-10,1
transfer,1,GC,7,970.9,-0.113,38,i1,-4.2673443e-10,1
transfer,1,GC,7,970.9,-0.114,38.333332,i1,-3.8343884e-10,1
transfer,1,GC,7,970.9,-0.115,38.666664,i1,-3.5332359e-10,1
transfer,1,GC,7,970.9,-0.116,38.999996,i1,-3.307172e-10,1
transfer,1,GC,7,970.9,-0.117,39.333328,i1,-2.958091e-10,1
transfer,1,GC,7,970.9,-0.118,39.66666,i1,-2.7735653e-10,1
transfer,1,GC,7,970.9,-0.119,39.999992,i1,-2.2910826e-10,1
transfer,1,GC,7,970.9,-0.12,40.333324,i1,-1.6025063e-10,1
transfer,1,GC,7,970.9,-0.121,40.666656,i1,-9.2111936e-11,1
transfer,1,GC,7,970.9,-0.122,40.999989,i1,-1.7343096e-11,1
transfer,1,GC,7,970.9,-0.123,41.333321,i1,3.5058997e-11,1
transfer,1,GC,7,970.9,-0.124,41.666653,i1,6.3816244e-11,1
transfer,1,GC,7,970.9,-0.125,41.999985,i1,1.0056161e-10,1
transfer,1,GC,7,970.9,-0.126,42.333317,i1,1.295585e-10,1
transfer,1,GC,7,970.9,-0.127,42.666649,i1,1.6494589e-10,1
transfer,1,GC,7,970.9,-0.128,42.999981,i1,1.8667359e-10,1
transfer,1,GC,7,970.9,-0.129,43.333313,i1,2.1015867e-10,1
transfer,1,GC,7,970.9,-0.13,43.666645,i1,2.6096314e-10,1
transfer,1,GC,7,970.9,-0.131,43.999977,i1,2.9331504e-10,1
transfer,1,GC,7,970.9,-0.132,44.333309,i1,3.663265e-10,1
transfer,1,GC,7,970.9,-0.133,44.666641,i1,4.7496496e-10,1
transfer,1,GC,7,970.9,-0.134,44.999973,i1,5.0683757e-10,1
transfer,1,GC,7,970.9,-0.135,45.333305,i1,5.5572491e-10,1
transfer,1,GC,7,970.9,-0.136,45.666637,i1,5.893549e-10,1
transfer,1,GC,7,970.9,-0.137,45.999969,i1,6.1284e-10,1
transfer,1,GC,7,970.9,-0.138,46.333302,i1,6.4183686e-10,1
transfer,1,GC,7,970.9,-0.139,46.666634,i1,6.5853206e-10,1
transfer,1,GC,7,970.9,-0.14,46.999966,i1,6.839343e-10,1
transfer,1,GC,7,970.9,-0.141,47.333298,i1,7.0502293e-10,1
transfer,1,GC,7,970.9,-0.142,47.66663,i1,7.3849316e-10,1
transfer,1,GC,7,970.9,-0.143,47.999962,i1,7.9313189e-10,1
transfer,1,GC,7,970.9,-0.144,48.333294,i1,8.5607832e-10,1
