reactor,run,echem,rep,minutes,E,t,electrode,current,exp
transfer,1,GC,10,979.7833333333333,-0.334,111.66693,i1,3.2947405e-8,1
transfer,1,GC,10,979.7833333333333,-0.335,112.00027,i1,3.299278e-8,1
transfer,1,GC,10,979.7833333333333,-0.336,112.3336,i1,3.3018104e-8,1
transfer,1,GC,10,979.7833333333333,-0.337,112.66694,i1,3.3101738e-8,1
transfer,1,GC,10,979.7833333333333,-0.338,113.00027,i1,3.3259266e-8,1
transfer,1,GC,10,979.7833333333333,-0.339,113.33361,i1,3.3329957e-8,1
transfer,1,GC,10,979.7833333333333,-0.34,113.66695,i1,3.3377411e-8,1
transfer,1,GC,10,979.7833333333333,-0.341,114.00028,i1,3.3428613e-8,1
transfer,1,GC,10,979.7833333333333,-0.342,114.33362,i1,3.3465678e-8,1
transfer,1,GC,10,979.7833333333333,-0.343,114.66695,i1,3.3497471e-8,1
transfer,1,GC,10,979.7833333333333,-0.344,115.00029,i1,3.35728e-8,1
transfer,1,GC,10,979.7833333333333,-0.345,115.33363,i1,3.3744222e-8,1
transfer,1,GC,10,979.7833333333333,-0.346,115.66696,i1,3.3943849e-8,1
transfer,1,GC,10,979.7833333333333,-0.347,116.0003,i1,3.3898075e-8,1
transfer,1,GC,10,979.7833333333333,-0.348,116.33363,i1,3.3925154e-8,1
transfer,1,GC,10,979.7833333333333,-0.349,116.66697,i1,3.3957587e-8,1
transfer,1,GC,10,979.7833333333333,-0.35,117.00031,i1,3.3957985e-8,1
transfer,1,GC,10,979.7833333333333,-0.351,117.33364,i1,3.3971006e-8,1
transfer,1,GC,10,979.7833333333333,-0.352,117.66698,i1,3.4073331e-8,1
transfer,1,GC,10,979.7833333333333,-0.353,118.00031,i1,3.4225828e-8,1
transfer,1,GC,10,979.7833333333333,-0.354,118.33365,i1,3.4320884e-8,1
transfer,1,GC,10,979.7833333333333,-0.355,118.66698,i1,3.4362106e-8,1
transfer,1,GC,10,979.7833333333333,-0.356,119.00032,i1,3.440476e-8,1
transfer,1,GC,10,979.7833333333333,-0.357,119.33366,i1,3.4458921e-8,1
transfer,1,GC,10,979.7833333333333,-0.358,119.66699,i1,3.4483843e-8,1
transfer,1,GC,10,979.7833333333333,-0.359,120.00033,i1,3.4549107e-8,1
transfer,1,GC,10,979.7833333333333,-0.36,120.33366,i1,3.4657425e-8,1
transfer,1,GC,10,979.7833333333333,-0.361,120.667,i1,3.4776768e-8,1
transfer,1,GC,10,979.7833333333333,-0.362,121.00034,i1,3.4837317e-8,1
transfer,1,GC,10,979.7833333333333,-0.363,121.33367,i1,3.4877338e-8,1
transfer,1,GC,10,979.7833333333333,-0.364,121.66701,i1,3.4932135e-8,1
transfer,1,GC,10,979.7833333333333,-0.365,122.00034,i1,3.4964089e-8,1
transfer,1,GC,10,979.7833333333333,-0.366,122.33368,i1,3.500379e-8,1
transfer,1,GC,10,979.7833333333333,-0.367,122.66702,i1,3.5095972e-8,1
transfer,1,GC,10,979.7833333333333,-0.368,123.00035,i1,3.5197104e-8,1
transfer,1,GC,10,979.7833333333333,-0.369,123.33369,i1,3.5284572e-8,1
transfer,1,GC,10,979.7833333333333,-0.37,123.66702,i1,3.5351672e-8,1
transfer,1,GC,10,979.7833333333333,-0.371,124.00036,i1,3.5386662e-8,1
transfer,1,GC,10,979.7833333333333,-0.372,124.33369,i1,3.5425803e-8,1
transfer,1,GC,10,979.7833333333333,-0.373,124.66703,i1,3.5472933e-8,1
transfer,1,GC,10,979.7833333333333,-0.374,125.00037,i1,3.5539394e-8,1
transfer,1,GC,10,979.7833333333333,-0.375,125.3337,i1,3.5645556e-8,1
transfer,1,GC,10,979.7833333333333,-0.376,125.66704,i1,3.5773926e-8,1
transfer,1,GC,10,979.7833333333333,-0.377,126.00037,i1,3.5831441000000003e-08,1
transfer,1,GC,10,979.7833333333333,-0.378,126.33371,i1,3.5877452e-8,1
transfer,1,GC,10,979.7833333333333,-0.379,126.66705,i1,3.5921467e-8,1
transfer,1,GC,10,979.7833333333333,-0.38,127.00038,i1,3.595262e-8,1
transfer,1,GC,10,979.7833333333333,-0.381,127.33372,i1,3.6016207e-8,1
transfer,1,GC,10,979.7833333333333,-0.382,127.66705,i1,3.6115978e-8,1
transfer,1,GC,10,979.7833333333333,-0.383,128.00038,i1,3.6256885e-8,1
transfer,1,GC,10,979.7833333333333,-0.384,128.33371,i1,3.630905e-8,1
transfer,1,GC,10,979.7833333333333,-0.385,128.66704,i1,3.6351629e-8,1
transfer,1,GC,10,979.7833333333333,-0.386,129.00037,i1,3.6401232e-8,1
transfer,1,GC,10,979.7833333333333,-0.387,129.33369,i1,3.6427675e-8,1
transfer,1,GC,10,979.7833333333333,-0.388,129.66702,i1,3.6468734e-8,1
transfer,1,GC,10,979.7833333333333,-0.389,130.00035,i1,3.6636404e-8,1
transfer,1,GC,10,979.7833333333333,-0.39,130.33368,i1,3.6714766e-8,1
transfer,1,GC,10,979.7833333333333,-0.391,130.66701,i1,3.6794809e-8,1
transfer,1,GC,10,979.7833333333333,-0.392,131.00034,i1,3.6852963e-8,1
transfer,1,GC,10,979.7833333333333,-0.393,131.33366,i1,3.6892182e-8,1
transfer,1,GC,10,979.7833333333333,-0.394,131.66699,i1,3.6924135e-8,1
transfer,1,GC,10,979.7833333333333,-0.395,132.00032,i1,3.6983248e-8,1
transfer,1,GC,10,979.7833333333333,-0.396,132.33365,i1,3.7131507e-8,1
transfer,1,GC,10,979.7833333333333,-0.397,132.66698,i1,3.7233356e-8,1
transfer,1,GC,10,979.7833333333333,-0.398,133.00031,i1,3.7295983e-8,1
transfer,1,GC,10,979.7833333333333,-0.399,133.33363,i1,3.7344311e-8,1
transfer,1,GC,11,983.1666666666666,0,0.33333334,i1,-4.1720941e-8,1
transfer,1,GC,11,983.1666666666666,-0.001,0.66666669,i1,-3.7559527e-8,1
transfer,1,GC,11,983.1666666666666,-0.002,1,i1,-3.4213624e-8,1
transfer,1,GC,11,983.1666666666666,-0.003,1.3333334,i1,-3.1366493e-8,1
transfer,1,GC,11,983.1666666666666,-0.004,1.6666667,i1,-2.8963111e-8,1
transfer,1,GC,11,983.1666666666666,-0.005,2,i1,-2.6867184e-8,1
transfer,1,GC,11,983.1666666666666,-0.006,2.3333333,i1,-2.4994929e-8,1
transfer,1,GC,11,983.1666666666666,-0.007,2.6666665,i1,-2.3343224e-8,1
transfer,1,GC,11,983.1666666666666,-0.008,2.9999998,i1,-2.1869496e-8,1
transfer,1,GC,11,983.1666666666666,-0.009,3.333333,i1,-2.0551134e-8,1
transfer,1,GC,11,983.1666666666666,-0.01,3.6666663,i1,-1.9351159e-8,1
transfer,1,GC,11,983.1666666666666,-0.011,3.9999995,i1,-1.8296408e-8,1
transfer,1,GC,11,983.1666666666666,-0.012,4.333333,i1,-1.7309475e-8,1
transfer,1,GC,11,983.1666666666666,-0.013,4.6666665,i1,-1.6436772e-8,1
transfer,1,GC,11,983.1666666666666,-0.014,5,i1,-1.5565748e-8,1
transfer,1,GC,11,983.1666666666666,-0.015,5.3333335,i1,-1.4797369e-8,1
transfer,1,GC,11,983.1666666666666,-0.016,5.666667,i1,-1.4081634e-8,1
transfer,1,GC,11,983.1666666666666,-0.017,6.0000005,i1,-1.3437951e-8,1
transfer,1,GC,11,983.1666666666666,-0.018,6.333334,i1,-1.2681236e-8,1
transfer,1,GC,11,983.1666666666666,-0.019,6.6666675,i1,-1.2117753e-8,1
transfer,1,GC,11,983.1666666666666,-0.02,7.000001,i1,-1.1630478e-8,1
transfer,1,GC,11,983.1666666666666,-0.021,7.3333344,i1,-1.1154625e-8,1
transfer,1,GC,11,983.1666666666666,-0.022,7.6666679,i1,-1.0665512e-8,1
transfer,1,GC,11,983.1666666666666,-0.023,8.000001,i1,-1.020931e-8,1
transfer,1,GC,11,983.1666666666666,-0.024,8.333334,i1,-9.7296242e-9,1
transfer,1,GC,11,983.1666666666666,-0.025,8.666667,i1,-9.2993835e-9,1
transfer,1,GC,11,983.1666666666666,-0.026,9,i1,-9.0431245e-9,1
transfer,1,GC,11,983.1666666666666,-0.027,9.333333,i1,-8.6598542e-9,1
transfer,1,GC,11,983.1666666666666,-0.028,9.666666,i1,-8.2727496e-9,1
transfer,1,GC,11,983.1666666666666,-0.029,9.999999,i1,-7.9437985e-9,1
transfer,1,GC,11,983.1666666666666,-0.03,10.333332,i1,-7.6687678e-9,1
transfer,1,GC,11,983.1666666666666,-0.031,10.666665,i1,-7.298278e-9,1
transfer,1,GC,11,983.1666666666666,-0.032,10.999998,i1,-7.0902675e-9,1
transfer,1,GC,11,983.1666666666666,-0.033,11.333331,i1,-6.7596391e-9,1
transfer,1,GC,11,983.1666666666666,-0.034,11.666664,i1,-6.5521077e-9,1
transfer,1,GC,11,983.1666666666666,-0.035,11.999997,i1,-6.2613399e-9,1
transfer,1,GC,11,983.1666666666666,-0.036,12.33333,i1,-6.0234537e-9,1
transfer,1,GC,11,983.1666666666666,-0.037,12.666663,i1,-5.7533751e-9,1
transfer,1,GC,11,983.1666666666666,-0.038,12.999996,i1,-5.5741216e-9,1
transfer,1,GC,11,983.1666666666666,-0.039,13.333329,i1,-5.3207385e-9,1
transfer,1,GC,11,983.1666666666666,-0.04,13.666662,i1,-5.1711209e-9,1
transfer,1,GC,11,983.1666666666666,-0.041,13.999995,i1,-4.8773177e-9,1
transfer,1,GC,11,983.1666666666666,-0.042,14.333328,i1,-4.7380051e-9,1
transfer,1,GC,11,983.1666666666666,-0.043,14.666661,i1,-4.5769641e-9,1
transfer,1,GC,11,983.1666666666666,-0.044,14.999994,i1,-4.3358028e-9,1
transfer,1,GC,11,983.1666666666666,-0.045,15.333327,i1,-4.203919e-9,1
transfer,1,GC,11,983.1666666666666,-0.046,15.66666,i1,-3.9982244e-9,1
transfer,1,GC,11,983.1666666666666,-0.047,15.999993,i1,-3.838462e-9,1
transfer,1,GC,11,983.1666666666666,-0.048,16.333326,i1,-3.7197587e-9,1
transfer,1,GC,11,983.1666666666666,-0.049,16.66666,i1,-3.5103103e-9,1
transfer,1,GC,11,983.1666666666666,-0.05,16.999994,i1,-3.3394441e-9,1
transfer,1,GC,11,983.1666666666666,-0.051,17.333328,i1,-3.3092489e-9,1
transfer,1,GC,11,983.1666666666666,-0.052,17.666662,i1,-3.1367056e-9,1
transfer,1,GC,11,983.1666666666666,-0.053,17.999996,i1,-2.9175113e-9,1
transfer,1,GC,11,983.1666666666666,-0.054,18.33333,i1,-2.8227722e-9,1
transfer,1,GC,11,983.1666666666666,-0.055,18.666664,i1,-2.7391365e-9,1
transfer,1,GC,11,983.1666666666666,-0.056,18.999998,i1,-2.5785751e-9,1
transfer,1,GC,11,983.1666666666666,-0.057,19.333332,i1,-2.3938898e-9,1
transfer,1,GC,11,983.1666666666666,-0.058,19.666666,i1,-2.3029849e-9,1
transfer,1,GC,11,983.1666666666666,-0.059,20,i1,-2.237083e-9,1
transfer,1,GC,11,983.1666666666666,-0.06,20.333334,i1,-2.0640603e-9,1
transfer,1,GC,11,983.1666666666666,-0.061,20.666668,i1,-1.9030997e-9,1
transfer,1,GC,11,983.1666666666666,-0.062,21.000002,i1,-1.8395141e-9,1
transfer,1,GC,11,983.1666666666666,-0.063,21.333336,i1,-1.7518044e-9,1
transfer,1,GC,11,983.1666666666666,-0.064,21.66667,i1,-1.6431659e-9,1
transfer,1,GC,11,983.1666666666666,-0.065,22.000004,i1,-1.469584e-9,1
transfer,1,GC,11,983.1666666666666,-0.066,22.333338,i1,-1.3589485e-9,1
transfer,1,GC,11,983.1666666666666,-0.067,22.666672,i1,-1.341135e-9,1
transfer,1,GC,11,983.1666666666666,-0.068,23.000006,i1,-1.2754726e-9,1
transfer,1,GC,11,983.1666666666666,-0.069,23.33334,i1,-1.1556507e-9,1
transfer,1,GC,11,983.1666666666666,-0.07,23.666674,i1,-1.0024386e-9,1
transfer,1,GC,11,983.1666666666666,-0.071,24.000008,i1,-9.15368e-10,1
transfer,1,GC,11,983.1666666666666,-0.072,24.333342,i1,-8.5833279e-10,1
transfer,1,GC,11,983.1666666666666,-0.073,24.666676,i1,-8.1431822e-10,1
transfer,1,GC,11,983.1666666666666,-0.074,25.00001,i1,-7.492949e-10,1
transfer,1,GC,11,983.1666666666666,-0.075,25.333344,i1,-6.5974803e-10,1
transfer,1,GC,11,983.1666666666666,-0.076,25.666677,i1,-5.170801e-10,1
transfer,1,GC,11,983.1666666666666,-0.077,26.000011,i1,-4.2769305e-10,1
transfer,1,GC,11,983.1666666666666,-0.078,26.333345,i1,-3.8479678e-10,1
transfer,1,GC,11,983.1666666666666,-0.079,26.666679,i1,-3.1162559e-10,1
transfer,1,GC,11,983.1666666666666,-0.08,27.000013,i1,-2.9381206e-10,1
transfer,1,GC,11,983.1666666666666,-0.081,27.333347,i1,-2.0154925e-10,1
transfer,1,GC,11,983.1666666666666,-0.082,27.666681,i1,-7.6535098e-11,1
transfer,1,GC,11,983.1666666666666,-0.083,28.000015,i1,-2.2455494e-11,1
transfer,1,GC,11,983.1666666666666,-0.084,28.333349,i1,3.2263154e-11,1
transfer,1,GC,11,983.1666666666666,-0.085,28.666683,i1,9.0736224e-11,1
transfer,1,GC,11,983.1666666666666,-0.086,29.000017,i1,1.368277e-10,1
transfer,1,GC,11,983.1666666666666,-0.087,29.333351,i1,1.6670329e-10,1
transfer,1,GC,11,983.1666666666666,-0.088,29.666685,i1,1.9178599e-10,1
transfer,1,GC,11,983.1666666666666,-0.089,30.000019,i1,2.5017918e-10,1
transfer,1,GC,11,983.1666666666666,-0.09,30.333353,i1,3.493118e-10,1
transfer,1,GC,11,983.1666666666666,-0.091,30.666687,i1,4.7784071e-10,1
transfer,1,GC,11,983.1666666666666,-0.092,31.000021,i1,5.4550015e-10,1
transfer,1,GC,11,983.1666666666666,-0.093,31.333355,i1,5.9654426e-10,1
transfer,1,GC,11,983.1666666666666,-0.094,31.666689,i1,6.2514172e-10,1
transfer,1,GC,11,983.1666666666666,-0.095,32.000023,i1,6.6268591e-10,1
transfer,1,GC,11,983.1666666666666,-0.096,32.333355,i1,6.9296091e-10,1
transfer,1,GC,11,983.1666666666666,-0.097,32.666687,i1,7.1852285e-10,1
transfer,1,GC,11,983.1666666666666,-0.098,33.000019,i1,7.9249296e-10,1
transfer,1,GC,11,983.1666666666666,-0.099,33.333351,i1,8.4130036e-10,1
transfer,1,GC,11,983.1666666666666,-0.1,33.666683,i1,9.2389751e-10,1
transfer,1,GC,11,983.1666666666666,-0.101,34.000015,i1,1.0017818e-9,1
transfer,1,GC,11,983.1666666666666,-0.102,34.333347,i1,1.035971e-9,1
transfer,1,GC,11,983.1666666666666,-0.103,34.666679,i1,1.0843789e-9,1
transfer,1,GC,11,983.1666666666666,-0.104,35.000011,i1,1.1113788e-9,1
transfer,1,GC,11,983.1666666666666,-0.105,35.333344,i1,1.1333462e-9,1
transfer,1,GC,11,983.1666666666666,-0.106,35.666676,i1,1.1653786e-9,1
transfer,1,GC,11,983.1666666666666,-0.107,36.000008,i1,1.1883843e-9,1
transfer,1,GC,11,983.1666666666666,-0.108,36.33334,i1,1.2273664e-9,1
transfer,1,GC,11,983.1666666666666,-0.109,36.666672,i1,1.2850406e-9,1
transfer,1,GC,11,983.1666666666666,-0.11,37.000004,i1,1.3213866e-9,1
transfer,1,GC,11,983.1666666666666,-0.111,37.333336,i1,1.4221967e-9,1
transfer,1,GC,11,983.1666666666666,-0.112,37.666668,i1,1.4747585e-9,1
transfer,1,GC,11,983.1666666666666,-0.113,38,i1,1.5052732e-9,1
transfer,1,GC,11,983.1666666666666,-0.114,38.333332,i1,1.5466517e-9,1
transfer,1,GC,11,983.1666666666666,-0.115,38.666664,i1,1.5460926e-9,1
transfer,1,GC,11,983.1666666666666,-0.116,38.999996,i1,1.5675806e-9,1
transfer,1,GC,11,983.1666666666666,-0.117,39.333328,i1,1.6218997e-9,1
transfer,1,GC,11,983.1666666666666,-0.118,39.66666,i1,1.5913851e-9,1
transfer,1,GC,11,983.1666666666666,-0.119,39.999992,i1,1.6359588e-9,1
transfer,1,GC,11,983.1666666666666,-0.12,40.333324,i1,1.6465033e-9,1
transfer,1,GC,11,983.1666666666666,-0.121,40.666656,i1,1.6825297e-9,1
transfer,1,GC,11,983.1666666666666,-0.122,40.999989,i1,1.7202336e-9,1
transfer,1,GC,11,983.1666666666666,-0.123,41.333321,i1,1.7753518e-9,1
transfer,1,GC,11,983.1666666666666,-0.124,41.666653,i1,1.8373395e-9,1
transfer,1,GC,11,983.1666666666666,-0.125,41.999985,i1,1.9021231e-9,1
transfer,1,GC,11,983.1666666666666,-0.126,42.333317,i1,1.981765e-9,1
transfer,1,GC,11,983.1666666666666,-0.127,42.666649,i1,2.0055695e-9,1
transfer,1,GC,11,983.1666666666666,-0.128,42.999981,i1,2.0275368e-9,1
transfer,1,GC,11,983.1666666666666,-0.129,43.333313,i1,2.0404776e-9,1
transfer,1,GC,11,983.1666666666666,-0.13,43.666645,i1,2.0824151e-9,1
transfer,1,GC,11,983.1666666666666,-0.131,43.999977,i1,2.0893649e-9,1
transfer,1,GC,11,983.1666666666666,-0.132,44.333309,i1,2.1107729e-9,1
transfer,1,GC,11,983.1666666666666,-0.133,44.666641,i1,2.1388114e-9,1
transfer,1,GC,11,983.1666666666666,-0.134,44.999973,i1,2.1446425e-9,1
transfer,1,GC,11,983.1666666666666,-0.135,45.333305,i1,2.1615776e-9,1
transfer,1,GC,11,983.1666666666666,-0.136,45.666637,i1,2.1910538e-9,1
transfer,1,GC,11,983.1666666666666,-0.137,45.999969,i1,2.2045537e-9,1
transfer,1,GC,11,983.1666666666666,-0.138,46.333302,i1,2.2671804e-9,1
transfer,1,GC,11,983.1666666666666,-0.139,46.666634,i1,2.3242157e-9,1
transfer,1,GC,11,983.1666666666666,-0.14,46.999966,i1,2.3624787e-9,1
transfer,1,GC,11,983.1666666666666,-0.141,47.333298,i1,2.4187952e-9,1
transfer,1,GC,11,983.1666666666666,-0.142,47.66663,i1,2.453703e-9,1
transfer,1,GC,11,983.1666666666666,-0.143,47.999962,i1,2.5073035e-9,1
transfer,1,GC,11,983.1666666666666,-0.144,48.333294,i1,2.5303892e-9,1
transfer,1,GC,11,983.1666666666666,-0.145,48.666626,i1,2.5423714e-9,1
transfer,1,GC,11,983.1666666666666,-0.146,48.999958,i1,2.5803149e-9,1
transfer,1,GC,11,983.1666666666666,-0.147,49.33329,i1,2.5938147e-9,1
transfer,1,GC,11,983.1666666666666,-0.148,49.666622,i1,2.6103502e-9,1
transfer,1,GC,11,983.1666666666666,-0.149,49.999954,i1,2.6348739e-9,1
transfer,1,GC,11,983.1666666666666,-0.15,50.333286,i1,2.6472553e-9,1
transfer,1,GC,11,983.1666666666666,-0.151,50.666618,i1,2.6571607e-9,1
transfer,1,GC,11,983.1666666666666,-0.152,50.99995,i1,2.6891132e-9,1
transfer,1,GC,11,983.1666666666666,-0.153,51.333282,i1,2.7107609e-9,1
transfer,1,GC,11,983.1666666666666,-0.154,51.666615,i1,2.7365628e-9,1
transfer,1,GC,11,983.1666666666666,-0.155,51.999947,i1,2.7741867e-9,1
transfer,1,GC,11,983.1666666666666,-0.156,52.333279,i1,2.8310621e-9,1
transfer,1,GC,11,983.1666666666666,-0.157,52.666611,i1,2.8777127e-9,1
transfer,1,GC,11,983.1666666666666,-0.158,52.999943,i1,2.9155764e-9,1
transfer,1,GC,11,983.1666666666666,-0.159,53.333275,i1,2.9558367e-9,1
transfer,1,GC,11,983.1666666666666,-0.16,53.666607,i1,2.9893867e-9,1
transfer,1,GC,11,983.1666666666666,-0.161,53.999939,i1,2.9982536e-9,1
transfer,1,GC,11,983.1666666666666,-0.162,54.333271,i1,3.0299665e-9,1
transfer,1,GC,11,983.1666666666666,-0.163,54.666603,i1,3.0486587e-9,1
transfer,1,GC,11,983.1666666666666,-0.164,54.999935,i1,3.0565668e-9,1
transfer,1,GC,11,983.1666666666666,-0.165,55.333267,i1,3.0938714e-9,1
transfer,1,GC,11,983.1666666666666,-0.166,55.666599,i1,3.1040164e-9,1
transfer,1,GC,11,983.1666666666666,-0.167,55.999931,i1,3.1264629e-9,1
transfer,1,GC,11,983.1666666666666,-0.168,56.333263,i1,3.1488296e-9,1
transfer,1,GC,11,983.1666666666666,-0.169,56.666595,i1,3.1577763e-9,1
transfer,1,GC,11,983.1666666666666,-0.17,56.999928,i1,3.1995542e-9,1
transfer,1,GC,11,983.1666666666666,-0.171,57.33326,i1,3.2600243e-9,1
transfer,1,GC,11,983.1666666666666,-0.172,57.666592,i1,3.3007637e-9,1
transfer,1,GC,11,983.1666666666666,-0.173,57.999924,i1,3.3955827e-9,1
transfer,1,GC,11,983.1666666666666,-0.174,58.333256,i1,3.5867387e-9,1
transfer,1,GC,11,983.1666666666666,-0.175,58.666588,i1,3.5332182e-9,1
transfer,1,GC,11,983.1666666666666,-0.176,58.99992,i1,3.5150052e-9,1
transfer,1,GC,11,983.1666666666666,-0.177,59.333252,i1,3.5175614e-9,1
transfer,1,GC,11,983.1666666666666,-0.178,59.666584,i1,3.4571712e-9,1
transfer,1,GC,11,983.1666666666666,-0.179,59.999916,i1,3.5146057e-9,1
transfer,1,GC,11,983.1666666666666,-0.18,60.333248,i1,3.5800285e-9,1
transfer,1,GC,11,983.1666666666666,-0.181,60.66658,i1,3.61957e-9,1
transfer,1,GC,11,983.1666666666666,-0.182,60.999912,i1,3.6383421e-9,1
transfer,1,GC,11,983.1666666666666,-0.183,61.333244,i1,3.6705341e-9,1
transfer,1,GC,11,983.1666666666666,-0.184,61.666576,i1,3.7634358e-9,1
transfer,1,GC,11,983.1666666666666,-0.185,61.999908,i1,3.8205514e-9,1
transfer,1,GC,11,983.1666666666666,-0.186,62.333241,i1,3.9211212e-9,1
transfer,1,GC,11,983.1666666666666,-0.187,62.666573,i1,3.9596242e-9,1
transfer,1,GC,11,983.1666666666666,-0.188,62.999905,i1,4.005476e-9,1
transfer,1,GC,11,983.1666666666666,-0.189,63.333237,i1,4.0436592e-9,1
transfer,1,GC,11,983.1666666666666,-0.19,63.666569,i1,4.067704e-9,1
transfer,1,GC,11,983.1666666666666,-0.191,63.999901,i1,4.1017332e-9,1
transfer,1,GC,11,983.1666666666666,-0.192,64.333237,i1,4.1387178e-9,1
transfer,1,GC,11,983.1666666666666,-0.193,64.666573,i1,4.1753836e-9,1
transfer,1,GC,11,983.1666666666666,-0.194,64.999908,i1,4.314217e-9,1
transfer,1,GC,11,983.1666666666666,-0.195,65.333244,i1,4.368057e-9,1
transfer,1,GC,11,983.1666666666666,-0.196,65.66658,i1,4.4697459e-9,1
transfer,1,GC,11,983.1666666666666,-0.197,65.999916,i1,4.5318935e-9,1
transfer,1,GC,11,983.1666666666666,-0.198,66.333252,i1,4.5735913e-9,1
transfer,1,GC,11,983.1666666666666,-0.199,66.666588,i1,4.607541e-9,1
transfer,1,GC,11,983.1666666666666,-0.2,66.999924,i1,4.6640971e-9,1
transfer,1,GC,11,983.1666666666666,-0.201,67.33326,i1,4.7550017e-9,1
transfer,1,GC,11,983.1666666666666,-0.202,67.666595,i1,4.8996669e-9,1
transfer,1,GC,11,983.1666666666666,-0.203,67.999931,i1,4.9605364e-9,1
transfer,1,GC,11,983.1666666666666,-0.204,68.333267,i1,5.0317106e-9,1
transfer,1,GC,11,983.1666666666666,-0.205,68.666603,i1,5.0556745e-9,1
transfer,1,GC,11,983.1666666666666,-0.206,68.999939,i1,5.1250115e-9,1
transfer,1,GC,11,983.1666666666666,-0.207,69.333275,i1,5.2963571e-9,1
transfer,1,GC,11,983.1666666666666,-0.208,69.666611,i1,5.4376672e-9,1
transfer,1,GC,11,983.1666666666666,-0.209,69.999947,i1,5.5089209e-9,1
transfer,1,GC,11,983.1666666666666,-0.21,70.333282,i1,5.5769798e-9,1
transfer,1,GC,11,983.1666666666666,-0.211,70.666618,i1,5.6673257e-9,1
transfer,1,GC,11,983.1666666666666,-0.212,70.999954,i1,5.8568834e-9,1
transfer,1,GC,11,983.1666666666666,-0.213,71.33329,i1,5.9900458e-9,1
transfer,1,GC,11,983.1666666666666,-0.214,71.666626,i1,6.0520331e-9,1
transfer,1,GC,11,983.1666666666666,-0.215,71.999962,i1,6.3483125e-9,1
transfer,1,GC,11,983.1666666666666,-0.216,72.333298,i1,6.5172623e-9,1
transfer,1,GC,11,983.1666666666666,-0.217,72.666634,i1,6.5505721e-9,1
transfer,1,GC,11,983.1666666666666,-0.218,72.999969,i1,6.629655e-9,1
transfer,1,GC,11,983.1666666666666,-0.219,73.333305,i1,6.8535617e-9,1
transfer,1,GC,11,983.1666666666666,-0.22,73.666641,i1,6.9497386000000004e-09,1
transfer,1,GC,11,983.1666666666666,-0.221,73.999977,i1,7.0532651e-9,1
transfer,1,GC,11,983.1666666666666,-0.222,74.333313,i1,7.2996187e-9,1
transfer,1,GC,11,983.1666666666666,-0.223,74.666649,i1,7.4553874e-9,1
transfer,1,GC,11,983.1666666666666,-0.224,74.999985,i1,7.6050046e-9,1
transfer,1,GC,11,983.1666666666666,-0.225,75.333321,i1,7.8912992e-9,1
transfer,1,GC,11,983.1666666666666,-0.226,75.666656,i1,8.0516207e-9,1
transfer,1,GC,11,983.1666666666666,-0.227,75.999992,i1,8.3497378e-9,1
transfer,1,GC,11,983.1666666666666,-0.228,76.333328,i1,8.5205238e-9,1
transfer,1,GC,11,983.1666666666666,-0.229,76.666664,i1,8.828386e-9,1
transfer,1,GC,11,983.1666666666666,-0.23,77,i1,8.9897458e-9,1
transfer,1,GC,11,983.1666666666666,-0.231,77.333336,i1,9.2956114e-9,1
transfer,1,GC,11,983.1666666666666,-0.232,77.666672,i1,9.5060182e-9,1
transfer,1,GC,11,983.1666666666666,-0.233,78.000008,i1,9.8236264e-9,1
transfer,1,GC,11,983.1666666666666,-0.234,78.333344,i1,1.0013344e-8,1
transfer,1,GC,11,983.1666666666666,-0.235,78.666679,i1,1.0362345e-8,1
transfer,1,GC,11,983.1666666666666,-0.236,79.000015,i1,1.0632264e-8,1
transfer,1,GC,11,983.1666666666666,-0.237,79.333351,i1,1.0924709e-8,1
transfer,1,GC,11,983.1666666666666,-0.238,79.666687,i1,1.1296077e-8,1
transfer,1,GC,11,983.1666666666666,-0.239,80.000023,i1,1.17657e-8,1
transfer,1,GC,11,983.1666666666666,-0.24,80.333359,i1,1.1909645e-8,1
transfer,1,GC,11,983.1666666666666,-0.241,80.666695,i1,1.2175169e-8,1
transfer,1,GC,11,983.1666666666666,-0.242,81.000031,i1,1.2496373e-8,1
transfer,1,GC,11,983.1666666666666,-0.243,81.333366,i1,1.2848888e-8,1
transfer,1,GC,11,983.1666666666666,-0.244,81.666702,i1,1.3201085e-8,1
transfer,1,GC,11,983.1666666666666,-0.245,82.000038,i1,1.3471563e-8,1
transfer,1,GC,11,983.1666666666666,-0.246,82.333374,i1,1.3870969e-8,1
transfer,1,GC,11,983.1666666666666,-0.247,82.66671,i1,1.4235947e-8,1
transfer,1,GC,11,983.1666666666666,-0.248,83.000046,i1,1.4526793e-8,1
transfer,1,GC,11,983.1666666666666,-0.249,83.333382,i1,1.4881946e-8,1
transfer,1,GC,11,983.1666666666666,-0.25,83.666718,i1,1.5286465e-8,1
transfer,1,GC,11,983.1666666666666,-0.251,84.000053,i1,1.5552549e-8,1
transfer,1,GC,11,983.1666666666666,-0.252,84.333389,i1,1.5880621e-8,1
transfer,1,GC,11,983.1666666666666,-0.253,84.666725,i1,1.6308466e-8,1
transfer,1,GC,11,983.1666666666666,-0.254,85.000061,i1,1.6658186e-8,1
transfer,1,GC,11,983.1666666666666,-0.255,85.333397,i1,1.6962773e-8,1
transfer,1,GC,11,983.1666666666666,-0.256,85.666733,i1,1.7312571e-8,1
