reactor,run,echem,rep,minutes,E,electrode,current,exp
transfer,1,SWV,0,951.75,-0.102,i1,1.041724e-7,1
transfer,1,SWV,0,951.75,-0.103,i1,1.2096004e-7,1
transfer,1,SWV,0,951.75,-0.104,i1,1.2753986e-7,1
transfer,1,SWV,0,951.75,-0.105,i1,1.0051144e-7,1
transfer,1,SWV,0,951.75,-0.106,i1,1.3360848e-7,1
transfer,1,SWV,0,951.75,-0.107,i1,1.0679444e-7,1
transfer,1,SWV,0,951.75,-0.108,i1,1.283809e-7,1
transfer,1,SWV,0,951.75,-0.109,i1,1.2033338e-7,1
transfer,1,SWV,0,951.75,-0.11,i1,1.1891517e-7,1
transfer,1,SWV,0,951.75,-0.111,i1,1.3179449e-7,1
transfer,1,SWV,0,951.75,-0.112,i1,1.1291253e-7,1
transfer,1,SWV,0,951.75,-0.113,i1,1.326685e-7,1
transfer,1,SWV,0,951.75,-0.114,i1,1.1876676e-7,1
transfer,1,SWV,0,951.75,-0.115,i1,1.2661638e-7,1
transfer,1,SWV,0,951.75,-0.116,i1,1.312338e-7,1
transfer,1,SWV,0,951.75,-0.117,i1,1.2114144e-7,1
transfer,1,SWV,0,951.75,-0.118,i1,1.4191986e-7,1
transfer,1,SWV,0,951.75,-0.119,i1,1.0755301e-7,1
transfer,1,SWV,0,951.75,-0.12,i1,1.3471336e-7,1
transfer,1,SWV,0,951.75,-0.121,i1,1.26402e-7,1
transfer,1,SWV,0,951.75,-0.122,i1,1.2349962e-7,1
transfer,1,SWV,0,951.75,-0.123,i1,1.3568632e-7,1
transfer,1,SWV,0,951.75,-0.124,i1,1.2038285e-7,1
transfer,1,SWV,0,951.75,-0.125,i1,1.395122e-7,1
transfer,1,SWV,0,951.75,-0.126,i1,1.2194948e-7,1
transfer,1,SWV,0,951.75,-0.127,i1,1.4436048e-7,1
transfer,1,SWV,0,951.75,-0.128,i1,1.3258605e-7,1
transfer,1,SWV,0,951.75,-0.129,i1,1.2852931e-7,1
transfer,1,SWV,0,951.75,-0.13,i1,1.4648779e-7,1
transfer,1,SWV,0,951.75,-0.131,i1,1.1812362e-7,1
transfer,1,SWV,0,951.75,-0.132,i1,1.4569623e-7,1
transfer,1,SWV,0,951.75,-0.133,i1,1.2877666e-7,1
transfer,1,SWV,0,951.75,-0.134,i1,1.3590071e-7,1
transfer,1,SWV,0,951.75,-0.135,i1,1.4666921e-7,1
transfer,1,SWV,0,951.75,-0.136,i1,1.2168563e-7,1
transfer,1,SWV,0,951.75,-0.137,i1,1.4373384e-7,1
transfer,1,SWV,0,951.75,-0.138,i1,1.3205835e-7,1
transfer,1,SWV,0,951.75,-0.139,i1,1.4986841e-7,1
transfer,1,SWV,0,951.75,-0.14,i1,1.4304123e-7,1
transfer,1,SWV,0,951.75,-0.141,i1,1.3316323e-7,1
transfer,1,SWV,0,951.75,-0.142,i1,1.5775102e-7,1
transfer,1,SWV,0,951.75,-0.143,i1,1.2613816e-7,1
transfer,1,SWV,0,951.75,-0.144,i1,1.5565669e-7,1
transfer,1,SWV,0,951.75,-0.145,i1,1.4666919e-7,1
transfer,1,SWV,0,951.75,-0.146,i1,1.5623387e-7,1
transfer,1,SWV,0,951.75,-0.147,i1,1.6189020000000001e-07,1
transfer,1,SWV,0,951.75,-0.148,i1,1.3966061e-7,1
transfer,1,SWV,0,951.75,-0.149,i1,1.6853599e-7,1
transfer,1,SWV,0,951.75,-0.15,i1,1.3822591e-7,1
transfer,1,SWV,0,951.75,-0.151,i1,1.6893178e-7,1
transfer,1,SWV,0,951.75,-0.152,i1,1.6860196e-7,1
transfer,1,SWV,0,951.75,-0.153,i1,1.5674507e-7,1
transfer,1,SWV,0,951.75,-0.154,i1,1.7204854e-7,1
transfer,1,SWV,0,951.75,-0.155,i1,1.4566325e-7,1
transfer,1,SWV,0,951.75,-0.156,i1,1.8141532e-7,1
transfer,1,SWV,0,951.75,-0.157,i1,1.606204e-7,1
transfer,1,SWV,0,951.75,-0.158,i1,1.7402743e-7,1
transfer,1,SWV,0,951.75,-0.159,i1,1.8200899e-7,1
transfer,1,SWV,0,951.75,-0.16,i1,1.6952545e-7,1
transfer,1,SWV,0,951.75,-0.161,i1,1.9328868e-7,1
transfer,1,SWV,0,951.75,-0.162,i1,1.7338429e-7,1
transfer,1,SWV,0,951.75,-0.163,i1,1.9591073e-7,1
transfer,1,SWV,0,951.75,-0.164,i1,2.0232565e-7,1
transfer,1,SWV,0,951.75,-0.165,i1,2.0603609e-7,1
transfer,1,SWV,0,951.75,-0.166,i1,2.200203e-7,1
transfer,1,SWV,0,951.75,-0.167,i1,1.9188698e-7,1
transfer,1,SWV,0,951.75,-0.168,i1,2.1785999e-7,1
transfer,1,SWV,0,951.75,-0.169,i1,2.0753674e-7,1
transfer,1,SWV,0,951.75,-0.17,i1,2.2241144e-7,1
transfer,1,SWV,0,951.75,-0.171,i1,2.4084818e-7,1
transfer,1,SWV,0,951.75,-0.172,i1,2.1997083e-7,1
transfer,1,SWV,0,951.75,-0.173,i1,2.5428818e-7,1
transfer,1,SWV,0,951.75,-0.174,i1,2.2610539e-7,1
transfer,1,SWV,0,951.75,-0.175,i1,2.6378689e-7,1
transfer,1,SWV,0,951.75,-0.176,i1,2.6114833e-7,1
transfer,1,SWV,0,951.75,-0.177,i1,2.6771167e-7,1
transfer,1,SWV,0,951.75,-0.178,i1,2.8697295e-7,1
transfer,1,SWV,0,951.75,-0.179,i1,2.6332515e-7,1
transfer,1,SWV,0,951.75,-0.18,i1,3.0544265e-7,1
transfer,1,SWV,0,951.75,-0.181,i1,2.9094724e-7,1
transfer,1,SWV,0,951.75,-0.182,i1,3.2183451e-7,1
transfer,1,SWV,0,951.75,-0.183,i1,3.34351e-7,1
transfer,1,SWV,0,951.75,-0.184,i1,3.3722043e-7,1
transfer,1,SWV,0,951.75,-0.185,i1,3.5549223e-7,1
transfer,1,SWV,0,951.75,-0.186,i1,3.5151794e-7,1
transfer,1,SWV,0,951.75,-0.187,i1,3.7770533e-7,1
transfer,1,SWV,0,951.75,-0.188,i1,3.8956222e-7,1
transfer,1,SWV,0,951.75,-0.189,i1,4.055583e-7,1
transfer,1,SWV,0,951.75,-0.19,i1,4.3242181e-7,1
transfer,1,SWV,0,951.75,-0.191,i1,4.320755e-7,1
transfer,1,SWV,0,951.75,-0.192,i1,4.6673921e-7,1
transfer,1,SWV,0,951.75,-0.193,i1,4.641831e-7,1
transfer,1,SWV,0,951.75,-0.194,i1,4.9998465e-7,1
transfer,1,SWV,0,951.75,-0.195,i1,5.2391277e-7,1
transfer,1,SWV,0,951.75,-0.196,i1,5.3388976e-7,1
transfer,1,SWV,0,951.75,-0.197,i1,5.7313787e-7,1
transfer,1,SWV,0,951.75,-0.198,i1,5.6528825e-7,1
transfer,1,SWV,0,951.75,-0.199,i1,6.1035757e-7,1
transfer,1,SWV,0,951.75,-0.2,i1,6.2315445e-7,1
transfer,1,SWV,0,951.75,-0.201,i1,6.5648237e-7,1
transfer,1,SWV,0,951.75,-0.202,i1,6.9516977e-7,1
transfer,1,SWV,0,951.75,-0.203,i1,6.9752798e-7,1
transfer,1,SWV,0,951.75,-0.204,i1,7.5661455e-7,1
transfer,1,SWV,0,951.75,-0.205,i1,7.7244567e-7,1
transfer,1,SWV,0,951.75,-0.206,i1,8.0534483e-7,1
transfer,1,SWV,0,951.75,-0.207,i1,8.4083308e-7,1
transfer,1,SWV,0,951.75,-0.208,i1,8.7012074e-7,1
transfer,1,SWV,0,951.75,-0.209,i1,9.2292419e-7,1
transfer,1,SWV,0,951.75,-0.21,i1,9.4050347e-7,1
transfer,1,SWV,0,951.75,-0.211,i1,1.0048506e-6,1
transfer,1,SWV,0,951.75,-0.212,i1,1.0341547e-6,1
transfer,1,SWV,0,951.75,-0.213,i1,1.0751673e-6,1
transfer,1,SWV,0,951.75,-0.214,i1,1.1246068e-6,1
transfer,1,SWV,0,951.75,-0.215,i1,1.1522618e-6,1
transfer,1,SWV,0,951.75,-0.216,i1,1.2252501e-6,1
transfer,1,SWV,0,951.75,-0.217,i1,1.2479745e-6,1
transfer,1,SWV,0,951.75,-0.218,i1,1.3088585e-6,1
transfer,1,SWV,0,951.75,-0.219,i1,1.3669721e-6,1
transfer,1,SWV,0,951.75,-0.22,i1,1.406682e-6,1
transfer,1,SWV,0,951.75,-0.221,i1,1.4816326e-6,1
transfer,1,SWV,0,951.75,-0.222,i1,1.509667e-6,1
transfer,1,SWV,0,951.75,-0.223,i1,1.5852113e-6,1
transfer,1,SWV,0,951.75,-0.224,i1,1.626323e-6,1
transfer,1,SWV,0,951.75,-0.225,i1,1.6930118e-6,1
transfer,1,SWV,0,951.75,-0.226,i1,1.7604757e-6,1
transfer,1,SWV,0,951.75,-0.227,i1,1.7919565e-6,1
transfer,1,SWV,0,951.75,-0.228,i1,1.8863004e-6,1
transfer,1,SWV,0,951.75,-0.229,i1,1.9285994e-6,1
transfer,1,SWV,0,951.75,-0.23,i1,2.0021484e-6,1
transfer,1,SWV,0,951.75,-0.231,i1,2.0644341e-6,1
transfer,1,SWV,0,951.75,-0.232,i1,2.1212613e-6,1
transfer,1,SWV,0,951.75,-0.233,i1,2.2004006e-6,1
transfer,1,SWV,0,951.75,-0.234,i1,2.2311726e-6,1
transfer,1,SWV,0,951.75,-0.235,i1,2.3172547e-6,1
transfer,1,SWV,0,951.75,-0.236,i1,2.3737687e-6,1
transfer,1,SWV,0,951.75,-0.237,i1,2.4441679e-6,1
transfer,1,SWV,0,951.75,-0.238,i1,2.5191516e-6,1
transfer,1,SWV,0,951.75,-0.239,i1,2.5640393e-6,1
transfer,1,SWV,0,951.75,-0.24,i1,2.6457678e-6,1
transfer,1,SWV,0,951.75,-0.241,i1,2.6949103e-6,1
transfer,1,SWV,0,951.75,-0.242,i1,2.7694323e-6,1
transfer,1,SWV,0,951.75,-0.243,i1,2.8304319e-6,1
transfer,1,SWV,0,951.75,-0.244,i1,2.8809595e-6,1
transfer,1,SWV,0,951.75,-0.245,i1,2.9634962e-6,1
transfer,1,SWV,0,951.75,-0.246,i1,2.9991656e-6,1
transfer,1,SWV,0,951.75,-0.247,i1,3.0737538e-6,1
transfer,1,SWV,0,951.75,-0.248,i1,3.1142386e-6,1
transfer,1,SWV,0,951.75,-0.249,i1,3.1843738e-6,1
transfer,1,SWV,0,951.75,-0.25,i1,3.2389421e-6,1
transfer,1,SWV,0,951.75,-0.251,i1,3.2836651e-6,1
transfer,1,SWV,0,951.75,-0.252,i1,3.3506176e-6,1
transfer,1,SWV,0,951.75,-0.253,i1,3.3752549e-6,1
transfer,1,SWV,0,951.75,-0.254,i1,3.4234247e-6,1
transfer,1,SWV,0,951.75,-0.255,i1,3.4717591e-6,1
transfer,1,SWV,0,951.75,-0.256,i1,3.5159876e-6,1
transfer,1,SWV,0,951.75,-0.257,i1,3.5628543e-6,1
transfer,1,SWV,0,951.75,-0.258,i1,3.5788009e-6,1
transfer,1,SWV,0,951.75,-0.259,i1,3.6221059e-6,1
transfer,1,SWV,0,951.75,-0.26,i1,3.6443353e-6,1
transfer,1,SWV,0,951.75,-0.261,i1,3.6744314e-6,1
transfer,1,SWV,0,951.75,-0.262,i1,3.6920599e-6,1
transfer,1,SWV,0,951.75,-0.263,i1,3.7116179e-6,1
transfer,1,SWV,0,951.75,-0.264,i1,3.7349027e-6,1
transfer,1,SWV,0,951.75,-0.265,i1,3.7448799e-6,1
transfer,1,SWV,0,951.75,-0.266,i1,3.7521195e-6,1
transfer,1,SWV,0,951.75,-0.267,i1,3.7594741e-6,1
transfer,1,SWV,0,951.75,-0.268,i1,3.7691048e-6,1
transfer,1,SWV,0,951.75,-0.269,i1,3.7600514e-6,1
transfer,1,SWV,0,951.75,-0.27,i1,3.7502723e-6,1
transfer,1,SWV,0,951.75,-0.271,i1,3.7614532e-6,1
transfer,1,SWV,0,951.75,-0.272,i1,3.7243158e-6,1
transfer,1,SWV,0,951.75,-0.273,i1,3.7209352e-6,1
transfer,1,SWV,0,951.75,-0.274,i1,3.7041805e-6,1
transfer,1,SWV,0,951.75,-0.275,i1,3.6785702e-6,1
transfer,1,SWV,0,951.75,-0.276,i1,3.6658394e-6,1
transfer,1,SWV,0,951.75,-0.277,i1,3.6107601e-6,1
transfer,1,SWV,0,951.75,-0.278,i1,3.6069014e-6,1
transfer,1,SWV,0,951.75,-0.279,i1,3.5480789e-6,1
transfer,1,SWV,0,951.75,-0.28,i1,3.5221219e-6,1
transfer,1,SWV,0,951.75,-0.281,i1,3.4896516e-6,1
transfer,1,SWV,0,951.75,-0.282,i1,3.422798e-6,1
transfer,1,SWV,0,951.75,-0.283,i1,3.3980455e-6,1
transfer,1,SWV,0,951.75,-0.284,i1,3.3289157e-6,1
transfer,1,SWV,0,951.75,-0.285,i1,3.2953571e-6,1
transfer,1,SWV,0,951.75,-0.286,i1,3.2334503e-6,1
transfer,1,SWV,0,951.75,-0.287,i1,3.1843906e-6,1
transfer,1,SWV,0,951.75,-0.288,i1,3.1324776e-6,1
transfer,1,SWV,0,951.75,-0.289,i1,3.0557458e-6,1
transfer,1,SWV,0,951.75,-0.29,i1,3.0141066e-6,1
transfer,1,SWV,0,951.75,-0.291,i1,2.9401285e-6,1
transfer,1,SWV,0,951.75,-0.292,i1,2.8880836e-6,1
transfer,1,SWV,0,951.75,-0.293,i1,2.8211309e-6,1
transfer,1,SWV,0,951.75,-0.294,i1,2.7426845e-6,1
transfer,1,SWV,0,951.75,-0.295,i1,2.6942012e-6,1
transfer,1,SWV,0,951.75,-0.296,i1,2.6154414e-6,1
transfer,1,SWV,0,951.75,-0.297,i1,2.5608567e-6,1
transfer,1,SWV,0,951.75,-0.298,i1,2.4857409e-6,1
transfer,1,SWV,0,951.75,-0.299,i1,2.4164965e-6,1
