BEGIN HEADER 
     File Name: 82919_21.ns1
     Experiment Type: Luminescence        
     Digitizer: Fast
     Timebase:    2.000e-10 seconds per point 
 -8.99000e-09,      9.84876e-02 
 -8.79000e-09,      9.81067e-02 
 -8.59000e-09,      9.75755e-02 
 -8.39000e-09,      9.68567e-02 
 -8.19000e-09,      9.61790e-02 
 -7.99000e-09,      9.54212e-02 
 -7.79000e-09,      9.47981e-02 
 -7.59000e-09,      9.41399e-02 
 -7.39000e-09,      9.35598e-02 
 -7.19000e-09,      9.30422e-02 
 -6.99000e-09,      9.27883e-02 
 -6.79000e-09,      9.25891e-02 
 -6.59000e-09,      9.25579e-02 
 -6.39000e-09,      9.26028e-02 
 -6.19000e-09,      9.27473e-02 
 -5.99000e-09,      9.30676e-02 
 -5.79000e-09,      9.35188e-02 
 -5.59000e-09,      9.39837e-02 
 -5.39000e-09,      9.44895e-02 
 -5.19000e-09,      9.50833e-02 
 -4.99000e-09,      9.55696e-02 
 -4.79000e-09,      9.58157e-02 
 -4.59000e-09,      9.60032e-02 
 -4.39000e-09,      9.59368e-02 
 -4.19000e-09,      9.58020e-02 
 -3.99000e-09,      9.53294e-02 
 -3.79000e-09,      9.48294e-02 
 -3.59000e-09,      9.44700e-02 
 -3.39000e-09,      9.42122e-02 
 -3.19000e-09,      9.38684e-02 
 -2.99000e-09,      9.39622e-02 
 -2.79000e-09,      9.41848e-02 
 -2.59000e-09,      9.45305e-02 
 -2.39000e-09,      9.49407e-02 
 -2.19000e-09,      9.56731e-02 
 -1.99000e-09,      9.62903e-02 
 -1.79000e-09,      9.71165e-02 
 -1.59000e-09,      9.79641e-02 
 -1.39000e-09,      9.88274e-02 
 -1.19000e-09,      9.96184e-02 
 -9.90000e-10,      1.00466e-01 
 -7.90000e-10,      1.01226e-01 
 -5.90000e-10,      1.01812e-01 
 -3.90000e-10,      1.02189e-01 
 -1.90000e-10,      1.02347e-01 
  1.00000e-11,      1.02077e-01 
  2.10000e-10,      1.01577e-01 
  4.10000e-10,      1.00800e-01 
  6.10000e-10,      9.99387e-02 
  8.10000e-10,      9.89133e-02 
  1.01000e-09,      9.80774e-02 
  1.21000e-09,      9.72512e-02 
  1.41000e-09,      9.68059e-02 
  1.61000e-09,      9.65208e-02 
  1.81000e-09,      9.65755e-02 
  2.01000e-09,      9.66692e-02 
  2.21000e-09,      9.70286e-02 
  2.41000e-09,      9.74172e-02 
  2.61000e-09,      9.77922e-02 
  2.81000e-09,      9.81282e-02 
  3.01000e-09,      9.82434e-02 
  3.21000e-09,      9.81751e-02 
  3.41000e-09,      9.79212e-02 
  3.61000e-09,      9.75208e-02 
  3.81000e-09,      9.68508e-02 
  4.01000e-09,      9.57180e-02 
  4.21000e-09,      9.42864e-02 
  4.41000e-09,      9.25110e-02 
  4.61000e-09,      9.08255e-02 
  4.81000e-09,      8.89485e-02 
  5.01000e-09,      8.70305e-02 
  5.21000e-09,      8.51731e-02 
  5.41000e-09,      8.35696e-02 
  5.61000e-09,      8.19212e-02 
  5.81000e-09,      8.02805e-02 
  6.01000e-09,      7.88469e-02 
  6.21000e-09,      7.74407e-02 
  6.41000e-09,      7.60637e-02 
  6.61000e-09,      7.47317e-02 
  6.81000e-09,      7.36438e-02 
  7.01000e-09,      7.24993e-02 
  7.21000e-09,      7.10852e-02 
  7.41000e-09,      7.00188e-02 
  7.61000e-09,      6.88372e-02 
  7.81000e-09,      6.75755e-02 
  8.01000e-09,      6.62610e-02 
  8.21000e-09,      6.52493e-02 
  8.41000e-09,      6.42688e-02 
  8.71000e-09,      6.31067e-02 
  9.01000e-09,      6.20774e-02 
  9.21000e-09,      6.14719e-02 
  9.41000e-09,      6.07805e-02 
  9.61000e-09,      5.98391e-02 
  9.81000e-09,      5.88508e-02 
  1.00100e-08,      5.77708e-02 
  1.02100e-08,      5.67239e-02 
  1.04100e-08,      5.55969e-02 
  1.07100e-08,      5.40120e-02 
  1.10100e-08,      5.25989e-02 
  1.12100e-08,      5.17688e-02 
  1.15100e-08,      5.09251e-02 
  1.18100e-08,      5.00833e-02 
  1.20100e-08,      4.94251e-02 
  1.23100e-08,      4.87083e-02 
  1.26100e-08,      4.79465e-02 
  1.29100e-08,      4.72083e-02 
  1.32100e-08,      4.67649e-02 
  1.35100e-08,      4.65227e-02 
  1.38100e-08,      4.61575e-02 
  1.41100e-08,      4.57073e-02 
  1.45100e-08,      4.48079e-02 
  1.48100e-08,      4.36751e-02 
  1.51100e-08,      4.22053e-02 
  1.55100e-08,      4.03206e-02 
  1.59100e-08,      3.87366e-02 
  1.62100e-08,      3.75247e-02 
  1.65100e-08,      3.64807e-02 
  1.69100e-08,      3.53450e-02 
  1.73100e-08,      3.47952e-02 
  1.77100e-08,      3.44319e-02 
  1.81100e-08,      3.44856e-02 
  1.86100e-08,      3.45195e-02 
  1.91100e-08,      3.38001e-02 
  1.95100e-08,      3.25403e-02 
  1.99100e-08,      3.11399e-02 
  2.04100e-08,      2.96568e-02 
  2.09100e-08,      2.84778e-02 
  2.14100e-08,      2.72467e-02 
  2.19100e-08,      2.60999e-02 
  2.24100e-08,      2.52213e-02 
  2.29100e-08,      2.45364e-02 
  2.34100e-08,      2.40422e-02 
  2.40100e-08,      2.31360e-02 
  2.46100e-08,      2.22467e-02 
  2.51100e-08,      2.16741e-02 
  2.56100e-08,      2.12434e-02 
  2.62100e-08,      2.04641e-02 
  2.69100e-08,      1.98269e-02 
  2.76100e-08,      1.92499e-02 
  2.82100e-08,      1.89270e-02 
  2.88100e-08,      1.84843e-02 
  2.95100e-08,      1.78098e-02 
  3.02100e-08,      1.68437e-02 
  3.09100e-08,      1.60759e-02 
  3.16100e-08,      1.55813e-02 
  3.23100e-08,      1.49202e-02 
  3.31100e-08,      1.36838e-02 
  3.39100e-08,      1.25364e-02 
  3.47100e-08,      1.24163e-02 
  3.55100e-08,      1.25051e-02 
  3.63100e-08,      1.23674e-02 
  3.71100e-08,      1.19871e-02 
  3.80100e-08,      1.05508e-02 
  3.89100e-08,      1.01887e-02 
  3.98100e-08,      1.04208e-02 
  4.07100e-08,      1.04920e-02 
  4.16100e-08,      9.85045e-03 
  4.26100e-08,      8.06256e-03 
  4.36100e-08,      7.21881e-03 
  4.46100e-08,      7.43521e-03 
  4.57100e-08,      7.91269e-03 
  4.68100e-08,      6.83912e-03 
  4.79100e-08,      6.09498e-03 
  4.90100e-08,      7.18131e-03 
  5.01100e-08,      7.28476e-03 
  5.13100e-08,      6.42734e-03 
  5.25100e-08,      5.20436e-03 
  5.37100e-08,      5.79843e-03 
  5.49100e-08,      5.16887e-03 
  5.62100e-08,      4.49984e-03 
  5.76100e-08,      4.58270e-03 
  5.89100e-08,      4.84921e-03 
  6.02100e-08,      4.04225e-03 
  6.16100e-08,      3.64297e-03 
  6.31100e-08,      3.62232e-03 
  6.46100e-08,      3.21719e-03 
  6.61100e-08,      3.14234e-03 
  6.76100e-08,      3.54225e-03 
  6.91100e-08,      3.01515e-03 
  7.08100e-08,      3.29572e-03 
  7.25100e-08,      2.78736e-03 
  7.41100e-08,      1.79005e-03 
  7.58100e-08,      2.51056e-03 
  7.76100e-08,      2.82567e-03 
  7.94100e-08,      1.70132e-03 
  8.13100e-08,      1.68580e-03 
  8.32100e-08,      1.97736e-03 
  8.51100e-08,      1.58854e-03 
  8.71100e-08,      2.50748e-03 
  8.91100e-08,      1.83111e-03 
  9.12100e-08,      1.80290e-03 
  9.33100e-08,      1.85045e-03 
  9.54100e-08,      1.46323e-03 
  9.77100e-08,      1.62167e-03 
  1.00010e-07,      1.67222e-03 
  1.02310e-07,      1.53215e-03 
  1.04710e-07,      1.87802e-03 
  1.07110e-07,      1.05136e-03 
  1.09610e-07,      1.73290e-03 
  1.12210e-07,      8.23646e-04 
  1.14810e-07,      1.63209e-03 
  1.17510e-07,      1.51155e-03 
  1.20310e-07,      1.05899e-03 
  1.23110e-07,      1.18441e-03 
  1.25910e-07,      1.14981e-03 
  1.28810e-07,      1.61959e-03 
  1.31810e-07,      8.37428e-04 
  1.34910e-07,      1.68019e-03 
  1.38110e-07,      9.25181e-04 
  1.41310e-07,      1.48316e-03 
  1.44610e-07,      8.24530e-04 
  1.48010e-07,      1.71906e-03 
  1.51410e-07,      7.53069e-04 
  1.54910e-07,      9.39599e-04 
  1.58510e-07,      1.04550e-03 
  1.62210e-07,      9.84886e-04 
  1.66010e-07,      7.60585e-04 
  1.69810e-07,      9.95782e-04 
  1.73710e-07,      7.18223e-04 
  1.77810e-07,      3.43585e-04 
  1.82010e-07,      1.26388e-03 
  1.86210e-07,      7.43697e-04 
  1.90510e-07,      8.59895e-04 
  1.95010e-07,      9.54865e-04 
  1.99610e-07,      8.01332e-04 
  2.04210e-07,      8.52538e-04 
  2.08910e-07,      6.32415e-04 
  2.13810e-07,      6.53887e-04 
  2.18810e-07,      8.32012e-04 
  2.23910e-07,      7.53634e-04 
  2.29110e-07,      7.96077e-04 
  2.34410e-07,      6.01563e-04 
  2.39910e-07,      1.08110e-03 
  2.45510e-07,      9.82885e-04 
  2.51210e-07,      5.50395e-04 
  2.57110e-07,      6.67507e-04 
  2.63110e-07,      4.52012e-04 
  2.69210e-07,      8.53108e-04 
  2.75510e-07,      9.53928e-04 
  2.81910e-07,      4.65464e-04 
  2.88410e-07,      6.42211e-04 
  2.95110e-07,      3.20739e-04 
  3.02010e-07,      4.44367e-04 
  3.09010e-07,      4.66018e-04 
  3.16210e-07,      5.97303e-04 
  3.23610e-07,      6.79229e-04 
  3.31110e-07,      6.64265e-04 
  3.38810e-07,      5.40493e-04 
  3.46710e-07,      7.69053e-04 
  3.54810e-07,      4.30299e-04 
  3.63110e-07,      1.23580e-04 
  3.71610e-07,      5.29165e-04 
  3.80210e-07,      4.29192e-04 
  3.89010e-07,      3.52619e-04 
  3.98110e-07,      6.53787e-04 
  4.07410e-07,      3.63556e-04 
  4.16910e-07,      2.40285e-04 
  4.26610e-07,      3.71168e-04 
  4.36510e-07,      4.56660e-04 
  4.46710e-07,      4.58074e-04 
  4.57110e-07,      5.30790e-04 
  4.67710e-07,      2.87761e-04 
  4.78610e-07,      4.02509e-04 
  4.89810e-07,      3.00984e-04 
  5.01210e-07,      4.31398e-04 
  5.12810e-07,      3.30018e-04 
  5.24810e-07,      2.78286e-04 
  5.37110e-07,      4.47709e-04 
  5.49610e-07,      1.46754e-04 
  5.62410e-07,      4.00930e-04 
  5.75510e-07,      2.11487e-04 
  5.88910e-07,      1.86835e-04 
  6.02610e-07,      1.17512e-04 
  6.16610e-07,      1.52144e-04 
  6.31010e-07,      2.10723e-04 
  6.45710e-07,      3.14839e-04 
  6.60710e-07,      2.42390e-04 
  6.76110e-07,      3.52017e-04 
  6.91910e-07,      1.47056e-04 
  7.08010e-07,      3.85345e-04 
  7.24510e-07,      1.61549e-04 
  7.41410e-07,      3.02127e-04 
  7.58610e-07,      2.35493e-04 
  7.76310e-07,      6.36220e-05 
  7.94410e-07,      3.70800e-04 
  8.12910e-07,      2.15056e-04 
  8.31810e-07,      2.63278e-04 
  8.51110e-07,      7.40541e-05 
  8.71010e-07,      8.01677e-05 
  8.91310e-07,      2.49718e-04 
  9.12010e-07,      1.64902e-04 
  9.33310e-07,      3.22990e-04 
  9.55110e-07,      8.79315e-05 
  9.77310e-07,      1.39275e-04 
  1.00001e-06,      6.64818e-05 
  1.02331e-06,      2.14585e-04 
  1.04721e-06,      1.56867e-04 
  1.07161e-06,     -7.88159e-05 
  1.09651e-06,      9.18183e-05 
  1.12211e-06,      2.11642e-04 
  1.14831e-06,      9.10890e-05 
  1.17501e-06,      6.10250e-05 
  1.20231e-06,      9.63816e-05 
  1.23031e-06,      1.75760e-04 
  1.25901e-06,      9.68932e-05 
  1.28831e-06,      9.08499e-05 
  1.31831e-06,      1.22800e-04 
  1.34901e-06,      2.32315e-05 
  1.38041e-06,      7.85325e-05 
  1.41261e-06,      8.55144e-05 
  1.44551e-06,      2.47383e-04 
  1.47921e-06,      5.00814e-05 
  1.51371e-06,      1.19799e-04 
  1.54891e-06,     -2.77043e-05 
  1.58501e-06,      1.38365e-04 
  1.62191e-06,      1.13315e-04 
  1.65961e-06,      5.22265e-05 
  1.69831e-06,     -1.12456e-05 
  1.73791e-06,      1.52725e-04 
  1.77841e-06,     -1.28606e-05 
  1.81981e-06,     -2.95336e-05 
  1.86221e-06,      1.24332e-04 
