BEGIN HEADER 
     File Name: 82919_13.ns1
     Experiment Type: Luminescence        
     Digitizer: Fast
     Timebase:    2.000e-10 seconds per point 
 -9.19000e-09,      9.84098e-02 
 -8.99000e-09,      9.83727e-02 
 -8.79000e-09,      9.81208e-02 
 -8.59000e-09,      9.76618e-02 
 -8.39000e-09,      9.70739e-02 
 -8.19000e-09,      9.63747e-02 
 -7.99000e-09,      9.55856e-02 
 -7.79000e-09,      9.49216e-02 
 -7.59000e-09,      9.43532e-02 
 -7.39000e-09,      9.37302e-02 
 -7.19000e-09,      9.34450e-02 
 -6.99000e-09,      9.31735e-02 
 -6.79000e-09,      9.30466e-02 
 -6.59000e-09,      9.30524e-02 
 -6.39000e-09,      9.30563e-02 
 -6.19000e-09,      9.31423e-02 
 -5.99000e-09,      9.33649e-02 
 -5.79000e-09,      9.37790e-02 
 -5.59000e-09,      9.41755e-02 
 -5.39000e-09,      9.47790e-02 
 -5.19000e-09,      9.53024e-02 
 -4.99000e-09,      9.58610e-02 
 -4.79000e-09,      9.63298e-02 
 -4.59000e-09,      9.65915e-02 
 -4.39000e-09,      9.65720e-02 
 -4.19000e-09,      9.63141e-02 
 -3.99000e-09,      9.58962e-02 
 -3.79000e-09,      9.52438e-02 
 -3.59000e-09,      9.47458e-02 
 -3.39000e-09,      9.42263e-02 
 -3.19000e-09,      9.37223e-02 
 -2.99000e-09,      9.37341e-02 
 -2.79000e-09,      9.38845e-02 
 -2.59000e-09,      9.41501e-02 
 -2.39000e-09,      9.46872e-02 
 -2.19000e-09,      9.52888e-02 
 -1.99000e-09,      9.60680e-02 
 -1.79000e-09,      9.68766e-02 
 -1.59000e-09,      9.77360e-02 
 -1.39000e-09,      9.86013e-02 
 -1.19000e-09,      9.95739e-02 
 -9.90000e-10,      1.00529e-01 
 -7.90000e-10,      1.01435e-01 
 -5.90000e-10,      1.01994e-01 
 -3.90000e-10,      1.02463e-01 
 -1.90000e-10,      1.02697e-01 
  1.00000e-11,      1.02621e-01 
  2.10000e-10,      1.02154e-01 
  4.10000e-10,      1.01316e-01 
  6.10000e-10,      1.00361e-01 
  8.10000e-10,      9.92946e-02 
  1.01000e-09,      9.82438e-02 
  1.21000e-09,      9.74430e-02 
  1.41000e-09,      9.69040e-02 
  1.61000e-09,      9.65700e-02 
  1.81000e-09,      9.65485e-02 
  2.01000e-09,      9.67380e-02 
  2.21000e-09,      9.69743e-02 
  2.41000e-09,      9.75270e-02 
  2.61000e-09,      9.81013e-02 
  2.81000e-09,      9.86540e-02 
  3.01000e-09,      9.91188e-02 
  3.21000e-09,      9.94567e-02 
  3.41000e-09,      9.96442e-02 
  3.61000e-09,      9.96813e-02 
  3.81000e-09,      9.95895e-02 
  4.01000e-09,      9.93083e-02 
  4.21000e-09,      9.88239e-02 
  4.41000e-09,      9.81989e-02 
  4.61000e-09,      9.75583e-02 
  4.81000e-09,      9.69216e-02 
  5.01000e-09,      9.60915e-02 
  5.21000e-09,      9.52126e-02 
  5.41000e-09,      9.42829e-02 
  5.61000e-09,      9.32165e-02 
  5.81000e-09,      9.21403e-02 
  6.01000e-09,      9.11950e-02 
  6.21000e-09,      9.04138e-02 
  6.41000e-09,      8.97145e-02 
  6.61000e-09,      8.89352e-02 
  6.81000e-09,      8.83708e-02 
  7.01000e-09,      8.77477e-02 
  7.21000e-09,      8.74821e-02 
  7.41000e-09,      8.72595e-02 
  7.61000e-09,      8.69001e-02 
  7.81000e-09,      8.66345e-02 
  8.01000e-09,      8.61579e-02 
  8.21000e-09,      8.55641e-02 
  8.41000e-09,      8.49059e-02 
  8.71000e-09,      8.34919e-02 
  9.01000e-09,      8.18044e-02 
  9.21000e-09,      8.06774e-02 
  9.41000e-09,      7.94391e-02 
  9.61000e-09,      7.82263e-02 
  9.81000e-09,      7.69235e-02 
  1.00100e-08,      7.57438e-02 
  1.02100e-08,      7.45173e-02 
  1.04100e-08,      7.33903e-02 
  1.07100e-08,      7.17341e-02 
  1.10100e-08,      7.03200e-02 
  1.12100e-08,      6.96930e-02 
  1.15100e-08,      6.88444e-02 
  1.18100e-08,      6.79138e-02 
  1.20100e-08,      6.72263e-02 
  1.23100e-08,      6.60427e-02 
  1.26100e-08,      6.46891e-02 
  1.29100e-08,      6.31901e-02 
  1.32100e-08,      6.18239e-02 
  1.35100e-08,      6.07634e-02 
  1.38100e-08,      5.95544e-02 
  1.41100e-08,      5.82077e-02 
  1.45100e-08,      5.64489e-02 
  1.48100e-08,      5.52634e-02 
  1.51100e-08,      5.40456e-02 
  1.55100e-08,      5.26315e-02 
  1.59100e-08,      5.15075e-02 
  1.62100e-08,      5.07106e-02 
  1.65100e-08,      4.96598e-02 
  1.69100e-08,      4.81471e-02 
  1.73100e-08,      4.64020e-02 
  1.77100e-08,      4.47165e-02 
  1.81100e-08,      4.35993e-02 
  1.86100e-08,      4.28044e-02 
  1.91100e-08,      4.21374e-02 
  1.95100e-08,      4.11179e-02 
  1.99100e-08,      3.97507e-02 
  2.04100e-08,      3.78968e-02 
  2.09100e-08,      3.66520e-02 
  2.14100e-08,      3.53018e-02 
  2.19100e-08,      3.34518e-02 
  2.24100e-08,      3.18499e-02 
  2.29100e-08,      3.09421e-02 
  2.34100e-08,      3.05746e-02 
  2.40100e-08,      2.99059e-02 
  2.46100e-08,      2.88630e-02 
  2.51100e-08,      2.80905e-02 
  2.56100e-08,      2.70726e-02 
  2.62100e-08,      2.56182e-02 
  2.69100e-08,      2.36667e-02 
  2.76100e-08,      2.21260e-02 
  2.82100e-08,      2.15531e-02 
  2.88100e-08,      2.12113e-02 
  2.95100e-08,      2.07292e-02 
  3.02100e-08,      2.01332e-02 
  3.09100e-08,      1.95383e-02 
  3.16100e-08,      1.86136e-02 
  3.23100e-08,      1.75851e-02 
  3.31100e-08,      1.65480e-02 
  3.39100e-08,      1.54846e-02 
  3.47100e-08,      1.49054e-02 
  3.55100e-08,      1.48039e-02 
  3.63100e-08,      1.39142e-02 
  3.71100e-08,      1.31623e-02 
  3.80100e-08,      1.25309e-02 
  3.89100e-08,      1.17067e-02 
  3.98100e-08,      1.18817e-02 
  4.07100e-08,      1.16506e-02 
  4.16100e-08,      1.05794e-02 
  4.26100e-08,      9.54773e-03 
  4.36100e-08,      8.91336e-03 
  4.46100e-08,      9.52234e-03 
  4.57100e-08,      9.08823e-03 
  4.68100e-08,      7.54852e-03 
  4.79100e-08,      7.05112e-03 
  4.90100e-08,      7.15438e-03 
  5.01100e-08,      6.61264e-03 
  5.13100e-08,      6.87339e-03 
  5.25100e-08,      5.97527e-03 
  5.37100e-08,      5.62339e-03 
  5.49100e-08,      5.20770e-03 
  5.62100e-08,      5.08674e-03 
  5.76100e-08,      4.91515e-03 
  5.89100e-08,      4.17742e-03 
  6.02100e-08,      3.72737e-03 
  6.16100e-08,      3.81135e-03 
  6.31100e-08,      3.75384e-03 
  6.46100e-08,      3.61799e-03 
  6.61100e-08,      3.75384e-03 
  6.76100e-08,      2.79377e-03 
  6.91100e-08,      2.24603e-03 
  7.08100e-08,      2.68024e-03 
  7.25100e-08,      2.28875e-03 
  7.41100e-08,      2.02386e-03 
  7.58100e-08,      2.16831e-03 
  7.76100e-08,      3.03029e-03 
  7.94100e-08,      1.62447e-03 
  8.13100e-08,      1.39012e-03 
  8.32100e-08,      1.59170e-03 
  8.51100e-08,      1.19949e-03 
  8.71100e-08,      1.37098e-03 
  8.91100e-08,      1.07781e-03 
  9.12100e-08,      1.35924e-03 
  9.33100e-08,      1.45398e-03 
  9.54100e-08,      1.31911e-03 
  9.77100e-08,      1.00896e-03 
  1.00010e-07,      6.42621e-04 
  1.02310e-07,      4.93503e-04 
  1.04710e-07,      8.15443e-04 
  1.07110e-07,      9.39792e-04 
  1.09610e-07,      9.56869e-04 
  1.12210e-07,      6.99657e-04 
  1.14810e-07,      5.53774e-04 
  1.17510e-07,      2.96563e-04 
  1.20310e-07,      6.86908e-04 
  1.23110e-07,      5.52840e-04 
  1.25910e-07,      7.24157e-04 
  1.28810e-07,      6.10234e-04 
  1.31810e-07,      2.93438e-04 
  1.34910e-07,      8.91045e-04 
  1.38110e-07,      5.21660e-04 
  1.41310e-07,      9.96514e-04 
  1.44610e-07,      8.52803e-05 
  1.48010e-07,      1.10286e-03 
  1.51410e-07,      2.57155e-04 
  1.54910e-07,     -1.44084e-04 
  1.58510e-07,      9.98277e-04 
  1.62210e-07,      4.44280e-04 
  1.66010e-07,      2.82788e-04 
  1.69810e-07,      6.03306e-04 
  1.73710e-07,     -9.04492e-05 
  1.77810e-07,      1.27083e-05 
  1.82010e-07,      6.79189e-04 
  1.86210e-07,     -4.76525e-05 
  1.90510e-07,      4.37454e-04 
  1.95010e-07,      1.14582e-04 
  1.99610e-07,      2.69389e-04 
  2.04210e-07,      1.48635e-04 
  2.08910e-07,      3.72653e-04 
  2.13810e-07,     -5.99219e-05 
  2.18810e-07,      6.89688e-04 
  2.23910e-07,      2.09949e-04 
  2.29110e-07,      7.77182e-04 
  2.34410e-07,      1.06241e-04 
  2.39910e-07,      2.67196e-04 
  2.45510e-07,     -2.73772e-05 
  2.51210e-07,      2.28270e-04 
  2.57110e-07,      3.93828e-04 
  2.63110e-07,      2.82956e-04 
  2.69210e-07,      4.85638e-04 
  2.75510e-07,      1.74858e-04 
  2.81910e-07,      1.58745e-04 
  2.88410e-07,      4.89212e-04 
  2.95110e-07,      4.74242e-05 
  3.02010e-07,      3.49129e-04 
  3.09010e-07,      1.90033e-04 
  3.16210e-07,      8.72086e-05 
  3.23610e-07,      1.79903e-04 
  3.31110e-07,     -1.16164e-04 
  3.38810e-07,      9.00321e-05 
  3.46710e-07,      1.61455e-04 
  3.54810e-07,      6.83327e-05 
  3.63110e-07,      1.90396e-04 
  3.71610e-07,      1.32318e-04 
  3.80210e-07,      3.20273e-04 
  3.89010e-07,      3.92049e-04 
  3.98110e-07,      3.58808e-04 
  4.07410e-07,      8.12334e-06 
  4.16910e-07,      1.87065e-04 
  4.26610e-07,      1.91572e-04 
  4.36510e-07,      1.17148e-04 
  4.46710e-07,      2.02662e-04 
  4.57110e-07,      2.11226e-04 
  4.67710e-07,     -8.52373e-05 
  4.78610e-07,     -1.51271e-04 
  4.89810e-07,     -1.23702e-04 
  5.01210e-07,     -3.07401e-05 
  5.12810e-07,      1.71198e-04 
  5.24810e-07,      2.83595e-04 
  5.37110e-07,      6.38886e-05 
  5.49610e-07,      1.30888e-04 
  5.62410e-07,      3.16875e-04 
  5.75510e-07,      2.24563e-04 
  5.88910e-07,      1.71220e-05 
  6.02610e-07,      1.24263e-04 
  6.16610e-07,      4.67276e-05 
  6.31010e-07,      5.43482e-05 
  6.45710e-07,      1.15476e-04 
  6.60710e-07,      4.85670e-05 
  6.76110e-07,      2.67057e-05 
  6.91910e-07,      6.41895e-05 
  7.08010e-07,      3.40568e-04 
  7.24510e-07,      1.13271e-04 
  7.41410e-07,     -8.63051e-06 
  7.58610e-07,      9.76131e-05 
  7.76310e-07,      5.39193e-05 
  7.94410e-07,      5.69720e-05 
  8.12910e-07,      2.20030e-05 
  8.31810e-07,     -6.83224e-05 
  8.51110e-07,      1.60898e-05 
  8.71010e-07,      1.63750e-04 
  8.91310e-07,      1.13488e-05 
  9.12010e-07,      1.82701e-05 
  9.33310e-07,     -6.14019e-05 
  9.55110e-07,     -1.24531e-04 
  9.77310e-07,      6.53613e-05 
  1.00001e-06,      2.21732e-04 
  1.02331e-06,      5.76688e-05 
  1.04721e-06,     -2.53642e-05 
  1.07161e-06,      1.14017e-04 
  1.09651e-06,      1.15821e-04 
  1.12211e-06,      9.90565e-05 
  1.14831e-06,      5.33688e-05 
  1.17501e-06,      2.41667e-05 
  1.20231e-06,      4.07597e-05 
  1.23031e-06,      9.82653e-05 
  1.25901e-06,     -9.32112e-07 
  1.28831e-06,     -4.33340e-05 
  1.31831e-06,      8.42758e-05 
  1.34901e-06,      4.77218e-05 
  1.38041e-06,     -2.51749e-05 
  1.41261e-06,     -5.62581e-05 
  1.44551e-06,      8.07657e-05 
  1.47921e-06,      1.38188e-04 
  1.51371e-06,     -5.65490e-05 
  1.54891e-06,      3.15190e-05 
  1.58501e-06,      1.46401e-05 
  1.62191e-06,     -1.25668e-05 
  1.65961e-06,     -6.96638e-05 
  1.69831e-06,     -4.02918e-05 
  1.73791e-06,      8.98730e-05 
  1.77841e-06,     -1.18312e-05 
  1.81981e-06,      2.40692e-06 
  1.86221e-06,     -1.03325e-05 
