BEGIN HEADER 
     File Name: 82919_16.ns1
     Experiment Type: Luminescence        
     Digitizer: Fast
     Timebase:    2.000e-10 seconds per point 
     Time Range:    1.900e-06 seconds 
     Voltage Range: ±       0.100 Volts 
     Total Laser Shots: 400 
     Excitation Offset Average:      0.00100 Volts 
     Blank Offset Average:      0.00099 Volts 
     Number of Data Points: 10000 
     Excitation Wavelength:    532.0 
     Observation Wavelength:    620.0 
     Comment:  
END HEADER 
    TIME        INTENSITY 
 -9.93900e-08,      6.37500e-04 
 -9.77900e-08,      3.55824e-05 
 -9.55900e-08,     -1.14631e-04 
 -9.33900e-08,     -5.60121e-04 
 -9.11900e-08,     -4.01278e-06 
 -8.90900e-08,     -2.77344e-04 
 -8.70900e-08,      2.91992e-04 
 -8.50900e-08,      3.57617e-04 
 -8.31900e-08,     -4.02344e-05 
 -8.12900e-08,     -6.83594e-05 
 -7.93900e-08,      1.48134e-04 
 -7.75900e-08,     -2.82856e-04 
 -7.57900e-08,      7.01302e-04 
 -7.40900e-08,      7.73242e-04 
 -7.24900e-08,     -3.97656e-04 
 -7.07900e-08,     -3.55903e-06 
 -6.91900e-08,      5.88170e-05 
 -6.76900e-08,     -3.17822e-04 
 -6.60900e-08,     -5.15576e-04 
 -6.45900e-08,     -3.33761e-04 
 -6.30900e-08,     -5.07324e-05 
 -6.15900e-08,     -3.46317e-04 
 -6.01900e-08,     -3.63337e-04 
 -5.88900e-08,     -3.00000e-04 
 -5.75900e-08,      1.94699e-04 
 -5.62900e-08,      2.82357e-04 
 -5.49900e-08,     -1.25614e-04 
 -5.36900e-08,     -1.40495e-04 
 -5.24900e-08,     -1.06966e-04 
 -5.12900e-08,      3.22070e-04 
 -5.00900e-08,      9.77865e-05 
 -4.89900e-08,      3.47656e-04 
 -4.78900e-08,      4.66927e-04 
 -4.67900e-08,      6.39844e-04 
 -4.56900e-08,      5.85417e-04 
 -4.45900e-08,      4.03125e-04 
 -4.35900e-08,     -8.32031e-05 
 -4.25900e-08,     -2.44922e-04 
 -4.16900e-08,     -7.38477e-04 
 -4.07900e-08,     -5.02344e-04 
 -3.97900e-08,     -7.07031e-05 
 -3.88900e-08,      2.61719e-05 
 -3.79900e-08,      1.53906e-04 
 -3.70900e-08,      1.10156e-04 
 -3.62900e-08,      2.66602e-05 
 -3.54900e-08,     -3.23438e-04 
 -3.46900e-08,     -8.53711e-04 
 -3.38900e-08,     -1.25195e-04 
 -3.30900e-08,      1.41631e-03 
 -3.22900e-08,      1.83330e-03 
 -3.15900e-08,      5.03385e-04 
 -3.08900e-08,     -1.33809e-03 
 -3.01900e-08,     -2.24792e-03 
 -2.94900e-08,     -1.25557e-03 
 -2.87900e-08,      3.66667e-04 
 -2.81900e-08,      1.46758e-03 
 -2.75900e-08,      1.76966e-03 
 -2.69900e-08,      8.42578e-04 
 -2.63900e-08,     -6.99089e-04 
 -2.57900e-08,     -1.02396e-03 
 -2.51900e-08,     -9.23177e-05 
 -2.45900e-08,      4.63021e-04 
 -2.39900e-08,      5.05339e-04 
 -2.33900e-08,      6.45313e-04 
 -2.28900e-08,      1.03984e-03 
 -2.23900e-08,      5.78906e-04 
 -2.18900e-08,     -3.14453e-05 
 -2.13900e-08,     -1.33333e-04 
 -2.08900e-08,      4.27539e-04 
 -2.03900e-08,      1.25208e-03 
 -1.98900e-08,      1.62773e-03 
 -1.94900e-08,      1.66484e-03 
 -1.90900e-08,      1.89043e-03 
 -1.86900e-08,      2.45391e-03 
 -1.81900e-08,      3.69154e-03 
 -1.76900e-08,      5.37383e-03 
 -1.72900e-08,      7.49688e-03 
 -1.68900e-08,      1.04773e-02 
 -1.65900e-08,      1.31746e-02 
 -1.62900e-08,      1.67371e-02 
 -1.58900e-08,      2.20564e-02 
 -1.54900e-08,      2.79910e-02 
 -1.50900e-08,      3.48396e-02 
 -1.47900e-08,      4.06238e-02 
 -1.44900e-08,      4.70057e-02 
 -1.40900e-08,      5.69793e-02 
 -1.37900e-08,      6.55008e-02 
 -1.34900e-08,      7.48592e-02 
 -1.31900e-08,      8.42645e-02 
 -1.28900e-08,      9.18670e-02 
 -1.25900e-08,      9.68543e-02 
 -1.22900e-08,      9.84852e-02 
 -1.19900e-08,      9.91863e-02 
 -1.17900e-08,      9.94383e-02 
 -1.14900e-08,      9.93436e-02 
 -1.11900e-08,      9.89520e-02 
 -1.09900e-08,      9.85945e-02 
 -1.07900e-08,      9.79949e-02 
 -1.04900e-08,      9.74861e-02 
 -1.01900e-08,      9.73582e-02 
 -9.99000e-09,      9.74754e-02 
 -9.79000e-09,      9.78816e-02 
 -9.59000e-09,      9.81531e-02 
 -9.39000e-09,      9.84930e-02 
 -9.19000e-09,      9.85262e-02 
