BEGIN HEADER 
     File Name: 82919_15.ns1
     Experiment Type: Luminescence        
     Digitizer: Fast
     Timebase:    2.000e-10 seconds per point 
 -8.99000e-09,      9.82229e-02 
 -8.79000e-09,      9.80002e-02 
 -8.59000e-09,      9.76857e-02 
 -8.39000e-09,      9.72189e-02 
 -8.19000e-09,      9.66213e-02 
 -7.99000e-09,      9.59787e-02 
 -7.79000e-09,      9.53830e-02 
 -7.59000e-09,      9.48615e-02 
 -7.39000e-09,      9.44846e-02 
 -7.19000e-09,      9.41643e-02 
 -6.99000e-09,      9.39475e-02 
 -6.79000e-09,      9.37189e-02 
 -6.59000e-09,      9.35939e-02 
 -6.39000e-09,      9.34279e-02 
 -6.19000e-09,      9.34826e-02 
 -5.99000e-09,      9.36623e-02 
 -5.79000e-09,      9.40764e-02 
 -5.59000e-09,      9.44885e-02 
 -5.39000e-09,      9.49494e-02 
 -5.19000e-09,      9.54182e-02 
 -4.99000e-09,      9.59982e-02 
 -4.79000e-09,      9.63537e-02 
 -4.59000e-09,      9.65900e-02 
 -4.39000e-09,      9.65061e-02 
 -4.19000e-09,      9.62072e-02 
 -3.99000e-09,      9.56525e-02 
 -3.79000e-09,      9.51369e-02 
 -3.59000e-09,      9.45822e-02 
 -3.39000e-09,      9.41115e-02 
 -3.19000e-09,      9.37346e-02 
 -2.99000e-09,      9.36623e-02 
 -2.79000e-09,      9.36408e-02 
 -2.59000e-09,      9.39357e-02 
 -2.39000e-09,      9.42541e-02 
 -2.19000e-09,      9.48127e-02 
 -1.99000e-09,      9.54865e-02 
 -1.79000e-09,      9.61428e-02 
 -1.59000e-09,      9.69064e-02 
 -1.39000e-09,      9.77854e-02 
 -1.19000e-09,      9.86467e-02 
 -9.90000e-10,      9.95861e-02 
 -7.90000e-10,      1.00404e-01 
 -5.90000e-10,      1.01326e-01 
 -3.90000e-10,      1.01901e-01 
 -1.90000e-10,      1.02266e-01 
  1.00000e-11,      1.02129e-01 
  2.10000e-10,      1.01768e-01 
  4.10000e-10,      1.01041e-01 
  6.10000e-10,      1.00233e-01 
  8.10000e-10,      9.93127e-02 
  1.01000e-09,      9.84260e-02 
  1.21000e-09,      9.76604e-02 
  1.41000e-09,      9.71213e-02 
  1.61000e-09,      9.68986e-02 
  1.81000e-09,      9.69064e-02 
  2.01000e-09,      9.70783e-02 
  2.21000e-09,      9.74143e-02 
  2.41000e-09,      9.79221e-02 
  2.61000e-09,      9.83947e-02 
  2.81000e-09,      9.88303e-02 
  3.01000e-09,      9.93400e-02 
  3.21000e-09,      9.95373e-02 
  3.41000e-09,      9.98322e-02 
  3.61000e-09,      9.98752e-02 
  3.81000e-09,      9.98342e-02 
  4.01000e-09,      9.95627e-02 
  4.21000e-09,      9.90334e-02 
  4.41000e-09,      9.83498e-02 
  4.61000e-09,      9.76193e-02 
  4.81000e-09,      9.67678e-02 
  5.01000e-09,      9.59318e-02 
  5.21000e-09,      9.49904e-02 
  5.41000e-09,      9.40529e-02 
  5.61000e-09,      9.30490e-02 
  5.81000e-09,      9.21076e-02 
  6.01000e-09,      9.11076e-02 
  6.21000e-09,      9.02893e-02 
  6.41000e-09,      8.95529e-02 
  6.61000e-09,      8.89260e-02 
  6.81000e-09,      8.82893e-02 
  7.01000e-09,      8.78693e-02 
  7.21000e-09,      8.75178e-02 
  7.41000e-09,      8.72678e-02 
  7.61000e-09,      8.71506e-02 
  7.81000e-09,      8.70236e-02 
  8.01000e-09,      8.68498e-02 
  8.21000e-09,      8.65549e-02 
  8.41000e-09,      8.61428e-02 
  8.71000e-09,      8.50598e-02 
  9.01000e-09,      8.36408e-02 
  9.21000e-09,      8.25900e-02 
  9.41000e-09,      8.15783e-02 
  9.61000e-09,      8.06389e-02 
  9.81000e-09,      7.97033e-02 
  1.00100e-08,      7.87092e-02 
  1.02100e-08,      7.78537e-02 
  1.04100e-08,      7.71018e-02 
  1.07100e-08,      7.61174e-02 
  1.10100e-08,      7.52053e-02 
  1.12100e-08,      7.46213e-02 
  1.15100e-08,      7.39211e-02 
  1.18100e-08,      7.31115e-02 
  1.20100e-08,      7.24807e-02 
  1.23100e-08,      7.12492e-02 
  1.26100e-08,      6.99104e-02 
  1.29100e-08,      6.85158e-02 
  1.32100e-08,      6.72131e-02 
  1.35100e-08,      6.59719e-02 
  1.38100e-08,      6.48693e-02 
  1.41100e-08,      6.36369e-02 
  1.45100e-08,      6.21623e-02 
  1.48100e-08,      6.08635e-02 
  1.51100e-08,      5.96643e-02 
  1.55100e-08,      5.84924e-02 
  1.59100e-08,      5.73625e-02 
  1.62100e-08,      5.64768e-02 
  1.65100e-08,      5.53859e-02 
  1.69100e-08,      5.39914e-02 
  1.73100e-08,      5.24338e-02 
  1.77100e-08,      5.10480e-02 
  1.81100e-08,      5.03498e-02 
  1.86100e-08,      4.96363e-02 
  1.91100e-08,      4.85998e-02 
  1.95100e-08,      4.78596e-02 
  1.99100e-08,      4.69074e-02 
  2.04100e-08,      4.56610e-02 
  2.09100e-08,      4.41018e-02 
  2.14100e-08,      4.22990e-02 
  2.19100e-08,      4.07551e-02 
  2.24100e-08,      3.97326e-02 
  2.29100e-08,      3.91096e-02 
  2.34100e-08,      3.85165e-02 
  2.40100e-08,      3.74624e-02 
  2.46100e-08,      3.58986e-02 
  2.51100e-08,      3.46418e-02 
  2.56100e-08,      3.34188e-02 
  2.62100e-08,      3.22945e-02 
  2.69100e-08,      3.11091e-02 
  2.76100e-08,      3.04318e-02 
  2.82100e-08,      2.98153e-02 
  2.88100e-08,      2.93570e-02 
  2.95100e-08,      2.88039e-02 
  3.02100e-08,      2.83758e-02 
  3.09100e-08,      2.76696e-02 
  3.16100e-08,      2.65933e-02 
  3.23100e-08,      2.53752e-02 
  3.31100e-08,      2.44704e-02 
  3.39100e-08,      2.37751e-02 
  3.47100e-08,      2.28757e-02 
  3.55100e-08,      2.22116e-02 
  3.63100e-08,      2.14553e-02 
  3.71100e-08,      2.07331e-02 
  3.80100e-08,      2.04330e-02 
  3.89100e-08,      1.98957e-02 
  3.98100e-08,      2.00689e-02 
  4.07100e-08,      2.00637e-02 
  4.16100e-08,      1.90670e-02 
  4.26100e-08,      1.78916e-02 
  4.36100e-08,      1.73174e-02 
  4.46100e-08,      1.74475e-02 
  4.57100e-08,      1.69318e-02 
  4.68100e-08,      1.51854e-02 
  4.79100e-08,      1.39563e-02 
  4.90100e-08,      1.44920e-02 
  5.01100e-08,      1.44507e-02 
  5.13100e-08,      1.47281e-02 
  5.25100e-08,      1.46236e-02 
  5.37100e-08,      1.41008e-02 
  5.49100e-08,      1.29045e-02 
  5.62100e-08,      1.21157e-02 
  5.76100e-08,      1.19586e-02 
  5.89100e-08,      1.13273e-02 
  6.02100e-08,      1.11606e-02 
  6.16100e-08,      1.15401e-02 
  6.31100e-08,      1.12055e-02 
  6.46100e-08,      1.09759e-02 
  6.61100e-08,      1.05117e-02 
  6.76100e-08,      9.58055e-03 
  6.91100e-08,      9.75093e-03 
  7.08100e-08,      9.54620e-03 
  7.25100e-08,      1.01342e-02 
  7.41100e-08,      9.70088e-03 
  7.58100e-08,      8.53318e-03 
  7.76100e-08,      8.81552e-03 
  7.94100e-08,      8.18835e-03 
  8.13100e-08,      8.42969e-03 
  8.32100e-08,      9.26452e-03 
  8.51100e-08,      8.49746e-03 
  8.71100e-08,      7.92266e-03 
  8.91100e-08,      7.21816e-03 
  9.12100e-08,      7.33684e-03 
  9.33100e-08,      8.40273e-03 
  9.54100e-08,      7.28802e-03 
  9.77100e-08,      7.12015e-03 
  1.00010e-07,      7.08613e-03 
  1.02310e-07,      7.44421e-03 
  1.04710e-07,      7.40189e-03 
  1.07110e-07,      6.62536e-03 
  1.09610e-07,      6.52303e-03 
  1.12210e-07,      6.77438e-03 
  1.14810e-07,      6.84139e-03 
  1.17510e-07,      6.51205e-03 
  1.20310e-07,      6.39710e-03 
  1.23110e-07,      6.54609e-03 
  1.25910e-07,      5.98624e-03 
  1.28810e-07,      5.85163e-03 
  1.31810e-07,      5.97871e-03 
  1.34910e-07,      6.18025e-03 
  1.38110e-07,      5.49385e-03 
  1.41310e-07,      6.01716e-03 
  1.44610e-07,      5.15668e-03 
  1.48010e-07,      5.48859e-03 
  1.51410e-07,      5.19838e-03 
  1.54910e-07,      4.74998e-03 
  1.58510e-07,      5.46211e-03 
  1.62210e-07,      5.65418e-03 
  1.66010e-07,      4.85844e-03 
  1.69810e-07,      4.66251e-03 
  1.73710e-07,      4.95654e-03 
  1.77810e-07,      4.24443e-03 
  1.82010e-07,      4.86608e-03 
  1.86210e-07,      4.37036e-03 
  1.90510e-07,      4.75898e-03 
  1.95010e-07,      4.75546e-03 
  1.99610e-07,      4.24306e-03 
  2.04210e-07,      4.53561e-03 
  2.08910e-07,      4.32620e-03 
  2.13810e-07,      4.27324e-03 
  2.18810e-07,      3.83855e-03 
  2.23910e-07,      3.99238e-03 
  2.29110e-07,      3.82892e-03 
  2.34410e-07,      4.10972e-03 
  2.39910e-07,      3.81409e-03 
  2.45510e-07,      3.59967e-03 
  2.51210e-07,      3.78145e-03 
  2.57110e-07,      3.55996e-03 
  2.63110e-07,      3.42454e-03 
  2.69210e-07,      3.69904e-03 
  2.75510e-07,      2.91499e-03 
  2.81910e-07,      3.23292e-03 
  2.88410e-07,      3.36212e-03 
  2.95110e-07,      3.07918e-03 
  3.02010e-07,      3.14646e-03 
  3.09010e-07,      3.15790e-03 
  3.16210e-07,      3.03092e-03 
  3.23610e-07,      2.87947e-03 
  3.31110e-07,      3.14935e-03 
  3.38810e-07,      2.57186e-03 
  3.46710e-07,      2.91812e-03 
  3.54810e-07,      2.70037e-03 
  3.63110e-07,      2.42733e-03 
  3.71610e-07,      2.42729e-03 
  3.80210e-07,      2.36825e-03 
  3.89010e-07,      2.48396e-03 
  3.98110e-07,      2.59785e-03 
  4.07410e-07,      2.30829e-03 
  4.16910e-07,      2.43432e-03 
  4.26610e-07,      2.29994e-03 
  4.36510e-07,      2.15324e-03 
  4.46710e-07,      2.04857e-03 
  4.57110e-07,      2.15235e-03 
  4.67710e-07,      2.07991e-03 
  4.78610e-07,      1.98340e-03 
  4.89810e-07,      1.85614e-03 
  5.01210e-07,      1.71370e-03 
  5.12810e-07,      1.78264e-03 
  5.24810e-07,      1.82064e-03 
  5.37110e-07,      1.77883e-03 
  5.49610e-07,      1.60790e-03 
  5.62410e-07,      1.45548e-03 
  5.75510e-07,      1.96010e-03 
  5.88910e-07,      1.56117e-03 
  6.02610e-07,      1.41021e-03 
  6.16610e-07,      1.72626e-03 
  6.31010e-07,      1.56141e-03 
  6.45710e-07,      1.51252e-03 
  6.60710e-07,      1.43330e-03 
  6.76110e-07,      1.53130e-03 
  6.91910e-07,      1.31487e-03 
  7.08010e-07,      1.23826e-03 
  7.24510e-07,      1.08848e-03 
  7.41410e-07,      1.35946e-03 
  7.58610e-07,      1.22530e-03 
  7.76310e-07,      1.17784e-03 
  7.94410e-07,      1.12872e-03 
  8.12910e-07,      1.13241e-03 
  8.31810e-07,      1.08492e-03 
  8.51110e-07,      9.23625e-04 
  8.71010e-07,      1.19827e-03 
  8.91310e-07,      8.67134e-04 
  9.12010e-07,      8.23093e-04 
  9.33310e-07,      8.76280e-04 
  9.55110e-07,      8.42081e-04 
  9.77310e-07,      7.64948e-04 
  1.00001e-06,      7.97597e-04 
  1.02331e-06,      8.67284e-04 
  1.04721e-06,      8.88819e-04 
  1.07161e-06,      6.23020e-04 
  1.09651e-06,      7.22836e-04 
  1.12211e-06,      7.78245e-04 
  1.14831e-06,      6.91809e-04 
  1.17501e-06,      6.17484e-04 
  1.20231e-06,      6.47826e-04 
  1.23031e-06,      7.41489e-04 
  1.25901e-06,      5.71747e-04 
  1.28831e-06,      6.56934e-04 
  1.31831e-06,      4.57072e-04 
  1.34901e-06,      3.85515e-04 
  1.38041e-06,      5.49048e-04 
  1.41261e-06,      6.45493e-04 
  1.44551e-06,      5.50235e-04 
  1.47921e-06,      4.36428e-04 
  1.51371e-06,      5.33432e-04 
  1.54891e-06,      3.41191e-04 
  1.58501e-06,      3.89305e-04 
  1.62191e-06,      3.81034e-04 
  1.65961e-06,      3.68733e-04 
  1.69831e-06,      4.43973e-04 
  1.73791e-06,      2.99668e-04 
  1.77841e-06,      3.04883e-04 
  1.81981e-06,      2.12348e-04 
  1.86221e-06,      3.30083e-04 
