BEGIN HEADER 
     File Name: 82919_24.ns1
     Experiment Type: Luminescence        
     Digitizer: Fast
     Timebase:    2.000e-10 seconds per point 
     Time Range:    1.900e-06 seconds 
     Voltage Range: ±       0.100 Volts 
     Total Laser Shots: 400 
     Excitation Offset Average:      0.00097 Volts 
     Blank Offset Average:      0.00099 Volts 
     Number of Data Points: 10000 
     Excitation Wavelength:    532.0 
     Observation Wavelength:    620.0 
     Comment:  
END HEADER 
    TIME        INTENSITY 
 -9.93900e-08,      2.69668e-04 
 -9.77900e-08,     -2.65453e-04 
 -9.55900e-08,      2.10044e-04 
 -9.33900e-08,     -5.13500e-04 
 -9.11900e-08,     -1.01390e-04 
 -8.90900e-08,      3.63418e-04 
 -8.70900e-08,     -9.32227e-05 
 -8.50900e-08,      1.10488e-04 
 -8.31900e-08,     -2.15618e-04 
 -8.12900e-08,      3.25137e-04 
 -7.93900e-08,      1.46144e-04 
 -7.75900e-08,     -4.25471e-04 
 -7.57900e-08,      2.87203e-04 
 -7.40900e-08,      2.01943e-04 
 -7.24900e-08,     -3.31992e-04 
 -7.07900e-08,     -5.46565e-04 
 -6.91900e-08,     -2.28546e-04 
 -6.76900e-08,     -1.97363e-05 
 -6.60900e-08,      7.32813e-05 
 -6.45900e-08,     -3.27319e-04 
 -6.30900e-08,      3.01553e-04 
 -6.15900e-08,      2.37134e-04 
 -6.01900e-08,     -1.80276e-04 
 -5.88900e-08,     -2.93092e-04 
 -5.75900e-08,      3.19445e-04 
 -5.62900e-08,      5.19082e-04 
 -5.49900e-08,      2.21509e-04 
 -5.36900e-08,     -1.76556e-04 
 -5.24900e-08,     -2.53379e-04 
 -5.12900e-08,      3.61204e-04 
 -5.00900e-08,      2.50527e-04 
 -4.89900e-08,     -1.95176e-04 
 -4.78900e-08,      7.11654e-05 
 -4.67900e-08,     -2.72070e-05 
 -4.56900e-08,      7.50716e-05 
 -4.45900e-08,     -3.17832e-04 
 -4.35900e-08,     -6.82676e-04 
 -4.25900e-08,     -1.62754e-04 
 -4.16900e-08,      2.03652e-04 
 -4.07900e-08,      3.33340e-04 
 -3.97900e-08,     -4.90820e-05 
 -3.88900e-08,     -4.43945e-05 
 -3.79900e-08,     -6.70508e-05 
 -3.70900e-08,     -1.96738e-04 
 -3.62900e-08,      3.66602e-05 
 -3.54900e-08,     -6.92969e-05 
 -3.46900e-08,     -4.84375e-06 
 -3.38900e-08,      9.23242e-05 
 -3.30900e-08,      5.81582e-04 
 -3.22900e-08,      8.63320e-04 
 -3.15900e-08,     -5.94525e-04 
 -3.08900e-08,     -1.94186e-03 
 -3.01900e-08,     -1.20520e-03 
 -2.94900e-08,      6.87539e-04 
 -2.87900e-08,      1.45561e-03 
 -2.81900e-08,      1.66915e-03 
 -2.75900e-08,      1.39245e-03 
 -2.69900e-08,      2.77220e-04 
 -2.63900e-08,     -5.90618e-04 
 -2.57900e-08,     -2.53379e-04 
 -2.51900e-08,      4.42585e-04 
 -2.45900e-08,      2.79824e-04 
 -2.39900e-08,     -2.65749e-04 
 -2.33900e-08,     -1.23698e-07 
 -2.28900e-08,      3.61855e-04 
 -2.23900e-08,      3.30605e-04 
 -2.18900e-08,      1.01113e-04 
 -2.13900e-08,      7.26439e-04 
 -2.08900e-08,      1.53861e-03 
 -2.03900e-08,      2.14180e-03 
 -1.98900e-08,      2.23393e-03 
 -1.94900e-08,      1.98783e-03 
 -1.90900e-08,      2.31010e-03 
 -1.86900e-08,      3.15678e-03 
 -1.81900e-08,      4.88920e-03 
 -1.76900e-08,      7.37357e-03 
 -1.72900e-08,      1.01997e-02 
 -1.68900e-08,      1.42515e-02 
 -1.65900e-08,      1.79419e-02 
 -1.62900e-08,      2.23921e-02 
 -1.58900e-08,      2.88677e-02 
 -1.54900e-08,      3.59859e-02 
 -1.50900e-08,      4.40181e-02 
 -1.47900e-08,      5.07134e-02 
 -1.44900e-08,      5.83042e-02 
 -1.40900e-08,      6.97310e-02 
 -1.37900e-08,      7.88736e-02 
 -1.34900e-08,      8.69810e-02 
 -1.31900e-08,      9.31392e-02 
 -1.28900e-08,      9.58912e-02 
 -1.25900e-08,      9.73540e-02 
 -1.22900e-08,      9.82085e-02 
 -1.19900e-08,      9.88970e-02 
 -1.17900e-08,      9.91744e-02 
 -1.14900e-08,      9.90611e-02 
 -1.11900e-08,      9.85669e-02 
 -1.09900e-08,      9.80904e-02 
 -1.07900e-08,      9.74986e-02 
 -1.04900e-08,      9.68404e-02 
 -1.01900e-08,      9.66255e-02 
 -9.99000e-09,      9.67564e-02 
 -9.79000e-09,      9.71548e-02 
 -9.59000e-09,      9.75591e-02 
 -9.39000e-09,      9.78716e-02 
 -9.19000e-09,      9.80044e-02 
