BEGIN HEADER 
     File Name: 82919_18.ns1
     Experiment Type: Luminescence        
     Digitizer: Fast
     Timebase:    2.000e-10 seconds per point 
     Time Range:    1.900e-06 seconds 
     Voltage Range: ±       0.100 Volts 
     Total Laser Shots: 400 
     Excitation Offset Average:      0.00099 Volts 
     Blank Offset Average:      0.00100 Volts 
     Number of Data Points: 10000 
     Excitation Wavelength:    532.0 
     Observation Wavelength:    620.0 
     Comment:  
END HEADER 
    TIME        INTENSITY 
 -9.93900e-08,      7.54609e-04 
 -9.77900e-08,      4.76591e-04 
 -9.55900e-08,     -2.62756e-04 
 -9.33900e-08,     -5.40987e-04 
 -9.11900e-08,     -2.36122e-04 
 -8.90900e-08,     -7.27344e-05 
 -8.70900e-08,      4.75313e-04 
 -8.50900e-08,      4.90742e-04 
 -8.31900e-08,     -3.62188e-04 
 -8.12900e-08,     -3.34844e-04 
 -7.93900e-08,      3.75877e-04 
 -7.75900e-08,      7.67804e-04 
 -7.57900e-08,      6.84036e-04 
 -7.40900e-08,     -7.97168e-05 
 -7.24900e-08,     -3.98564e-04 
 -7.07900e-08,     -7.23516e-04 
 -6.91900e-08,     -6.42042e-04 
 -6.76900e-08,      2.37666e-04 
 -6.60900e-08,      1.98115e-04 
 -6.45900e-08,     -3.28984e-04 
 -6.30900e-08,     -1.06287e-03 
 -6.15900e-08,     -1.24667e-03 
 -6.01900e-08,     -5.49967e-04 
 -5.88900e-08,      2.50768e-04 
 -5.75900e-08,      7.45234e-04 
 -5.62900e-08,     -4.76563e-06 
 -5.49900e-08,     -2.69554e-04 
 -5.36900e-08,     -6.20000e-04 
 -5.24900e-08,     -4.83932e-04 
 -5.12900e-08,     -1.09583e-04 
 -5.00900e-08,     -3.73581e-04 
 -4.89900e-08,     -2.31250e-05 
 -4.78900e-08,      8.25313e-04 
 -4.67900e-08,      6.64766e-04 
 -4.56900e-08,      1.58320e-04 
 -4.45900e-08,      1.94453e-04 
 -4.35900e-08,     -2.67266e-04 
 -4.25900e-08,     -4.07109e-04 
 -4.16900e-08,     -5.97539e-04 
 -4.07900e-08,     -7.30938e-04 
 -3.97900e-08,     -1.02813e-04 
 -3.88900e-08,      4.57637e-04 
 -3.79900e-08,      1.90625e-05 
 -3.70900e-08,      1.42773e-05 
 -3.62900e-08,     -7.01953e-05 
 -3.54900e-08,     -7.82598e-04 
 -3.46900e-08,     -1.27820e-03 
 -3.38900e-08,     -1.28301e-04 
 -3.30900e-08,      2.18762e-03 
 -3.22900e-08,      2.29846e-03 
 -3.15900e-08,     -5.11927e-04 
 -3.08900e-08,     -3.75379e-03 
 -3.01900e-08,     -4.00932e-03 
 -2.94900e-08,     -1.92762e-03 
 -2.87900e-08,      1.04276e-03 
 -2.81900e-08,      2.91125e-03 
 -2.75900e-08,      2.95943e-03 
 -2.69900e-08,      7.02266e-04 
 -2.63900e-08,     -1.45073e-03 
 -2.57900e-08,     -1.49760e-03 
 -2.51900e-08,     -4.59844e-04 
 -2.45900e-08,      1.43021e-04 
 -2.39900e-08,     -1.72734e-04 
 -2.33900e-08,      2.84375e-05 
 -2.28900e-08,      4.25898e-04 
 -2.23900e-08,     -1.31068e-04 
 -2.18900e-08,     -7.81133e-04 
 -2.13900e-08,     -6.74036e-04 
 -2.08900e-08,      5.36250e-04 
 -2.03900e-08,      1.64107e-03 
 -1.98900e-08,      2.13293e-03 
 -1.94900e-08,      2.19836e-03 
 -1.90900e-08,      1.88195e-03 
 -1.86900e-08,      2.07922e-03 
 -1.81900e-08,      2.97896e-03 
 -1.76900e-08,      4.23938e-03 
 -1.72900e-08,      6.43664e-03 
 -1.68900e-08,      1.00079e-02 
 -1.65900e-08,      1.31769e-02 
 -1.62900e-08,      1.70275e-02 
 -1.58900e-08,      2.24611e-02 
 -1.54900e-08,      2.75079e-02 
 -1.50900e-08,      3.26896e-02 
 -1.47900e-08,      3.73214e-02 
 -1.44900e-08,      4.33751e-02 
 -1.40900e-08,      5.26818e-02 
 -1.37900e-08,      6.07530e-02 
 -1.34900e-08,      6.99288e-02 
 -1.31900e-08,      7.91710e-02 
 -1.28900e-08,      8.77052e-02 
 -1.25900e-08,      9.43898e-02 
 -1.22900e-08,      9.76827e-02 
 -1.19900e-08,      9.93253e-02 
 -1.17900e-08,      9.96984e-02 
 -1.14900e-08,      9.96876e-02 
 -1.11900e-08,      9.92433e-02 
 -1.09900e-08,      9.86671e-02 
 -1.07900e-08,      9.79796e-02 
 -1.04900e-08,      9.73439e-02 
 -1.01900e-08,      9.71066e-02 
 -9.99000e-09,      9.72491e-02 
 -9.79000e-09,      9.75167e-02 
 -9.59000e-09,      9.78722e-02 
 -9.39000e-09,      9.80538e-02 
