BEGIN HEADER 
     File Name: 82919_19.ns1
     Experiment Type: Luminescence        
     Digitizer: Fast
     Timebase:    2.000e-10 seconds per point 
 -8.99000e-09,      9.87086e-02 
 -8.79000e-09,      9.84840e-02 
 -8.59000e-09,      9.82418e-02 
 -8.39000e-09,      9.77223e-02 
 -8.19000e-09,      9.71656e-02 
 -7.99000e-09,      9.64273e-02 
 -7.79000e-09,      9.57828e-02 
 -7.59000e-09,      9.51402e-02 
 -7.39000e-09,      9.46559e-02 
 -7.19000e-09,      9.43668e-02 
 -6.99000e-09,      9.40563e-02 
 -6.79000e-09,      9.38219e-02 
 -6.59000e-09,      9.35816e-02 
 -6.39000e-09,      9.34293e-02 
 -6.19000e-09,      9.33023e-02 
 -5.99000e-09,      9.34762e-02 
 -5.79000e-09,      9.37789e-02 
 -5.59000e-09,      9.42203e-02 
 -5.39000e-09,      9.46656e-02 
 -5.19000e-09,      9.51559e-02 
 -4.99000e-09,      9.57105e-02 
 -4.79000e-09,      9.61793e-02 
 -4.59000e-09,      9.65621e-02 
 -4.39000e-09,      9.65523e-02 
 -4.19000e-09,      9.63219e-02 
 -3.99000e-09,      9.59391e-02 
 -3.79000e-09,      9.54156e-02 
 -3.59000e-09,      9.47672e-02 
 -3.39000e-09,      9.44176e-02 
 -3.19000e-09,      9.40602e-02 
 -2.99000e-09,      9.39117e-02 
 -2.79000e-09,      9.39586e-02 
 -2.59000e-09,      9.40777e-02 
 -2.39000e-09,      9.45699e-02 
 -2.19000e-09,      9.52320e-02 
 -1.99000e-09,      9.59391e-02 
 -1.79000e-09,      9.67262e-02 
 -1.59000e-09,      9.74684e-02 
 -1.39000e-09,      9.82184e-02 
 -1.19000e-09,      9.90367e-02 
 -9.90000e-10,      9.99059e-02 
 -7.90000e-10,      1.00677e-01 
 -5.90000e-10,      1.01472e-01 
 -3.90000e-10,      1.01943e-01 
 -1.90000e-10,      1.02240e-01 
  1.00000e-11,      1.02277e-01 
  2.10000e-10,      1.01916e-01 
  4.10000e-10,      1.01296e-01 
  6.10000e-10,      1.00603e-01 
  8.10000e-10,      9.97398e-02 
  1.01000e-09,      9.88785e-02 
  1.21000e-09,      9.80563e-02 
  1.41000e-09,      9.73258e-02 
  1.61000e-09,      9.68648e-02 
  1.81000e-09,      9.67301e-02 
  2.01000e-09,      9.67242e-02 
  2.21000e-09,      9.70738e-02 
  2.41000e-09,      9.74234e-02 
  2.61000e-09,      9.79996e-02 
  2.81000e-09,      9.85445e-02 
  3.01000e-09,      9.91422e-02 
  3.21000e-09,      9.96871e-02 
  3.41000e-09,      9.99098e-02 
  3.61000e-09,      1.00070e-01 
  3.81000e-09,      9.98316e-02 
  4.01000e-09,      9.95504e-02 
  4.21000e-09,      9.90992e-02 
  4.41000e-09,      9.83844e-02 
  4.61000e-09,      9.72340e-02 
  4.81000e-09,      9.60309e-02 
  5.01000e-09,      9.43629e-02 
  5.21000e-09,      9.27555e-02 
  5.41000e-09,      9.09156e-02 
  5.61000e-09,      8.92574e-02 
  5.81000e-09,      8.76832e-02 
  6.01000e-09,      8.59625e-02 
  6.21000e-09,      8.43492e-02 
  6.41000e-09,      8.27203e-02 
  6.61000e-09,      8.13570e-02 
  6.81000e-09,      7.97340e-02 
  7.01000e-09,      7.84371e-02 
  7.21000e-09,      7.74742e-02 
  7.41000e-09,      7.66012e-02 
  7.61000e-09,      7.57008e-02 
  7.81000e-09,      7.45934e-02 
  8.01000e-09,      7.36656e-02 
  8.21000e-09,      7.26305e-02 
  8.41000e-09,      7.18063e-02 
  8.71000e-09,      7.04664e-02 
  9.01000e-09,      6.90523e-02 
  9.21000e-09,      6.80855e-02 
  9.41000e-09,      6.73023e-02 
  9.61000e-09,      6.65563e-02 
  9.81000e-09,      6.57438e-02 
  1.00100e-08,      6.48902e-02 
  1.02100e-08,      6.39957e-02 
  1.04100e-08,      6.31695e-02 
  1.07100e-08,      6.16803e-02 
  1.10100e-08,      6.03590e-02 
  1.12100e-08,      5.95504e-02 
  1.15100e-08,      5.84996e-02 
  1.18100e-08,      5.76324e-02 
  1.20100e-08,      5.70543e-02 
  1.23100e-08,      5.62838e-02 
  1.26100e-08,      5.56070e-02 
  1.29100e-08,      5.46715e-02 
  1.32100e-08,      5.39156e-02 
  1.35100e-08,      5.31500e-02 
  1.38100e-08,      5.23375e-02 
  1.41100e-08,      5.15348e-02 
  1.45100e-08,      5.05182e-02 
  1.48100e-08,      4.94703e-02 
  1.51100e-08,      4.81539e-02 
  1.55100e-08,      4.62633e-02 
  1.59100e-08,      4.45211e-02 
  1.62100e-08,      4.33707e-02 
  1.65100e-08,      4.24508e-02 
  1.69100e-08,      4.12926e-02 
  1.73100e-08,      4.04156e-02 
  1.77100e-08,      3.97408e-02 
  1.81100e-08,      3.95514e-02 
  1.86100e-08,      3.89475e-02 
  1.91100e-08,      3.80406e-02 
  1.95100e-08,      3.68404e-02 
  1.99100e-08,      3.53570e-02 
  2.04100e-08,      3.36949e-02 
  2.09100e-08,      3.23072e-02 
  2.14100e-08,      3.09905e-02 
  2.19100e-08,      2.99205e-02 
  2.24100e-08,      2.89052e-02 
  2.29100e-08,      2.85191e-02 
  2.34100e-08,      2.86174e-02 
  2.40100e-08,      2.81949e-02 
  2.46100e-08,      2.75719e-02 
  2.51100e-08,      2.66080e-02 
  2.56100e-08,      2.57757e-02 
  2.62100e-08,      2.43460e-02 
  2.69100e-08,      2.26129e-02 
  2.76100e-08,      2.13212e-02 
  2.82100e-08,      2.07574e-02 
  2.88100e-08,      2.06272e-02 
  2.95100e-08,      2.03478e-02 
  3.02100e-08,      2.00875e-02 
  3.09100e-08,      1.92965e-02 
  3.16100e-08,      1.83427e-02 
  3.23100e-08,      1.74430e-02 
  3.31100e-08,      1.66773e-02 
  3.39100e-08,      1.56642e-02 
  3.47100e-08,      1.52286e-02 
  3.55100e-08,      1.51354e-02 
  3.63100e-08,      1.50616e-02 
  3.71100e-08,      1.46070e-02 
  3.80100e-08,      1.37164e-02 
  3.89100e-08,      1.29181e-02 
  3.98100e-08,      1.23176e-02 
  4.07100e-08,      1.24371e-02 
  4.16100e-08,      1.21875e-02 
  4.26100e-08,      1.12754e-02 
  4.36100e-08,      1.04367e-02 
  4.46100e-08,      1.03637e-02 
  4.57100e-08,      1.03206e-02 
  4.68100e-08,      9.16094e-03 
  4.79100e-08,      8.34661e-03 
  4.90100e-08,      8.58320e-03 
  5.01100e-08,      8.77793e-03 
  5.13100e-08,      8.27467e-03 
  5.25100e-08,      7.98366e-03 
  5.37100e-08,      7.75840e-03 
  5.49100e-08,      7.15814e-03 
  5.62100e-08,      6.70329e-03 
  5.76100e-08,      6.44911e-03 
  5.89100e-08,      5.94525e-03 
  6.02100e-08,      5.89051e-03 
  6.16100e-08,      5.76105e-03 
  6.31100e-08,      5.10630e-03 
  6.46100e-08,      4.99738e-03 
  6.61100e-08,      5.72251e-03 
  6.76100e-08,      5.52667e-03 
  6.91100e-08,      4.69321e-03 
  7.08100e-08,      5.02001e-03 
  7.25100e-08,      4.85728e-03 
  7.41100e-08,      3.83335e-03 
  7.58100e-08,      4.18559e-03 
  7.76100e-08,      4.74679e-03 
  7.94100e-08,      3.67778e-03 
  8.13100e-08,      3.31465e-03 
  8.32100e-08,      3.92973e-03 
  8.51100e-08,      3.60176e-03 
  8.71100e-08,      3.84961e-03 
  8.91100e-08,      3.19727e-03 
  9.12100e-08,      3.39059e-03 
  9.33100e-08,      3.43965e-03 
  9.54100e-08,      3.41225e-03 
  9.77100e-08,      3.28688e-03 
  1.00010e-07,      3.04080e-03 
  1.02310e-07,      2.64495e-03 
  1.04710e-07,      3.07578e-03 
  1.07110e-07,      2.47096e-03 
  1.09610e-07,      2.93245e-03 
  1.12210e-07,      2.38963e-03 
  1.14810e-07,      2.65195e-03 
  1.17510e-07,      2.69534e-03 
  1.20310e-07,      2.56629e-03 
  1.23110e-07,      2.17079e-03 
  1.25910e-07,      2.83220e-03 
  1.28810e-07,      3.20807e-03 
  1.31810e-07,      1.92266e-03 
  1.34910e-07,      2.46494e-03 
  1.38110e-07,      2.37827e-03 
  1.41310e-07,      2.50510e-03 
  1.44610e-07,      1.72456e-03 
  1.48010e-07,      2.99283e-03 
  1.51410e-07,      1.72008e-03 
  1.54910e-07,      1.76100e-03 
  1.58510e-07,      1.95360e-03 
  1.62210e-07,      1.82033e-03 
  1.66010e-07,      1.82373e-03 
  1.69810e-07,      2.13910e-03 
  1.73710e-07,      1.86016e-03 
  1.77810e-07,      1.48956e-03 
  1.82010e-07,      1.78160e-03 
  1.86210e-07,      1.63084e-03 
  1.90510e-07,      1.66598e-03 
  1.95010e-07,      1.61399e-03 
  1.99610e-07,      1.62945e-03 
  2.04210e-07,      1.67429e-03 
  2.08910e-07,      1.83490e-03 
  2.13810e-07,      1.47555e-03 
  2.18810e-07,      1.70602e-03 
  2.23910e-07,      1.48684e-03 
  2.29110e-07,      1.61477e-03 
  2.34410e-07,      1.41534e-03 
  2.39910e-07,      1.35668e-03 
  2.45510e-07,      1.06595e-03 
  2.51210e-07,      1.58124e-03 
  2.57110e-07,      1.45299e-03 
  2.63110e-07,      1.35651e-03 
  2.69210e-07,      1.04856e-03 
  2.75510e-07,      1.38785e-03 
  2.81910e-07,      1.23929e-03 
  2.88410e-07,      1.33898e-03 
  2.95110e-07,      8.70703e-04 
  3.02010e-07,      1.20686e-03 
  3.09010e-07,      1.02662e-03 
  3.16210e-07,      8.99050e-04 
  3.23610e-07,      9.37690e-04 
  3.31110e-07,      9.57823e-04 
  3.38810e-07,      8.99399e-04 
  3.46710e-07,      9.28027e-04 
  3.54810e-07,      1.11108e-03 
  3.63110e-07,      1.01463e-03 
  3.71610e-07,      6.58676e-04 
  3.80210e-07,      6.47684e-04 
  3.89010e-07,      8.27517e-04 
  3.98110e-07,      5.75357e-04 
  4.07410e-07,      8.65966e-04 
  4.16910e-07,      7.11523e-04 
  4.26610e-07,      7.82334e-04 
  4.36510e-07,      8.53438e-04 
  4.46710e-07,      8.32242e-04 
  4.57110e-07,      7.61854e-04 
  4.67710e-07,      5.78530e-04 
  4.78610e-07,      8.92827e-04 
  4.89810e-07,      6.66447e-04 
  5.01210e-07,      7.71162e-04 
  5.12810e-07,      9.20491e-04 
  5.24810e-07,      8.29816e-04 
  5.37110e-07,      4.83512e-04 
  5.49610e-07,      4.40799e-04 
  5.62410e-07,      4.68299e-04 
  5.75510e-07,      6.79800e-04 
  5.88910e-07,      4.08617e-04 
  6.02610e-07,      6.38196e-04 
  6.16610e-07,      5.36444e-04 
  6.31010e-07,      4.98914e-04 
  6.45710e-07,      7.03526e-04 
  6.60710e-07,      7.03711e-04 
  6.76110e-07,      4.63702e-04 
  6.91910e-07,      3.58789e-04 
  7.08010e-07,      4.60836e-04 
  7.24510e-07,      6.58115e-04 
  7.41410e-07,      3.96783e-04 
  7.58610e-07,      3.07417e-04 
  7.76310e-07,      5.19379e-04 
  7.94410e-07,      3.17089e-04 
  8.12910e-07,      3.64657e-04 
  8.31810e-07,      5.48355e-04 
  8.51110e-07,      1.81290e-04 
  8.71010e-07,      2.66298e-04 
  8.91310e-07,      4.15031e-04 
  9.12010e-07,      2.60621e-04 
  9.33310e-07,      3.23683e-04 
  9.55110e-07,      4.77415e-04 
  9.77310e-07,      2.89195e-04 
  1.00001e-06,      3.85190e-04 
  1.02331e-06,      1.65261e-04 
  1.04721e-06,      2.25833e-04 
  1.07161e-06,      3.50664e-04 
  1.09651e-06,      2.92780e-04 
  1.12211e-06,      3.16496e-04 
  1.14831e-06,      2.76687e-04 
  1.17501e-06,      2.02951e-04 
  1.20231e-06,      2.67952e-04 
  1.23031e-06,      1.22037e-04 
  1.25901e-06,      2.44033e-04 
  1.28831e-06,      1.45144e-04 
  1.31831e-06,      2.04289e-04 
  1.34901e-06,      1.55859e-04 
  1.38041e-06,      1.83363e-04 
  1.41261e-06,      1.31619e-04 
  1.44551e-06,      2.44421e-04 
  1.47921e-06,      1.72695e-04 
  1.51371e-06,      2.32458e-04 
  1.54891e-06,      2.49697e-04 
  1.58501e-06,      7.71901e-05 
  1.62191e-06,      1.55009e-04 
  1.65961e-06,      2.02724e-04 
  1.69831e-06,      1.37424e-04 
  1.73791e-06,      9.31543e-05 
  1.77841e-06,      1.86633e-04 
  1.81981e-06,      1.15124e-04 
  1.86221e-06,      2.16797e-04 
