BEGIN HEADER 
     File Name: 82919_39.ns1
     Experiment Type: Luminescence        
     Digitizer: Fast
     Timebase:    2.000e-10 seconds per point 
     Time Range:    1.900e-06 seconds 
     Voltage Range: ±       0.100 Volts 
     Total Laser Shots: 400 
     Excitation Offset Average:      0.00099 Volts 
     Blank Offset Average:      0.00101 Volts 
     Number of Data Points: 10000 
     Excitation Wavelength:    532.0 
     Observation Wavelength:    620.0 
     Comment:  
END HEADER 
    TIME        INTENSITY 
 -9.93900e-08,      1.23047e-06 
 -9.77900e-08,     -3.29096e-04 
 -9.55900e-08,     -3.02681e-05 
 -9.33900e-08,     -1.85630e-04 
 -9.11900e-08,      4.58191e-04 
 -8.90900e-08,      2.22129e-04 
 -8.70900e-08,     -1.86465e-04 
 -8.50900e-08,     -2.70898e-05 
 -8.31900e-08,     -1.97467e-04 
 -8.12900e-08,      1.39316e-04 
 -7.93900e-08,      4.27750e-04 
 -7.75900e-08,      9.61523e-05 
 -7.57900e-08,     -1.25202e-04 
 -7.40900e-08,      2.54355e-04 
 -7.24900e-08,     -5.20059e-04 
 -7.07900e-08,     -4.27365e-05 
 -6.91900e-08,      7.02458e-04 
 -6.76900e-08,     -1.75088e-04 
 -6.60900e-08,     -2.86904e-04 
 -6.45900e-08,      1.04939e-05 
 -6.30900e-08,      1.26426e-04 
 -6.15900e-08,      4.63449e-06 
 -6.01900e-08,      6.24891e-04 
 -5.88900e-08,      6.24473e-04 
 -5.75900e-08,     -1.02229e-04 
 -5.62900e-08,      2.35801e-04 
 -5.49900e-08,      4.37112e-04 
 -5.36900e-08,     -6.46549e-05 
 -5.24900e-08,      3.39779e-05 
 -5.12900e-08,      5.32350e-04 
 -5.00900e-08,      5.26491e-04 
 -4.89900e-08,      3.51621e-04 
 -4.78900e-08,      1.18288e-04 
 -4.67900e-08,     -3.49941e-04 
 -4.56900e-08,     -5.92975e-04 
 -4.45900e-08,     -2.08535e-04 
 -4.35900e-08,      2.11777e-04 
 -4.25900e-08,      5.98496e-04 
 -4.16900e-08,      6.71836e-04 
 -4.07900e-08,      7.85996e-04 
 -3.97900e-08,      5.07871e-04 
 -3.88900e-08,     -9.76953e-05 
 -3.79900e-08,      4.57617e-05 
 -3.70900e-08,      3.18809e-04 
 -3.62900e-08,      4.15488e-04 
 -3.54900e-08,      4.50645e-04 
 -3.46900e-08,      1.49863e-04 
 -3.38900e-08,     -3.11563e-04 
 -3.30900e-08,     -7.84219e-04 
 -3.22900e-08,     -1.30814e-03 
 -3.15900e-08,     -1.05098e-03 
 -3.08900e-08,     -7.85156e-06 
 -3.01900e-08,      8.40293e-04 
 -2.94900e-08,      1.49508e-03 
 -2.87900e-08,      1.29863e-03 
 -2.81900e-08,      3.96934e-04 
 -2.75900e-08,     -5.08665e-04 
 -2.69900e-08,     -6.81191e-04 
 -2.63900e-08,     -4.37051e-04 
 -2.57900e-08,      2.93418e-04 
 -2.51900e-08,      8.52012e-04 
 -2.45900e-08,      9.74408e-04 
 -2.39900e-08,      5.71413e-04 
 -2.33900e-08,     -3.04889e-04 
 -2.28900e-08,     -6.25527e-04 
 -2.23900e-08,     -5.26895e-04 
 -2.18900e-08,      5.70898e-05 
 -2.13900e-08,      4.24928e-04 
 -2.08900e-08,      5.95176e-04 
 -2.03900e-08,      8.71543e-04 
 -1.98900e-08,      9.90684e-04 
 -1.94900e-08,      1.13619e-03 
 -1.90900e-08,      1.13912e-03 
 -1.86900e-08,      1.41451e-03 
 -1.81900e-08,      2.75891e-03 
 -1.76900e-08,      5.08736e-03 
 -1.72900e-08,      7.13424e-03 
 -1.68900e-08,      9.66256e-03 
 -1.65900e-08,      1.15942e-02 
 -1.62900e-08,      1.36655e-02 
 -1.58900e-08,      1.69936e-02 
 -1.54900e-08,      2.11508e-02 
 -1.50900e-08,      2.61001e-02 
 -1.47900e-08,      3.02973e-02 
 -1.44900e-08,      3.49194e-02 
 -1.40900e-08,      4.20044e-02 
 -1.37900e-08,      4.78227e-02 
 -1.34900e-08,      5.46284e-02 
 -1.31900e-08,      6.19340e-02 
 -1.28900e-08,      6.99409e-02 
 -1.25900e-08,      7.82290e-02 
 -1.22900e-08,      8.64497e-02 
 -1.19900e-08,      9.37485e-02 
 -1.17900e-08,      9.67973e-02 
 -1.14900e-08,      9.86713e-02 
 -1.11900e-08,      9.89106e-02 
 -1.09900e-08,      9.85044e-02 
 -1.07900e-08,      9.81079e-02 
 -1.04900e-08,      9.77124e-02 
 -1.01900e-08,      9.76762e-02 
 -9.99000e-09,      9.79419e-02 
 -9.79000e-09,      9.81352e-02 
 -9.59000e-09,      9.84262e-02 
 -9.39000e-09,      9.84770e-02 
 -9.19000e-09,      9.85122e-02 
