BEGIN HEADER 
     File Name: 82919_23.ns1
     Experiment Type: Luminescence        
     Digitizer: Fast
     Timebase:    2.000e-10 seconds per point 
     Time Range:    1.900e-06 seconds 
     Voltage Range: ±       0.100 Volts 
     Total Laser Shots: 400 
     Excitation Offset Average:      0.00098 Volts 
     Blank Offset Average:      0.00099 Volts 
     Number of Data Points: 10000 
     Excitation Wavelength:    532.0 
     Observation Wavelength:    620.0 
     Comment:  
END HEADER 
    TIME        INTENSITY 
 -9.93900e-08,     -3.10469e-04 
 -9.77900e-08,     -6.99141e-04 
 -9.55900e-08,      4.92614e-05 
 -9.33900e-08,     -2.42820e-04 
 -9.11900e-08,      2.46705e-04 
 -8.90900e-08,      3.42852e-04 
 -8.70900e-08,      4.71484e-05 
 -8.50900e-08,      1.37578e-04 
 -8.31900e-08,      5.14618e-04 
 -8.12900e-08,     -1.05977e-04 
 -7.93900e-08,     -4.73880e-04 
 -7.75900e-08,     -4.23316e-04 
 -7.57900e-08,      1.11623e-04 
 -7.40900e-08,      4.98828e-05 
 -7.24900e-08,     -6.19063e-04 
 -7.07900e-08,     -3.99661e-04 
 -6.91900e-08,      5.78482e-04 
 -6.76900e-08,     -4.79414e-04 
 -6.60900e-08,     -4.89941e-05 
 -6.45900e-08,      4.21395e-04 
 -6.30900e-08,     -5.64619e-04 
 -6.15900e-08,     -4.70067e-04 
 -6.01900e-08,     -3.91384e-04 
 -5.88900e-08,     -1.56497e-04 
 -5.75900e-08,     -4.12589e-04 
 -5.62900e-08,     -5.19453e-04 
 -5.49900e-08,     -2.15603e-04 
 -5.36900e-08,     -2.46016e-04 
 -5.24900e-08,     -1.80260e-04 
 -5.12900e-08,     -4.25703e-04 
 -5.00900e-08,     -8.74870e-05 
 -4.89900e-08,     -9.48438e-05 
 -4.78900e-08,     -3.61250e-04 
 -4.67900e-08,     -2.42891e-04 
 -4.56900e-08,     -2.61641e-04 
 -4.45900e-08,     -5.17891e-04 
 -4.35900e-08,     -9.91719e-04 
 -4.25900e-08,     -6.46406e-04 
 -4.16900e-08,     -2.62617e-04 
 -4.07900e-08,      1.08672e-04 
 -3.97900e-08,      6.76563e-05 
 -3.88900e-08,     -1.69844e-04 
 -3.79900e-08,     -3.12031e-04 
 -3.70900e-08,      2.79375e-04 
 -3.62900e-08,      4.58574e-04 
 -3.54900e-08,      3.02813e-04 
 -3.46900e-08,      1.59746e-04 
 -3.38900e-08,      4.45117e-05 
 -3.30900e-08,      4.99102e-04 
 -3.22900e-08,      4.23418e-04 
 -3.15900e-08,     -5.03177e-04 
 -3.08900e-08,     -1.05070e-03 
 -3.01900e-08,     -9.62161e-04 
 -2.94900e-08,     -3.92988e-04 
 -2.87900e-08,      4.10938e-05 
 -2.81900e-08,      3.77682e-04 
 -2.75900e-08,      5.16354e-04 
 -2.69900e-08,      2.75469e-04 
 -2.63900e-08,     -2.22578e-04 
 -2.57900e-08,     -4.42630e-04 
 -2.51900e-08,     -3.26094e-04 
 -2.45900e-08,     -4.03568e-04 
 -2.39900e-08,     -3.07865e-04 
 -2.33900e-08,     -1.73099e-04 
 -2.28900e-08,      2.75469e-04 
 -2.23900e-08,      4.18698e-04 
 -2.18900e-08,      8.25273e-04 
 -2.13900e-08,      8.56198e-04 
 -2.08900e-08,      1.05965e-03 
 -2.03900e-08,      1.55542e-03 
 -1.98900e-08,      1.69539e-03 
 -1.94900e-08,      1.83211e-03 
 -1.90900e-08,      2.35555e-03 
 -1.86900e-08,      3.26668e-03 
 -1.81900e-08,      5.17781e-03 
 -1.76900e-08,      8.27840e-03 
 -1.72900e-08,      1.15011e-02 
 -1.68900e-08,      1.60206e-02 
 -1.65900e-08,      2.00274e-02 
 -1.62900e-08,      2.43253e-02 
 -1.58900e-08,      3.09454e-02 
 -1.54900e-08,      3.84337e-02 
 -1.50900e-08,      4.73526e-02 
 -1.47900e-08,      5.49903e-02 
 -1.44900e-08,      6.33555e-02 
 -1.40900e-08,      7.58985e-02 
 -1.37900e-08,      8.52970e-02 
 -1.34900e-08,      9.17755e-02 
 -1.31900e-08,      9.55880e-02 
 -1.28900e-08,      9.69425e-02 
 -1.25900e-08,      9.79005e-02 
 -1.22900e-08,      9.86514e-02 
 -1.19900e-08,      9.91798e-02 
 -1.17900e-08,      9.95157e-02 
 -1.14900e-08,      9.94845e-02 
 -1.11900e-08,      9.90606e-02 
 -1.09900e-08,      9.86973e-02 
 -1.07900e-08,      9.81876e-02 
 -1.04900e-08,      9.76358e-02 
 -1.01900e-08,      9.74473e-02 
 -9.99000e-09,      9.74571e-02 
 -9.79000e-09,      9.77501e-02 
 -9.59000e-09,      9.79180e-02 
 -9.39000e-09,      9.81524e-02 
