BEGIN HEADER 
     File Name: 82919_20.ns1
     Experiment Type: Luminescence        
     Digitizer: Fast
     Timebase:    2.000e-10 seconds per point 
     Time Range:    1.900e-06 seconds 
     Voltage Range: ±       0.100 Volts 
     Total Laser Shots: 400 
     Excitation Offset Average:      0.00098 Volts 
     Blank Offset Average:      0.00098 Volts 
     Number of Data Points: 10000 
     Excitation Wavelength:    532.0 
     Observation Wavelength:    620.0 
     Comment:  
END HEADER 
    TIME        INTENSITY 
 -9.93900e-08,     -2.18438e-04 
 -9.77900e-08,      5.63139e-05 
 -9.55900e-08,     -1.47344e-04 
 -9.33900e-08,      3.11108e-04 
 -9.11900e-08,     -4.14744e-04 
 -8.90900e-08,     -1.82891e-04 
 -8.70900e-08,      4.26875e-04 
 -8.50900e-08,      4.03438e-04 
 -8.31900e-08,     -1.43438e-04 
 -8.12900e-08,     -1.83867e-04 
 -7.93900e-08,     -2.51649e-05 
 -7.75900e-08,      2.51745e-04 
 -7.57900e-08,      7.35035e-04 
 -7.40900e-08,      9.63086e-05 
 -7.24900e-08,     -1.78838e-04 
 -7.07900e-08,     -4.81328e-04 
 -6.91900e-08,     -1.56272e-04 
 -6.76900e-08,      4.97188e-04 
 -6.60900e-08,      4.81807e-04 
 -6.45900e-08,      5.55804e-06 
 -6.30900e-08,      3.20996e-05 
 -6.15900e-08,     -3.10848e-04 
 -6.01900e-08,     -3.37076e-04 
 -5.88900e-08,      4.53646e-05 
 -5.75900e-08,      5.24252e-04 
 -5.62900e-08,      4.93281e-04 
 -5.49900e-08,     -1.77757e-04 
 -5.36900e-08,     -2.78529e-04 
 -5.24900e-08,     -3.45260e-04 
 -5.12900e-08,     -4.36406e-04 
 -5.00900e-08,     -4.73841e-04 
 -4.89900e-08,     -3.25469e-04 
 -4.78900e-08,     -1.35299e-04 
 -4.67900e-08,      2.08516e-04 
 -4.56900e-08,      2.18216e-04 
 -4.45900e-08,      2.80000e-04 
 -4.35900e-08,     -1.69609e-04 
 -4.25900e-08,     -6.56719e-04 
 -4.16900e-08,     -4.53984e-04 
 -4.07900e-08,     -6.21953e-04 
 -3.97900e-08,     -4.34453e-04 
 -3.88900e-08,     -2.00566e-04 
 -3.79900e-08,      3.64766e-04 
 -3.70900e-08,      5.42109e-04 
 -3.62900e-08,      1.36348e-04 
 -3.54900e-08,     -3.19707e-04 
 -3.46900e-08,     -7.57207e-04 
 -3.38900e-08,      1.86641e-04 
 -3.30900e-08,      1.57727e-03 
 -3.22900e-08,      7.98945e-04 
 -3.15900e-08,     -1.50021e-03 
 -3.08900e-08,     -2.43152e-03 
 -3.01900e-08,     -1.65451e-03 
 -2.94900e-08,     -2.34746e-04 
 -2.87900e-08,      9.61380e-04 
 -2.81900e-08,      1.31229e-03 
 -2.75900e-08,      6.85990e-04 
 -2.69900e-08,     -5.51641e-04 
 -2.63900e-08,     -8.64792e-04 
 -2.57900e-08,     -3.73177e-05 
 -2.51900e-08,      9.44453e-04 
 -2.45900e-08,      6.39766e-04 
 -2.39900e-08,      1.78177e-04 
 -2.33900e-08,      6.68490e-05 
 -2.28900e-08,     -7.50781e-05 
 -2.23900e-08,     -3.38750e-04 
 -2.18900e-08,     -2.70391e-04 
 -2.13900e-08,      2.56953e-04 
 -2.08900e-08,      9.08320e-04 
 -2.03900e-08,      1.20292e-03 
 -1.98900e-08,      1.38293e-03 
 -1.94900e-08,      1.45031e-03 
 -1.90900e-08,      1.52258e-03 
 -1.86900e-08,      1.91027e-03 
 -1.81900e-08,      3.19576e-03 
 -1.76900e-08,      5.15539e-03 
 -1.72900e-08,      7.67980e-03 
 -1.68900e-08,      1.11124e-02 
 -1.65900e-08,      1.41124e-02 
 -1.62900e-08,      1.70782e-02 
 -1.58900e-08,      2.11232e-02 
 -1.54900e-08,      2.55529e-02 
 -1.50900e-08,      3.09845e-02 
 -1.47900e-08,      3.59464e-02 
 -1.44900e-08,      4.17921e-02 
 -1.40900e-08,      5.11075e-02 
 -1.37900e-08,      5.88820e-02 
 -1.34900e-08,      6.71105e-02 
 -1.31900e-08,      7.59405e-02 
 -1.28900e-08,      8.50206e-02 
 -1.25900e-08,      9.29718e-02 
 -1.22900e-08,      9.77599e-02 
 -1.19900e-08,      9.98370e-02 
 -1.17900e-08,      1.00036e-01 
 -1.14900e-08,      9.96769e-02 
 -1.11900e-08,      9.88917e-02 
 -1.09900e-08,      9.84054e-02 
 -1.07900e-08,      9.79562e-02 
 -1.04900e-08,      9.76739e-02 
 -1.01900e-08,      9.79386e-02 
 -9.99000e-09,      9.82667e-02 
 -9.79000e-09,      9.84757e-02 
 -9.59000e-09,      9.88195e-02 
 -9.39000e-09,      9.88976e-02 
