BEGIN HEADER 
     File Name: 82919_17.ns1
     Experiment Type: Luminescence        
     Digitizer: Fast
     Timebase:    2.000e-10 seconds per point 
     Time Range:    1.900e-06 seconds 
     Voltage Range: ±       0.100 Volts 
     Total Laser Shots: 400 
     Excitation Offset Average:      0.00100 Volts 
     Blank Offset Average:      0.00097 Volts 
     Number of Data Points: 10000 
     Excitation Wavelength:    532.0 
     Observation Wavelength:    620.0 
     Comment:  
END HEADER 
    TIME        INTENSITY 
 -9.93900e-08,      3.37012e-04 
 -9.77900e-08,      4.38299e-05 
 -9.55900e-08,     -2.96191e-04 
 -9.33900e-08,      3.52450e-06 
 -9.11900e-08,      1.79483e-04 
 -8.90900e-08,      1.38965e-04 
 -8.70900e-08,      2.51660e-04 
 -8.50900e-08,      7.49023e-05 
 -8.31900e-08,     -8.22157e-05 
 -8.12900e-08,     -4.87793e-04 
 -7.93900e-08,     -1.52962e-04 
 -7.75900e-08,     -1.72493e-04 
 -7.57900e-08,      5.36274e-04 
 -7.40900e-08,      6.92578e-04 
 -7.24900e-08,      3.58838e-04 
 -7.07900e-08,     -3.41547e-04 
 -6.91900e-08,     -7.54883e-05 
 -6.76900e-08,      1.75244e-04 
 -6.60900e-08,     -8.69629e-05 
 -6.45900e-08,      3.30497e-05 
 -6.30900e-08,      5.10938e-04 
 -6.15900e-08,     -3.27999e-04 
 -6.01900e-08,      9.61077e-05 
 -5.88900e-08,      2.05436e-04 
 -5.75900e-08,      3.11509e-04 
 -5.62900e-08,     -6.94954e-04 
 -5.49900e-08,     -4.54116e-04 
 -5.36900e-08,     -2.40853e-04 
 -5.24900e-08,      3.25521e-08 
 -5.12900e-08,     -2.36296e-04 
 -5.00900e-08,     -5.81022e-04 
 -4.89900e-08,      1.74121e-04 
 -4.78900e-08,      4.89290e-04 
 -4.67900e-08,      4.56152e-04 
 -4.56900e-08,      3.85449e-04 
 -4.45900e-08,     -3.67676e-04 
 -4.35900e-08,     -7.43848e-04 
 -4.25900e-08,     -1.91895e-04 
 -4.16900e-08,      1.37891e-04 
 -4.07900e-08,      3.67090e-04 
 -3.97900e-08,      4.26465e-04 
 -3.88900e-08,      2.22852e-04 
 -3.79900e-08,      3.24902e-04 
 -3.70900e-08,      8.49805e-04 
 -3.62900e-08,      6.99902e-04 
 -3.54900e-08,      2.00391e-04 
 -3.46900e-08,     -3.24023e-04 
 -3.38900e-08,     -1.37500e-04 
 -3.30900e-08,      1.15156e-03 
 -3.22900e-08,      9.60156e-04 
 -3.15900e-08,     -1.24215e-03 
 -3.08900e-08,     -2.90508e-03 
 -3.01900e-08,     -1.88994e-03 
 -2.94900e-08,      7.40430e-04 
 -2.87900e-08,      2.39847e-03 
 -2.81900e-08,      2.63610e-03 
 -2.75900e-08,      1.67842e-03 
 -2.69900e-08,     -3.49577e-04 
 -2.63900e-08,     -1.74671e-03 
 -2.57900e-08,     -1.27080e-03 
 -2.51900e-08,      2.99805e-05 
 -2.45900e-08,      2.08366e-04 
 -2.39900e-08,     -6.18164e-05 
 -2.33900e-08,      3.77930e-05 
 -2.28900e-08,      1.29590e-04 
 -2.23900e-08,     -1.54264e-04 
 -2.18900e-08,     -6.27246e-04 
 -2.13900e-08,      2.99805e-05 
 -2.08900e-08,      1.15107e-03 
 -2.03900e-08,      1.96618e-03 
 -1.98900e-08,      2.04951e-03 
 -1.94900e-08,      1.82686e-03 
 -1.90900e-08,      1.67451e-03 
 -1.86900e-08,      2.11885e-03 
 -1.81900e-08,      3.39261e-03 
 -1.76900e-08,      5.32100e-03 
 -1.72900e-08,      7.72822e-03 
 -1.68900e-08,      1.08513e-02 
 -1.65900e-08,      1.37780e-02 
 -1.62900e-08,      1.72009e-02 
 -1.58900e-08,      2.18405e-02 
 -1.54900e-08,      2.67917e-02 
 -1.50900e-08,      3.24255e-02 
 -1.47900e-08,      3.74655e-02 
 -1.44900e-08,      4.32331e-02 
 -1.40900e-08,      5.25593e-02 
 -1.37900e-08,      6.06355e-02 
 -1.34900e-08,      6.96179e-02 
 -1.31900e-08,      7.88679e-02 
 -1.28900e-08,      8.76989e-02 
 -1.25900e-08,      9.43522e-02 
 -1.22900e-08,      9.75417e-02 
 -1.19900e-08,      9.89851e-02 
 -1.17900e-08,      9.93249e-02 
 -1.14900e-08,      9.93024e-02 
 -1.11900e-08,      9.87526e-02 
 -1.09900e-08,      9.82214e-02 
 -1.07900e-08,      9.76042e-02 
 -1.04900e-08,      9.68230e-02 
 -1.01900e-08,      9.65124e-02 
 -9.99000e-09,      9.65808e-02 
 -9.79000e-09,      9.68249e-02 
 -9.59000e-09,      9.72409e-02 
 -9.39000e-09,      9.76667e-02 
 -9.19000e-09,      9.80788e-02 
