BEGIN HEADER 
     File Name: 82919_25.ns1
     Experiment Type: Luminescence        
     Digitizer: Fast
     Timebase:    2.000e-10 seconds per point 
     Time Range:    1.900e-06 seconds 
     Voltage Range: ±       0.100 Volts 
     Total Laser Shots: 400 
     Excitation Offset Average:      0.00099 Volts 
     Blank Offset Average:      0.00098 Volts 
     Number of Data Points: 10000 
     Excitation Wavelength:    532.0 
     Observation Wavelength:    620.0 
     Comment:  
END HEADER 
    TIME        INTENSITY 
 -9.93900e-08,      5.17871e-04 
 -9.77900e-08,      2.22275e-04 
 -9.55900e-08,      4.56472e-04 
 -9.33900e-08,     -9.56880e-04 
 -9.11900e-08,     -4.34331e-04 
 -8.90900e-08,      2.56543e-04 
 -8.70900e-08,      4.82520e-04 
 -8.50900e-08,     -2.12402e-04 
 -8.31900e-08,      9.74718e-05 
 -8.12900e-08,     -8.19336e-05 
 -7.93900e-08,     -1.27572e-04 
 -7.75900e-08,      2.25510e-04 
 -7.57900e-08,      5.41048e-04 
 -7.40900e-08,      4.83838e-04 
 -7.24900e-08,     -3.17676e-04 
 -7.07900e-08,     -4.28570e-04 
 -6.91900e-08,      2.62402e-04 
 -6.76900e-08,     -4.64355e-05 
 -6.60900e-08,      1.78418e-04 
 -6.45900e-08,     -1.38825e-04 
 -6.30900e-08,     -1.95850e-04 
 -6.15900e-08,     -4.17564e-04 
 -6.01900e-08,      1.20661e-04 
 -5.88900e-08,      1.43587e-04 
 -5.75900e-08,     -2.24205e-04 
 -5.62900e-08,      1.50749e-04 
 -5.49900e-08,      9.13644e-05 
 -5.36900e-08,     -3.44694e-04 
 -5.24900e-08,     -7.37272e-04 
 -5.12900e-08,     -6.81283e-04 
 -5.00900e-08,     -5.32520e-04 
 -4.89900e-08,     -4.28223e-04 
 -4.78900e-08,     -9.07878e-05 
 -4.67900e-08,     -6.18164e-05 
 -4.56900e-08,      8.82161e-06 
 -4.45900e-08,     -6.49414e-05 
 -4.35900e-08,     -7.97852e-05 
 -4.25900e-08,     -5.90820e-05 
 -4.16900e-08,     -1.25293e-04 
 -4.07900e-08,     -1.80566e-04 
 -3.97900e-08,     -4.31348e-04 
 -3.88900e-08,      5.43945e-05 
 -3.79900e-08,      1.55273e-05 
 -3.70900e-08,      2.85840e-04 
 -3.62900e-08,      3.24414e-04 
 -3.54900e-08,      7.19727e-05 
 -3.46900e-08,     -1.95605e-04 
 -3.38900e-08,     -9.94141e-05 
 -3.30900e-08,      3.32715e-04 
 -3.22900e-08,      4.10352e-04 
 -3.15900e-08,     -5.15592e-04 
 -3.08900e-08,     -9.80762e-04 
 -3.01900e-08,     -6.27572e-04 
 -2.94900e-08,     -5.40332e-04 
 -2.87900e-08,     -4.09473e-04 
 -2.81900e-08,      2.66960e-04 
 -2.75900e-08,      7.89095e-04 
 -2.69900e-08,      3.84440e-05 
 -2.63900e-08,     -4.03613e-04 
 -2.57900e-08,      1.08105e-04 
 -2.51900e-08,      2.71517e-04 
 -2.45900e-08,     -1.86816e-04 
 -2.39900e-08,     -7.89681e-04 
 -2.33900e-08,     -4.84342e-04 
 -2.28900e-08,      1.14941e-04 
 -2.23900e-08,      2.11621e-04 
 -2.18900e-08,      4.53809e-04 
 -2.13900e-08,      5.62533e-04 
 -2.08900e-08,      9.05957e-04 
 -2.03900e-08,      1.18493e-03 
 -1.98900e-08,      1.23506e-03 
 -1.94900e-08,      1.50850e-03 
 -1.90900e-08,      2.03291e-03 
 -1.86900e-08,      2.81025e-03 
 -1.81900e-08,      4.46553e-03 
 -1.76900e-08,      6.73506e-03 
 -1.72900e-08,      9.30830e-03 
 -1.68900e-08,      1.27673e-02 
 -1.65900e-08,      1.59206e-02 
 -1.62900e-08,      1.93464e-02 
 -1.58900e-08,      2.46247e-02 
 -1.54900e-08,      3.06159e-02 
 -1.50900e-08,      3.78356e-02 
 -1.47900e-08,      4.40749e-02 
 -1.44900e-08,      5.12897e-02 
 -1.40900e-08,      6.21452e-02 
 -1.37900e-08,      7.08034e-02 
 -1.34900e-08,      7.98503e-02 
 -1.31900e-08,      8.83835e-02 
 -1.28900e-08,      9.46257e-02 
 -1.25900e-08,      9.80300e-02 
 -1.22900e-08,      9.91677e-02 
 -1.19900e-08,      9.97800e-02 
 -1.17900e-08,      9.99519e-02 
 -1.14900e-08,      9.96384e-02 
 -1.11900e-08,      9.90339e-02 
 -1.09900e-08,      9.84948e-02 
 -1.07900e-08,      9.78815e-02 
 -1.04900e-08,      9.74509e-02 
 -1.01900e-08,      9.74519e-02 
 -9.99000e-09,      9.77565e-02 
 -9.79000e-09,      9.80515e-02 
 -9.59000e-09,      9.83991e-02 
 -9.39000e-09,      9.85358e-02 
 -9.19000e-09,      9.85065e-02 
