Feb. 3, 2006   03:10:51
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_23_19_psoralen_nonequil_3\data\control\3\75um_control_transfer_3_gc_6.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.000, -7.2590005e-8, -9.7725739e-8, 3.3333334e-1
-0.001, -5.7931160e-8, -8.5012083e-8, 6.6666669e-1
-0.002, -4.9032788e-8, -7.5517235e-8, 1.0000000e+0
-0.003, -4.2937053e-8, -6.8007125e-8, 1.3333334e+0
-0.004, -3.8232606e-8, -6.2180582e-8, 1.6666667e+0
-0.005, -3.4239424e-8, -5.7326364e-8, 2.0000000e+0
-0.006, -3.1060793e-8, -5.3341168e-8, 2.3333333e+0
-0.007, -2.8365037e-8, -4.9879436e-8, 2.6666665e+0
-0.008, -2.6002631e-8, -4.6986617e-8, 2.9999998e+0
-0.009, -2.3954556e-8, -4.4426102e-8, 3.3333330e+0
-0.010, -2.2188301e-8, -4.2233840e-8, 3.6666663e+0
-0.011, -2.0694682e-8, -4.0261654e-8, 3.9999995e+0
-0.012, -1.9216799e-8, -3.8517687e-8, 4.3333330e+0
-0.013, -1.8050374e-8, -3.6931326e-8, 4.6666665e+0
-0.014, -1.6930917e-8, -3.5525495e-8, 5.0000000e+0
-0.015, -1.5679019e-8, -3.4235253e-8, 5.3333335e+0
-0.016, -1.4900897e-8, -3.3076656e-8, 5.6666670e+0
-0.017, -1.3973794e-8, -3.1966703e-8, 6.0000005e+0
-0.018, -1.3105245e-8, -3.0980971e-8, 6.3333340e+0
-0.019, -1.2326803e-8, -3.0041008e-8, 6.6666675e+0
-0.020, -1.1649330e-8, -2.9200740e-8, 7.0000010e+0
-0.021, -1.0865455e-8, -2.8336183e-8, 7.3333344e+0
-0.022, -1.0348464e-8, -2.7489280e-8, 7.6666679e+0
-0.023, -9.7304227e-9, -2.6805738e-8, 8.0000010e+0
-0.024, -9.1512842e-9, -2.6153270e-8, 8.3333340e+0
-0.025, -8.7425311e-9, -2.5528518e-8, 8.6666670e+0
-0.026, -8.1725782e-9, -2.4994671e-8, 9.0000000e+0
-0.027, -7.7019982e-9, -2.4420725e-8, 9.3333330e+0
-0.028, -7.2453172e-9, -2.3917632e-8, 9.6666660e+0
-0.029, -6.8270589e-9, -2.3405754e-8, 9.9999990e+0
-0.030, -6.4605641e-9, -2.2970321e-8, 1.0333332e+1
-0.031, -5.9915011e-9, -2.2504853e-8, 1.0666665e+1
-0.032, -5.5026277e-9, -2.2081402e-8, 1.0999998e+1
-0.033, -5.3398299e-9, -2.1638781e-8, 1.1333331e+1
-0.034, -5.0092814e-9, -2.1236819e-8, 1.1666664e+1
-0.035, -4.8231583e-9, -2.0873518e-8, 1.1999997e+1
-0.036, -4.4322195e-9, -2.0555271e-8, 1.2333330e+1
-0.037, -4.0671622e-9, -2.0161218e-8, 1.2666663e+1
-0.038, -3.8538790e-9, -1.9822441e-8, 1.2999996e+1
-0.039, -3.5462566e-9, -1.9518014e-8, 1.3333329e+1
-0.040, -3.3130831e-9, -1.9182592e-8, 1.3666662e+1
-0.041, -3.0041825e-9, -1.8866983e-8, 1.3999995e+1
-0.042, -2.8079143e-9, -1.8639399e-8, 1.4333328e+1
-0.043, -2.5670723e-9, -1.8293834e-8, 1.4666661e+1
-0.044, -2.2699143e-9, -1.8040131e-8, 1.4999994e+1
-0.045, -1.9602147e-9, -1.7719966e-8, 1.5333327e+1
-0.046, -1.8058840e-9, -1.7467622e-8, 1.5666660e+1
-0.047, -1.4286050e-9, -1.7214317e-8, 1.5999993e+1
-0.048, -1.3493627e-9, -1.6980506e-8, 1.6333326e+1
-0.049, -1.2196356e-9, -1.6730239e-8, 1.6666660e+1
-0.050, -8.9332081e-10, -1.6481328e-8, 1.6999994e+1
-0.051, -8.3189206e-10, -1.6273397e-8, 1.7333328e+1
