Feb. 3, 2006   02:56:42
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_23_19_psoralen_nonequil_3\data\control\3\75um_control_transfer_3_gc_1.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.000, -1.0065013e-7, -1.2389172e-7, 3.3333334e-1
-0.001, -8.3355445e-8, -1.0856587e-7, 6.6666669e-1
-0.002, -7.2480489e-8, -9.7012077e-8, 1.0000000e+0
-0.003, -6.4744548e-8, -8.7862801e-8, 1.3333334e+0
-0.004, -5.8677490e-8, -8.0582744e-8, 1.6666667e+0
-0.005, -5.3551911e-8, -7.4670098e-8, 2.0000000e+0
-0.006, -4.9435073e-8, -6.9668097e-8, 2.3333333e+0
-0.007, -4.5871491e-8, -6.5518023e-8, 2.6666665e+0
-0.008, -4.2721933e-8, -6.1898284e-8, 2.9999998e+0
-0.009, -4.0103828e-8, -5.8816468e-8, 3.3333330e+0
-0.010, -3.7694207e-8, -5.6061602e-8, 3.6666663e+0
-0.011, -3.5535656e-8, -5.3660852e-8, 3.9999995e+0
-0.012, -3.3593263e-8, -5.1479777e-8, 4.3333330e+0
-0.013, -3.1858725e-8, -4.9554320e-8, 4.6666665e+0
-0.014, -3.0272442e-8, -4.7756593e-8, 5.0000000e+0
-0.015, -2.8631444e-8, -4.6221352e-8, 5.3333335e+0
-0.016, -2.7440652e-8, -4.4703530e-8, 5.6666670e+0
-0.017, -2.6221343e-8, -4.3413525e-8, 6.0000005e+0
-0.018, -2.4939730e-8, -4.2138304e-8, 6.3333340e+0
-0.019, -2.4008953e-8, -4.1024997e-8, 6.6666675e+0
-0.020, -2.2956838e-8, -3.9930068e-8, 7.0000010e+0
-0.021, -2.1936994e-8, -3.8954955e-8, 7.3333344e+0
-0.022, -2.1197295e-8, -3.8054534e-8, 7.6666679e+0
-0.023, -2.0371722e-8, -3.7199804e-8, 8.0000010e+0
-0.024, -1.9407157e-8, -3.6332455e-8, 8.3333340e+0
-0.025, -1.8829613e-8, -3.5609052e-8, 8.6666670e+0
-0.026, -1.8002124e-8, -3.4894192e-8, 9.0000000e+0
-0.027, -1.7714394e-8, -3.4342296e-8, 9.3333330e+0
-0.028, -1.7012397e-8, -3.3614416e-8, 9.6666660e+0
-0.029, -1.6501396e-8, -3.3039271e-8, 9.9999990e+0
-0.030, -1.5824881e-8, -3.2440003e-8, 1.0333332e+1
-0.031, -1.5282808e-8, -3.1938029e-8, 1.0666665e+1
-0.032, -1.4829083e-8, -3.1410572e-8, 1.0999998e+1
-0.033, -1.4325272e-8, -3.0947660e-8, 1.1333331e+1
-0.034, -1.3793023e-8, -3.0455674e-8, 1.1666664e+1
-0.035, -1.3430122e-8, -3.0025593e-8, 1.1999997e+1
-0.036, -1.3036387e-8, -2.9533682e-8, 1.2333330e+1
-0.037, -1.2563651e-8, -2.9124370e-8, 1.2666663e+1
-0.038, -1.2182697e-8, -2.8784955e-8, 1.2999996e+1
-0.039, -1.1753175e-8, -2.8297121e-8, 1.3333329e+1
-0.040, -1.1340189e-8, -2.7916888e-8, 1.3666662e+1
-0.041, -1.1124031e-8, -2.7518759e-8, 1.3999995e+1
-0.042, -1.0770156e-8, -2.7152185e-8, 1.4333328e+1
-0.043, -1.0466049e-8, -2.6899677e-8, 1.4666661e+1
-0.044, -1.0127912e-8, -2.6540295e-8, 1.4999994e+1
-0.045, -9.7288249e-9, -2.6256394e-8, 1.5333327e+1
-0.046, -9.5711394e-9, -2.6001972e-8, 1.5666660e+1
-0.047, -9.1830765e-9, -2.5673502e-8, 1.5999993e+1
-0.048, -8.9347250e-9, -2.5456625e-8, 1.6333326e+1
-0.049, -8.6823011e-9, -2.5123919e-8, 1.6666660e+1
-0.050, -8.3213969e-9, -2.4894261e-8, 1.6999994e+1
-0.051, -8.1557241e-9, -2.4636243e-8, 1.7333328e+1
-0.052, -8.0986080e-9, -2.4420645e-8, 1.7666662e+1
-0.053, -7.7063111e-9, -2.4202089e-8, 1.7999996e+1
-0.054, -7.3880653e-9, -2.4055188e-8, 1.8333330e+1
-0.055, -7.3863076e-9, -2.3743812e-8, 1.8666664e+1
-0.056, -7.1027295e-9, -2.3581890e-8, 1.8999998e+1
-0.057, -6.8407187e-9, -2.3333062e-8, 1.9333332e+1
-0.058, -6.6409358e-9, -2.3124253e-8, 1.9666666e+1
-0.059, -6.4552919e-9, -2.2997160e-8, 2.0000000e+1
-0.060, -6.2163670e-9, -2.2703198e-8, 2.0333334e+1
-0.061, -5.9408567e-9, -2.2591605e-8, 2.0666668e+1
-0.062, -5.8400462e-9, -2.2325120e-8, 2.1000002e+1
-0.063, -5.6401834e-9, -2.2160485e-8, 2.1333336e+1
-0.064, -5.3483773e-9, -2.1988420e-8, 2.1666670e+1
-0.065, -5.2895848e-9, -2.1733440e-8, 2.2000004e+1
-0.066, -4.9195750e-9, -2.1595007e-8, 2.2333338e+1
-0.067, -4.8459246e-9, -2.1376211e-8, 2.2666672e+1
-0.068, -4.7261026e-9, -2.1194081e-8, 2.3000006e+1
-0.069, -4.4487547e-9, -2.1082089e-8, 2.3333340e+1
-0.070, -4.4259889e-9, -2.0845880e-8, 2.3666674e+1
-0.071, -4.1798747e-9, -2.0705048e-8, 2.4000008e+1
-0.072, -4.0124437e-9, -2.0582910e-8, 2.4333342e+1
-0.073, -3.8516426e-9, -2.0346782e-8, 2.4666676e+1
-0.074, -3.7086552e-9, -2.0206350e-8, 2.5000010e+1
-0.075, -3.5891530e-9, -2.0097552e-8, 2.5333344e+1
-0.076, -3.4332246e-9, -1.9890260e-8, 2.5666677e+1
-0.077, -3.3161187e-9, -1.9728022e-8, 2.6000011e+1
-0.078, -3.1606697e-9, -1.9625693e-8, 2.6333345e+1
-0.079, -2.8762925e-9, -1.9397952e-8, 2.6666679e+1
-0.080, -2.7905802e-9, -1.9267265e-8, 2.7000013e+1
-0.081, -2.7677340e-9, -1.9163021e-8, 2.7333347e+1
-0.082, -2.4187328e-9, -1.9026505e-8, 2.7666681e+1
-0.083, -2.3513131e-9, -1.8827681e-8, 2.8000015e+1
-0.084, -2.2636835e-9, -1.8719440e-8, 2.8333349e+1
-0.085, -1.9263451e-9, -1.8632450e-8, 2.8666683e+1
-0.086, -1.9041380e-9, -1.8435303e-8, 2.9000017e+1
-0.087, -1.8284105e-9, -1.8298147e-8, 2.9333351e+1
-0.088, -1.6852634e-9, -1.8208521e-8, 2.9666685e+1
-0.089, -1.5787818e-9, -1.8101479e-8, 3.0000019e+1
-0.090, -1.3965726e-9, -1.7921346e-8, 3.0333353e+1
-0.091, -1.3238807e-9, -1.7802723e-8, 3.0666687e+1
-0.092, -1.1581271e-9, -1.7725078e-8, 3.1000021e+1
-0.093, -1.1611626e-9, -1.7654383e-8, 3.1333355e+1
-0.094, -9.7615760e-10, -1.7492784e-8, 3.1666689e+1
-0.095, -7.9954016e-10, -1.7358264e-8, 3.2000023e+1
-0.096, -8.3085366e-10, -1.7275667e-8, 3.2333355e+1
-0.097, -7.3036305e-10, -1.7209286e-8, 3.2666687e+1
-0.098, -3.9582038e-10, -1.7135955e-8, 3.3000019e+1
-0.099, -4.0404816e-10, -1.7004949e-8, 3.3333351e+1
-0.100, -3.4573486e-10, -1.6892397e-8, 3.3666683e+1
-0.101, -2.5403121e-10, -1.6807004e-8, 3.4000015e+1
-0.102, -2.2343670e-10, -1.6753164e-8, 3.4333347e+1
-0.103, 2.3715863e-11, -1.6714262e-8, 3.4666679e+1
-0.104, 7.4041044e-11, -1.6625194e-8, 3.5000011e+1
-0.105, 1.0120067e-10, -1.6500579e-8, 3.5333344e+1
-0.106, 1.7668844e-10, -1.6393299e-8, 3.5666676e+1
-0.107, 2.5808741e-10, -1.6335624e-8, 3.6000008e+1
-0.108, 4.3374626e-10, -1.6268684e-8, 3.6333340e+1
-0.109, 5.7090233e-10, -1.6233777e-8, 3.6666672e+1
-0.110, 5.4701788e-10, -1.6175703e-8, 3.7000004e+1
-0.111, 6.9383954e-10, -1.6082161e-8, 3.7333336e+1
-0.112, 7.3521805e-10, -1.5953233e-8, 3.7666668e+1
-0.113, 7.6165874e-10, -1.5862728e-8, 3.8000000e+1
-0.114, 1.0387667e-9, -1.5799541e-8, 3.8333332e+1
-0.115, 1.0354917e-9, -1.5747700e-8, 3.8666664e+1
-0.116, 1.0199946e-9, -1.5731244e-8, 3.8999996e+1
-0.117, 1.1886240e-9, -1.5651121e-8, 3.9333328e+1
-0.118, 1.2646709e-9, -1.5518919e-8, 3.9666660e+1
-0.119, 1.5071904e-9, -1.5437280e-8, 3.9999992e+1
-0.120, 1.5557582e-9, -1.5375372e-8, 4.0333324e+1
-0.121, 1.5793230e-9, -1.5324169e-8, 4.0666656e+1
-0.122, 1.6790948e-9, -1.5279914e-8, 4.0999989e+1
-0.123, 1.7279022e-9, -1.5252196e-8, 4.1333321e+1
-0.124, 1.9737767e-9, -1.5223439e-8, 4.1666653e+1
-0.125, 1.9151438e-9, -1.5151784e-8, 4.1999985e+1
-0.126, 2.0590099e-9, -1.5077097e-8, 4.2333317e+1
-0.127, 2.1624562e-9, -1.4977164e-8, 4.2666649e+1
-0.128, 2.2071895e-9, -1.4885621e-8, 4.2999981e+1
-0.129, 2.3062423e-9, -1.4829784e-8, 4.3333313e+1
-0.130, 2.5478830e-9, -1.4787686e-8, 4.3666645e+1
-0.131, 2.5832705e-9, -1.4757330e-8, 4.3999977e+1
-0.132, 2.6415039e-9, -1.4712438e-8, 4.4333309e+1
-0.133, 2.8162841e-9, -1.4620654e-8, 4.4666641e+1
-0.134, 2.8032634e-9, -1.4483978e-8, 4.4999973e+1
-0.135, 3.0390728e-9, -1.4418315e-8, 4.5333305e+1
-0.136, 3.1096881e-9, -1.4379973e-8, 4.5666637e+1
-0.137, 3.1876519e-9, -1.4318064e-8, 4.5999969e+1
-0.138, 3.4249790e-9, -1.4295538e-8, 4.6333302e+1
-0.139, 3.4233816e-9, -1.4267419e-8, 4.6666634e+1
-0.140, 3.5127685e-9, -1.4230674e-8, 4.6999966e+1
-0.141, 3.5471175e-9, -1.4193929e-8, 4.7333298e+1
-0.142, 3.6101440e-9, -1.4112210e-8, 4.7666630e+1
-0.143, 3.7454626e-9, -1.4059570e-8, 4.7999962e+1
