Feb. 3, 2006   03:19:11
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_23_19_psoralen_nonequil_3\data\control\3\75um_control_transfer_3_gc_9.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.000, -7.6747028e-8, -9.7265463e-8, 3.3333334e-1
-0.001, -6.0190523e-8, -8.3688526e-8, 6.6666669e-1
-0.002, -5.0120615e-8, -7.3606721e-8, 1.0000000e+0
-0.003, -4.3310418e-8, -6.5791774e-8, 1.3333334e+0
-0.004, -3.8032343e-8, -5.9587403e-8, 1.6666667e+0
-0.005, -3.3644948e-8, -5.4599859e-8, 2.0000000e+0
-0.006, -3.0182495e-8, -5.0357844e-8, 2.3333333e+0
-0.007, -2.7299023e-8, -4.6865516e-8, 2.6666665e+0
-0.008, -2.4764232e-8, -4.3827953e-8, 2.9999998e+0
-0.009, -2.2751783e-8, -4.1246430e-8, 3.3333330e+0
-0.010, -2.0765697e-8, -3.8961506e-8, 3.6666663e+0
-0.011, -1.9194912e-8, -3.6994113e-8, 3.9999995e+0
-0.012, -1.7760085e-8, -3.5172661e-8, 4.3333330e+0
-0.013, -1.6488055e-8, -3.3635505e-8, 4.6666665e+0
-0.014, -1.5366124e-8, -3.2179269e-8, 5.0000000e+0
-0.015, -1.4110710e-8, -3.0911153e-8, 5.3333335e+0
-0.016, -1.3163080e-8, -2.9710780e-8, 5.6666670e+0
-0.017, -1.2297726e-8, -2.8626630e-8, 6.0000005e+0
-0.018, -1.1389396e-8, -2.7475862e-8, 6.3333340e+0
-0.019, -1.0729896e-8, -2.6584468e-8, 6.6666675e+0
-0.020, -9.9390727e-9, -2.5719434e-8, 7.0000010e+0
-0.021, -9.2298071e-9, -2.4971586e-8, 7.3333344e+0
-0.022, -8.6609724e-9, -2.4198174e-8, 7.6666679e+0
-0.023, -8.1760128e-9, -2.3554094e-8, 8.0000010e+0
-0.024, -7.4562037e-9, -2.2914802e-8, 8.3333340e+0
-0.025, -7.0556792e-9, -2.2296682e-8, 8.6666670e+0
-0.026, -6.5128059e-9, -2.1710672e-8, 9.0000000e+0
-0.027, -6.1054117e-9, -2.1189448e-8, 9.3333330e+0
-0.028, -5.6707781e-9, -2.0657518e-8, 9.6666660e+0
-0.029, -5.2360645e-9, -2.0193250e-8, 9.9999990e+0
-0.030, -4.8233977e-9, -1.9690477e-8, 1.0333332e+1
-0.031, -4.3501016e-9, -1.9273976e-8, 1.0666665e+1
-0.032, -4.0554995e-9, -1.8866022e-8, 1.0999998e+1
-0.033, -3.7255901e-9, -1.8493218e-8, 1.1333331e+1
-0.034, -3.3407224e-9, -1.8120810e-8, 1.1666664e+1
-0.035, -3.1599512e-9, -1.7717889e-8, 1.1999997e+1
-0.036, -2.7599059e-9, -1.7355708e-8, 1.2333330e+1
-0.037, -2.4252034e-9, -1.7089144e-8, 1.2666663e+1
-0.038, -2.1951454e-9, -1.6726403e-8, 1.2999996e+1
-0.039, -1.9163597e-9, -1.6416465e-8, 1.3333329e+1
-0.040, -1.6117726e-9, -1.6158049e-8, 1.3666662e+1
-0.041, -1.3563125e-9, -1.5805853e-8, 1.3999995e+1
-0.042, -1.2084522e-9, -1.5614456e-8, 1.4333328e+1
-0.043, -9.0370533e-10, -1.5288462e-8, 1.4666661e+1
-0.044, -7.6271495e-10, -1.5125185e-8, 1.4999994e+1
-0.045, -4.0061329e-10, -1.4810293e-8, 1.5333327e+1
-0.046, -3.4182071e-10, -1.4618498e-8, 1.5666660e+1
-0.047, -9.0594192e-11, -1.4330445e-8, 1.5999993e+1
-0.048, 1.0615330e-10, -1.4176115e-8, 1.6333326e+1
-0.049, 1.9809659e-10, -1.3878079e-8, 1.6666660e+1
-0.050, 5.7649402e-10, -1.3752665e-8, 1.6999994e+1
-0.051, 6.2570088e-10, -1.3501358e-8, 1.7333328e+1
-0.052, 7.3929202e-10, -1.3311561e-8, 1.7666662e+1
