Feb. 3, 2006   03:24:38
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_23_19_psoralen_nonequil_3\data\control\3\75um_control_transfer_3_gc_11.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.000, -7.6301376e-8, -9.5210765e-8, 3.3333334e-1
-0.001, -5.9551152e-8, -8.1573518e-8, 6.6666669e-1
-0.002, -4.9260933e-8, -7.1475164e-8, 1.0000000e+0
-0.003, -4.2353282e-8, -6.3572756e-8, 1.3333334e+0
-0.004, -3.7152692e-8, -5.7480293e-8, 1.6666667e+0
-0.005, -3.2604657e-8, -5.2416624e-8, 2.0000000e+0
-0.006, -2.9272730e-8, -4.8296990e-8, 2.3333333e+0
-0.007, -2.6413378e-8, -4.4788283e-8, 2.6666665e+0
-0.008, -2.3900075e-8, -4.1827406e-8, 2.9999998e+0
-0.009, -2.1835227e-8, -3.9240611e-8, 3.3333330e+0
-0.010, -1.9946514e-8, -3.7050668e-8, 3.6666663e+0
-0.011, -1.8396259e-8, -3.5066019e-8, 3.9999995e+0
-0.012, -1.6990509e-8, -3.3391228e-8, 4.3333330e+0
-0.013, -1.5654255e-8, -3.1842170e-8, 4.6666665e+0
-0.014, -1.4571385e-8, -3.0510471e-8, 5.0000000e+0
-0.015, -1.3399528e-8, -2.9255137e-8, 5.3333335e+0
-0.016, -1.2541523e-8, -2.8018976e-8, 5.6666670e+0
-0.017, -1.1683759e-8, -2.6939219e-8, 6.0000005e+0
-0.018, -1.0703136e-8, -2.6026097e-8, 6.3333340e+0
-0.019, -1.0034291e-8, -2.5130150e-8, 6.6666675e+0
-0.020, -9.3840580e-9, -2.4390928e-8, 7.0000010e+0
-0.021, -8.6795842e-9, -2.3594753e-8, 7.3333344e+0
-0.022, -8.1720195e-9, -2.2978229e-8, 7.6666679e+0
-0.023, -7.5280964e-9, -2.2300837e-8, 8.0000010e+0
-0.024, -6.9625377e-9, -2.1661148e-8, 8.3333340e+0
-0.025, -6.5619328e-9, -2.1098783e-8, 8.6666670e+0
-0.026, -5.9071468e-9, -2.0575801e-8, 9.0000000e+0
-0.027, -5.6258052e-9, -2.0046668e-8, 9.3333330e+0
-0.028, -5.1497127e-9, -1.9600051e-8, 9.6666660e+0
-0.029, -4.7050936e-9, -1.9103830e-8, 9.9999990e+0
-0.030, -4.3608055e-9, -1.8674069e-8, 1.0333332e+1
-0.031, -3.8660213e-9, -1.8211555e-8, 1.0666665e+1
-0.032, -3.6246199e-9, -1.7845620e-8, 1.0999998e+1
-0.033, -3.3379264e-9, -1.7485036e-8, 1.1333331e+1
-0.034, -2.8893932e-9, -1.7157603e-8, 1.1666664e+1
-0.035, -2.7031901e-9, -1.6766665e-8, 1.1999997e+1
-0.036, -2.3382125e-9, -1.6445302e-8, 1.2333330e+1
-0.037, -1.9861759e-9, -1.6163961e-8, 1.2666663e+1
-0.038, -1.8366384e-9, -1.5815518e-8, 1.2999996e+1
-0.039, -1.5077672e-9, -1.5589293e-8, 1.3333329e+1
-0.040, -1.2248279e-9, -1.5259145e-8, 1.3666662e+1
-0.041, -9.6098018e-10, -1.5079891e-8, 1.3999995e+1
-0.042, -8.6440377e-10, -1.4758450e-8, 1.4333328e+1
-0.043, -5.5390537e-10, -1.4511696e-8, 1.4666661e+1
-0.044, -3.2129122e-10, -1.4248887e-8, 1.4999994e+1
-0.045, -7.2700790e-11, -1.4019868e-8, 1.5333327e+1
-0.046, 8.3147503e-11, -1.3774073e-8, 1.5666660e+1
-0.047, 2.3715852e-10, -1.3616228e-8, 1.5999993e+1
-0.048, 5.0396187e-10, -1.3343273e-8, 1.6333326e+1
-0.049, 5.8927502e-10, -1.3198290e-8, 1.6666660e+1
-0.050, 9.3436192e-10, -1.2983649e-8, 1.6999994e+1
-0.051, 9.6176123e-10, -1.2789457e-8, 1.7333328e+1
-0.052, 1.0891718e-9, -1.2657173e-8, 1.7666662e+1
-0.053, 1.3638833e-9, -1.2396841e-8, 1.7999996e+1
-0.054, 1.5103856e-9, -1.2231486e-8, 1.8333330e+1
-0.055, 1.5947401e-9, -1.2037535e-8, 1.8666664e+1
-0.056, 1.7355709e-9, -1.1845021e-8, 1.8999998e+1
-0.057, 1.8280734e-9, -1.1738139e-8, 1.9333332e+1
-0.058, 2.0407172e-9, -1.1565437e-8, 1.9666666e+1
-0.059, 2.0745867e-9, -1.1370606e-8, 2.0000000e+1
-0.060, 2.2714941e-9, -1.1270116e-8, 2.0333334e+1
-0.061, 2.3845259e-9, -1.1165231e-8, 2.0666668e+1
-0.062, 2.4965994e-9, -1.0959537e-8, 2.1000002e+1
-0.063, 2.7024534e-9, -1.0846265e-8, 2.1333336e+1
-0.064, 2.7147551e-9, -1.0804168e-8, 2.1666670e+1
-0.065, 2.9659815e-9, -1.0672684e-8, 2.2000004e+1
-0.066, 3.0127918e-9, -1.0467629e-8, 2.2333338e+1
-0.067, 3.0469811e-9, -1.0357392e-8, 2.2666672e+1
-0.068, 3.1151997e-9, -1.0289973e-8, 2.3000006e+1
-0.069, 3.2233589e-9, -1.0182612e-8, 2.3333340e+1
-0.070, 3.2892609e-9, -1.0017578e-8, 2.3666674e+1
-0.071, 3.4869672e-9, -9.9144515e-9, 2.4000008e+1
-0.072, 3.5314609e-9, -9.8488693e-9, 2.4333342e+1
-0.073, 3.5400083e-9, -9.7713038e-9, 2.4666676e+1
-0.074, 3.6405787e-9, -9.6700949e-9, 2.5000010e+1
-0.075, 3.7710248e-9, -9.5602584e-9, 2.5333344e+1
-0.076, 3.8666426e-9, -9.4304511e-9, 2.5666677e+1
-0.077, 4.0047570e-9, -9.3663859e-9, 2.6000011e+1
-0.078, 4.0349519e-9, -9.3324362e-9, 2.6333345e+1
-0.079, 4.1153925e-9, -9.2896997e-9, 2.6666679e+1
-0.080, 4.1137951e-9, -9.2300292e-9, 2.7000013e+1
-0.081, 4.1240198e-9, -9.0672305e-9, 2.7333347e+1
-0.082, 4.4244532e-9, -9.0067607e-9, 2.7666681e+1
-0.083, 4.3369832e-9, -8.9034744e-9, 2.8000015e+1
-0.084, 4.4944293e-9, -8.8599394e-9, 2.8333349e+1
-0.085, 4.5896473e-9, -8.8330987e-9, 2.8666683e+1
-0.086, 4.5560178e-9, -8.7700727e-9, 2.9000017e+1
-0.087, 4.6034674e-9, -8.6780494e-9, 2.9333351e+1
-0.088, 4.7605133e-9, -8.5618224e-9, 2.9666685e+1
-0.089, 4.7776081e-9, -8.4651655e-9, 3.0000019e+1
-0.090, 4.8300901e-9, -8.4208320e-9, 3.0333353e+1
-0.091, 4.9254680e-9, -8.3888789e-9, 3.0666687e+1
-0.092, 4.9847402e-9, -8.3209004e-9, 3.1000021e+1
-0.093, 4.9888937e-9, -8.2589127e-9, 3.1333355e+1
-0.094, 5.0301128e-9, -8.2124219e-9, 3.1666689e+1
-0.095, 5.1106332e-9, -8.1444425e-9, 3.2000023e+1
-0.096, 5.0885061e-9, -8.0393185e-9, 3.2333355e+1
-0.097, 5.1955471e-9, -7.9886746e-9, 3.2666687e+1
-0.098, 5.4327143e-9, -7.9210150e-9, 3.3000019e+1
-0.099, 5.3527529e-9, -7.9051183e-9, 3.3333351e+1
-0.100, 5.4101075e-9, -7.8640596e-9, 3.3666683e+1
-0.101, 5.5224207e-9, -7.8019120e-9, 3.4000015e+1
-0.102, 5.5182672e-9, -7.7548616e-9, 3.4333347e+1
-0.103, 5.6269855e-9, -7.7231492e-9, 3.4666679e+1
-0.104, 5.6713994e-9, -7.6427087e-9, 3.5000011e+1
-0.105, 5.8024048e-9, -7.5418178e-9, 3.5333344e+1
-0.106, 5.6750737e-9, -7.4670492e-9, 3.5666676e+1
-0.107, 5.7500826e-9, -7.4238340e-9, 3.6000008e+1
-0.108, 5.8474576e-9, -7.3834143e-9, 3.6333340e+1
-0.109, 5.9236642e-9, -7.3446715e-9, 3.6666672e+1
-0.110, 5.8507328e-9, -7.3173525e-9, 3.7000004e+1
-0.111, 6.0166458e-9, -7.2918698e-9, 3.7333336e+1
-0.112, 6.0378942e-9, -7.2618351e-9, 3.7666668e+1
-0.113, 6.0386132e-9, -7.1831519e-9, 3.8000000e+1
-0.114, 6.1856746e-9, -7.1176491e-9, 3.8333332e+1
-0.115, 6.2252159e-9, -7.0166788e-9, 3.8666664e+1
-0.116, 6.2681123e-9, -7.0103683e-9, 3.8999996e+1
-0.117, 6.2574084e-9, -6.9518156e-9, 3.9333328e+1
-0.118, 6.1732934e-9, -6.9377566e-9, 3.9666660e+1
-0.119, 6.4532775e-9, -6.9348007e-9, 3.9999992e+1
-0.120, 6.4364216e-9, -6.9063635e-9, 4.0333324e+1
-0.121, 6.4867476e-9, -6.8781651e-9, 4.0666656e+1
-0.122, 6.5323591e-9, -6.8148198e-9, 4.0999989e+1
-0.123, 6.5873973e-9, -6.7449237e-9, 4.1333321e+1
-0.124, 6.5897137e-9, -6.6585719e-9, 4.1666653e+1
-0.125, 6.6754269e-9, -6.5850014e-9, 4.1999985e+1
-0.126, 6.7295058e-9, -6.5463386e-9, 4.2333317e+1
-0.127, 6.8568373e-9, -6.4948948e-9, 4.2666649e+1
-0.128, 6.9118755e-9, -6.4508803e-9, 4.2999981e+1
-0.129, 6.8961383e-9, -6.4073453e-9, 4.3333313e+1
-0.130, 6.9661139e-9, -6.3789076e-9, 4.3666645e+1
-0.131, 6.9770585e-9, -6.3566210e-9, 4.3999977e+1
-0.132, 6.9604429e-9, -6.3265055e-9, 4.4333309e+1
-0.133, 7.0936048e-9, -6.2712275e-9, 4.4666641e+1
-0.134, 7.0391262e-9, -6.2346417e-9, 4.4999973e+1
-0.135, 7.1551138e-9, -6.1665033e-9, 4.5333305e+1
-0.136, 7.2116695e-9, -6.0871810e-9, 4.5666637e+1
-0.137, 7.2033615e-9, -6.0384533e-9, 4.5999969e+1
-0.138, 7.3648012e-9, -6.0009895e-9, 4.6333302e+1
-0.139, 7.3430741e-9, -5.9675189e-9, 4.6666634e+1
-0.140, 7.4120918e-9, -5.9529008e-9, 4.6999966e+1
-0.141, 7.4450823e-9, -5.9326912e-9, 4.7333298e+1
-0.142, 7.4243127e-9, -5.9022560e-9, 4.7666630e+1
-0.143, 7.5473299e-9, -5.8865193e-9, 4.7999962e+1
-0.144, 7.5174551e-9, -5.8583214e-9, 4.8333294e+1
-0.145, 7.5731323e-9, -5.7908220e-9, 4.8666626e+1
-0.146, 7.6599624e-9, -5.7774021e-9, 4.8999958e+1
-0.147, 7.7344922e-9, -5.7335470e-9, 4.9333290e+1
-0.148, 7.7203524e-9, -5.6800267e-9, 4.9666622e+1
-0.149, 7.9389881e-9, -5.6245089e-9, 4.9999954e+1
-0.150, 7.8991276e-9, -5.5757812e-9, 5.0333286e+1
-0.151, 7.9383495e-9, -5.5235390e-9, 5.0666618e+1
-0.152, 7.9858777e-9, -5.4903087e-9, 5.0999950e+1
-0.153, 8.0004972e-9, -5.4856755e-9, 5.1333282e+1
-0.154, 8.0306117e-9, -5.4607527e-9, 5.1666615e+1
-0.155, 8.0473077e-9, -5.4242468e-9, 5.1999947e+1
-0.156, 8.2359071e-9, -5.3914953e-9, 5.2333279e+1
-0.157, 8.1858209e-9, -5.3743210e-9, 5.2666611e+1
-0.158, 8.2288771e-9, -5.3470015e-9, 5.2999943e+1
-0.159, 8.4018206e-9, -5.3428479e-9, 5.3333275e+1
-0.160, 8.4270626e-9, -5.3301465e-9, 5.3666607e+1
-0.161, 8.4530232e-9, -5.2466711e-9, 5.3999939e+1
-0.162, 8.5676533e-9, -5.2360463e-9, 5.4333271e+1
-0.163, 8.4982368e-9, -5.1780531e-9, 5.4666603e+1
-0.164, 8.5349825e-9, -5.1170232e-9, 5.4999935e+1
-0.165, 8.7940366e-9, -5.1929105e-9, 5.5333267e+1
-0.166, 8.6826031e-9, -5.0599085e-9, 5.5666599e+1
-0.167, 8.7399572e-9, -5.0631037e-9, 5.5999931e+1
-0.168, 8.8781524e-9, -5.0555151e-9, 5.6333263e+1
-0.169, 8.8741583e-9, -5.0382609e-9, 5.6666595e+1
-0.170, 8.8987608e-9, -5.0191691e-9, 5.6999928e+1
-0.171, 8.9181720e-9, -4.9986397e-9, 5.7333260e+1
-0.172, 9.0419086e-9, -5.0171720e-9, 5.7666592e+1
-0.173, 9.0057224e-9, -4.9994382e-9, 5.7999924e+1
-0.174, 9.0941503e-9, -4.9833822e-9, 5.8333256e+1
-0.175, 9.2146912e-9, -4.9860183e-9, 5.8666588e+1
-0.176, 9.2257153e-9, -4.9833822e-9, 5.8999920e+1
-0.177, 9.2700487e-9, -4.9771516e-9, 5.9333252e+1
-0.178, 9.4136752e-9, -4.9717195e-9, 5.9666584e+1
