Feb. 3, 2006   03:02:21
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_23_19_psoralen_nonequil_3\data\control\3\75um_control_transfer_3_gc_3.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.000, -9.6063829e-8, -1.2473535e-7, 3.3333334e-1
-0.001, -7.7746265e-8, -1.0802076e-7, 6.6666669e-1
-0.002, -6.6262693e-8, -9.5507275e-8, 1.0000000e+0
-0.003, -5.8297175e-8, -8.5613429e-8, 1.3333334e+0
-0.004, -5.2071314e-8, -7.7883087e-8, 1.6666667e+0
-0.005, -4.6999812e-8, -7.1470133e-8, 2.0000000e+0
-0.006, -4.2969564e-8, -6.6263716e-8, 2.3333333e+0
-0.007, -3.9496488e-8, -6.1804826e-8, 2.6666665e+0
-0.008, -3.6415869e-8, -5.8077884e-8, 2.9999998e+0
-0.009, -3.3708297e-8, -5.4751951e-8, 3.3333330e+0
-0.010, -3.1457319e-8, -5.1973039e-8, 3.6666663e+0
-0.011, -2.9446552e-8, -4.9388483e-8, 3.9999995e+0
-0.012, -2.7465976e-8, -4.7186798e-8, 4.3333330e+0
-0.013, -2.6133318e-8, -4.5137764e-8, 4.6666665e+0
-0.014, -2.4525386e-8, -4.3361204e-8, 5.0000000e+0
-0.015, -2.3166207e-8, -4.1733067e-8, 5.3333335e+0
-0.016, -2.1945223e-8, -4.0275633e-8, 5.6666670e+0
-0.017, -2.0894465e-8, -3.8913580e-8, 6.0000005e+0
-0.018, -1.9900263e-8, -3.7743956e-8, 6.3333340e+0
-0.019, -1.8928906e-8, -3.6577209e-8, 6.6666675e+0
-0.020, -1.8057003e-8, -3.5526295e-8, 7.0000010e+0
-0.021, -1.7098269e-8, -3.4516596e-8, 7.3333344e+0
-0.022, -1.6511063e-8, -3.3611702e-8, 7.6666679e+0
-0.023, -1.5723273e-8, -3.2764000e-8, 8.0000010e+0
-0.024, -1.5034457e-8, -3.1959914e-8, 8.3333340e+0
-0.025, -1.4497735e-8, -3.1251691e-8, 8.6666670e+0
-0.026, -1.3820581e-8, -3.0559040e-8, 9.0000000e+0
-0.027, -1.3276351e-8, -2.9886042e-8, 9.3333330e+0
-0.028, -1.2737711e-8, -2.9312972e-8, 9.6666660e+0
-0.029, -1.2206262e-8, -2.8699006e-8, 9.9999990e+0
-0.030, -1.1722102e-8, -2.8011147e-8, 1.0333332e+1
-0.031, -1.1199997e-8, -2.7403569e-8, 1.0666665e+1
-0.032, -1.0829588e-8, -2.6915256e-8, 1.0999998e+1
-0.033, -1.0466688e-8, -2.6446912e-8, 1.1333331e+1
-0.034, -9.7808277e-9, -2.5979368e-8, 1.1666664e+1
-0.035, -9.6988693e-9, -2.5505990e-8, 1.1999997e+1
-0.036, -9.2624788e-9, -2.5057137e-8, 1.2333330e+1
-0.037, -8.7791969e-9, -2.4621226e-8, 1.2666663e+1
-0.038, -8.6013010e-9, -2.4295231e-8, 1.2999996e+1
-0.039, -8.2199483e-9, -2.3917073e-8, 1.3333329e+1
-0.040, -7.8351601e-9, -2.3534362e-8, 1.3666662e+1
-0.041, -7.5723507e-9, -2.3139828e-8, 1.3999995e+1
-0.042, -7.2018618e-9, -2.2859446e-8, 1.4333328e+1
-0.043, -7.2112076e-9, -2.2549905e-8, 1.4666661e+1
-0.044, -6.7405477e-9, -2.2185407e-8, 1.4999994e+1
-0.045, -6.3833183e-9, -2.1929868e-8, 1.5333327e+1
-0.046, -6.3297185e-9, -2.1618330e-8, 1.5666660e+1
-0.047, -5.7824519e-9, -2.1405368e-8, 1.5999993e+1
-0.048, -5.7959522e-9, -2.1115799e-8, 1.6333326e+1
-0.049, -5.6051954e-9, -2.0826068e-8, 1.6666660e+1
-0.050, -5.3025255e-9, -2.0595850e-8, 1.6999994e+1
-0.051, -5.0190270e-9, -2.0324494e-8, 1.7333328e+1
-0.052, -4.8593445e-9, -2.0099709e-8, 1.7666662e+1
-0.053, -4.4978816e-9, -1.9812216e-8, 1.7999996e+1
-0.054, -4.3505008e-9, -1.9643586e-8, 1.8333330e+1
-0.055, -4.2738950e-9, -1.9428148e-8, 1.8666664e+1
-0.056, -4.0208312e-9, -1.9207116e-8, 1.8999998e+1
-0.057, -3.9618788e-9, -1.9049430e-8, 1.9333332e+1
-0.058, -3.7571430e-9, -1.8794289e-8, 1.9666666e+1
-0.059, -3.5568808e-9, -1.8654417e-8, 2.0000000e+1
-0.060, -3.3756302e-9, -1.8421723e-8, 2.0333334e+1
-0.061, -3.2586043e-9, -1.8267473e-8, 2.0666668e+1
-0.062, -3.0931702e-9, -1.8127121e-8, 2.1000002e+1
-0.063, -2.9612863e-9, -1.7912720e-8, 2.1333336e+1
-0.064, -2.8520086e-9, -1.7720048e-8, 2.1666670e+1
-0.065, -2.7593465e-9, -1.7617957e-8, 2.2000004e+1
-0.066, -2.3614579e-9, -1.7404517e-8, 2.2333338e+1
-0.067, -2.3703250e-9, -1.7221188e-8, 2.2666672e+1
-0.068, -2.2469082e-9, -1.7110153e-8, 2.3000006e+1
-0.069, -2.2260593e-9, -1.7010700e-8, 2.3333340e+1
-0.070, -1.8698689e-9, -1.6743419e-8, 2.3666674e+1
-0.071, -1.7630678e-9, -1.6629908e-8, 2.4000008e+1
-0.072, -1.5324505e-9, -1.6403444e-8, 2.4333342e+1
-0.073, -1.4113506e-9, -1.6213408e-8, 2.4666676e+1
-0.074, -1.3437711e-9, -1.6099335e-8, 2.5000010e+1
-0.075, -1.2033399e-9, -1.5860650e-8, 2.5333344e+1
-0.076, -9.4260755e-10, -1.5724373e-8, 2.5666677e+1
-0.077, -8.5705465e-10, -1.5642096e-8, 2.6000011e+1
-0.078, -8.4722929e-10, -1.5419467e-8, 2.6333345e+1
-0.079, -6.3290795e-10, -1.5270887e-8, 2.6666679e+1
-0.080, -4.3775808e-10, -1.5165684e-8, 2.7000013e+1
-0.081, -4.4462783e-10, -1.5016147e-8, 2.7333347e+1
-0.082, -2.5762587e-10, -1.4871481e-8, 2.7666681e+1
-0.083, -2.5666730e-10, -1.4753337e-8, 2.8000015e+1
-0.084, -9.7543855e-11, -1.4673535e-8, 2.8333349e+1
-0.085, 8.7461094e-11, -1.4509380e-8, 2.8666683e+1
-0.086, 9.1535036e-11, -1.4390118e-8, 2.9000017e+1
-0.087, 1.2125086e-10, -1.4302887e-8, 2.9333351e+1
-0.088, 3.8142406e-10, -1.4225641e-8, 2.9666685e+1
-0.089, 3.8398026e-10, -1.4117482e-8, 3.0000019e+1
-0.090, 4.2783507e-10, -1.4045510e-8, 3.0333353e+1
-0.091, 5.3423688e-10, -1.3913706e-8, 3.0666687e+1
-0.092, 6.4007954e-10, -1.3805706e-8, 3.1000021e+1
-0.093, 6.5789302e-10, -1.3774791e-8, 3.1333355e+1
-0.094, 6.7187222e-10, -1.3708970e-8, 3.1666689e+1
-0.095, 8.6079138e-10, -1.3682449e-8, 3.2000023e+1
-0.096, 8.6143048e-10, -1.3514778e-8, 3.2333355e+1
-0.097, 9.8924047e-10, -1.3551763e-8, 3.2666687e+1
-0.098, 9.0304858e-10, -1.3393599e-8, 3.3000019e+1
-0.099, 1.0670447e-9, -1.3336404e-8, 3.3333351e+1
-0.100, 1.1065859e-9, -1.3269223e-8, 3.3666683e+1
-0.101, 1.3249014e-9, -1.3265788e-8, 3.4000015e+1
-0.102, 1.1940559e-9, -1.3186866e-8, 3.4333347e+1
-0.103, 1.4778739e-9, -1.3137579e-8, 3.4666679e+1
-0.104, 1.4973650e-9, -1.3000663e-8, 3.5000011e+1
-0.105, 1.4639746e-9, -1.2944347e-8, 3.5333344e+1
-0.106, 1.6141514e-9, -1.2921421e-8, 3.5666676e+1
-0.107, 1.6361187e-9, -1.2788179e-8, 3.6000008e+1
-0.108, 1.6902783e-9, -1.2724993e-8, 3.6333340e+1
-0.109, 1.9029220e-9, -1.2754868e-8, 3.6666672e+1
-0.110, 1.7273430e-9, -1.2649824e-8, 3.7000004e+1
-0.111, 2.0750661e-9, -1.2501805e-8, 3.7333336e+1
-0.112, 2.0176314e-9, -1.2446606e-8, 3.7666668e+1
-0.113, 2.0082853e-9, -1.2404908e-8, 3.8000000e+1
-0.114, 2.1751574e-9, -1.2309770e-8, 3.8333332e+1
-0.115, 2.2043138e-9, -1.2245785e-8, 3.8666664e+1
-0.116, 2.2988933e-9, -1.2186433e-8, 3.8999996e+1
-0.117, 2.5154512e-9, -1.2105913e-8, 3.9333328e+1
-0.118, 2.4858156e-9, -1.2035617e-8, 3.9666660e+1
