Feb. 3, 2006   02:54:09
Square Wave Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_23_19_psoralen_nonequil_3\data\control\3\75um_control_transfer_3_swv_1.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.1
Final E (V) = -0.5
Incr E (V) = 0.001
Amplitude (V) = 0.025
Frequency (Hz) = 300
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-6
Sens 2 (A/V) = 1e-6

Potential/V, i1/A, i2/A

0.099, 2.0883788e-6, 1.1691814e-6
0.098, 2.1188043e-6, 1.3443137e-6
0.097, 2.1876369e-6, 1.3162464e-6
0.096, 2.1452061e-6, 1.2909001e-6
0.095, 2.1655392e-6, 1.2986177e-6
0.094, 2.1335800e-6, 1.3505143e-6
0.093, 2.1230919e-6, 1.4426155e-6
0.092, 2.1395167e-6, 1.3497393e-6
0.091, 2.0847178e-6, 1.2998380e-6
0.090, 2.1181445e-6, 1.2849304e-6
0.089, 2.1325907e-6, 1.2266354e-6
0.088, 2.1077719e-6, 1.2347654e-6
0.087, 2.1122246e-6, 1.2592707e-6
0.086, 2.0945133e-6, 1.3447259e-6
0.085, 2.1264891e-6, 1.3814180e-6
0.084, 2.0668417e-6, 1.2671203e-6
0.083, 2.0663142e-6, 1.2801645e-6
0.082, 2.0978939e-6, 1.2845180e-6
0.081, 2.0691175e-6, 1.2158009e-6
0.080, 2.0889561e-6, 1.2491619e-6
0.079, 2.0114326e-6, 1.2473313e-6
0.078, 2.0535172e-6, 1.3966555e-6
0.077, 2.0677653e-6, 1.2825392e-6
0.076, 2.0430455e-6, 1.2332646e-6
0.075, 2.0534185e-6, 1.2218859e-6
0.074, 2.0288965e-6, 1.2373544e-6
0.073, 2.0723332e-6, 1.2636901e-6
0.072, 2.0017856e-6, 1.2108206e-6
0.071, 2.0191503e-6, 1.3024601e-6
0.070, 2.0624223e-6, 1.2989969e-6
0.069, 2.0068483e-6, 1.2237990e-6
0.068, 2.0422044e-6, 1.1711109e-6
0.067, 1.9993120e-6, 1.1311372e-6
0.066, 2.0325244e-6, 1.2518333e-6
0.065, 2.0378839e-6, 1.2131294e-6
0.064, 1.9876529e-6, 1.2038286e-6
0.063, 2.0062712e-6, 1.3516851e-6
0.062, 1.9781542e-6, 1.2498874e-6
0.061, 2.0230916e-6, 1.2484032e-6
0.060, 1.9714919e-6, 1.1386569e-6
0.059, 2.0056773e-6, 1.1772784e-6
0.058, 2.0203543e-6, 1.2436537e-6
0.057, 1.9775771e-6, 1.2001841e-6
0.056, 1.9969866e-6, 1.2934726e-6
0.055, 1.9623394e-6, 1.2105073e-6
0.054, 1.9818481e-6, 1.2766191e-6
0.053, 1.9835302e-6, 1.1768168e-6
0.052, 1.9701231e-6, 1.0682082e-6
0.051, 2.0088764e-6, 1.2111011e-6
0.050, 1.9777090e-6, 1.1951875e-6
0.049, 1.9862018e-6, 1.3000194e-6
0.048, 1.9390382e-6, 1.2030534e-6
0.047, 1.9782863e-6, 1.2057579e-6
0.046, 1.9727452e-6, 1.1973477e-6
0.045, 1.9650936e-6, 1.0905203e-6
0.044, 1.9829365e-6, 1.1290099e-6
0.043, 1.9646318e-6, 1.1941814e-6
0.042, 1.9809247e-6, 1.2332316e-6
0.041, 1.9548197e-6, 1.2943136e-6
0.040, 1.9361191e-6, 1.1714736e-6
0.039, 1.9675672e-6, 1.2251182e-6
0.038, 1.9401100e-6, 1.1587098e-6
0.037, 1.9577058e-6, 1.1385250e-6
0.036, 1.9327881e-6, 1.1775917e-6
0.035, 1.9383949e-6, 1.2046696e-6
0.034, 1.9518516e-6, 1.3518336e-6
0.033, 1.9330682e-6, 1.1674994e-6
0.032, 1.9465579e-6, 1.1862824e-6
0.031, 1.9319964e-6, 1.1897125e-6
0.030, 1.9645988e-6, 1.1735020e-6
0.029, 1.9585962e-6, 1.1829347e-6
0.028, 1.9298691e-6, 1.1648938e-6
0.027, 1.9567492e-6, 1.3279714e-6
0.026, 1.9276429e-6, 1.2458636e-6
0.025, 1.9453539e-6, 1.1786472e-6
0.024, 1.9169570e-6, 1.1823246e-6
0.023, 1.9243116e-6, 1.1502004e-6
0.022, 1.9407694e-6, 1.1797849e-6
0.021, 1.9257795e-6, 1.1481721e-6
0.020, 1.9331837e-6, 1.1913451e-6
0.019, 1.9185234e-6, 1.3013223e-6
0.018, 1.9476956e-6, 1.2170707e-6
0.017, 1.9303804e-6, 1.1817968e-6
0.016, 1.9310235e-6, 1.1283996e-6
0.015, 1.9436718e-6, 1.1910481e-6
0.014, 1.9306276e-6, 1.1788120e-6
0.013, 1.9324088e-6, 1.1623213e-6
0.012, 1.9026428e-6, 1.2756461e-6
0.011, 1.9273295e-6, 1.2727271e-6
0.010, 1.9309412e-6, 1.2031360e-6
0.009, 1.9175836e-6, 1.1268825e-6
0.008, 1.9288632e-6, 1.1282183e-6
0.007, 1.9134773e-6, 1.1903062e-6
0.006, 1.9433587e-6, 1.1908834e-6
0.005, 1.8983387e-6, 1.2034658e-6
0.004, 1.9349977e-6, 1.2794554e-6
0.003, 1.9278077e-6, 1.2336604e-6
0.002, 1.9261752e-6, 1.2032845e-6
0.001, 1.9449747e-6, 1.1255303e-6
-0.000, 1.9027748e-6, 1.1448410e-6
-0.001, 1.9534345e-6, 1.2442640e-6
