Feb. 3, 2006   03:36:01
Square Wave Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_23_19_psoralen_nonequil_3\data\control\3\75um_control_transfer_3_swv_16.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.1
Final E (V) = -0.5
Incr E (V) = 0.001
Amplitude (V) = 0.025
Frequency (Hz) = 300
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-6
Sens 2 (A/V) = 1e-6

Potential/V, i1/A, i2/A

0.099, 1.8516037e-6, 1.1434887e-6
0.098, 2.3049029e-6, 1.3300163e-6
0.097, 2.2811728e-6, 1.3465894e-6
0.096, 2.2792267e-6, 1.4094194e-6
0.095, 2.3032374e-6, 1.5418736e-6
0.094, 2.2819809e-6, 1.3862498e-6
0.093, 2.2709978e-6, 1.3572260e-6
0.092, 2.2607242e-6, 1.3466720e-6
0.091, 2.2847018e-6, 1.3874208e-6
0.090, 2.2578713e-6, 1.4515699e-6
0.089, 2.2107406e-6, 1.4006133e-6
0.088, 2.2608065e-6, 1.4235026e-6
0.087, 2.2195632e-6, 1.3140860e-6
0.086, 2.2438210e-6, 1.3373710e-6
0.085, 2.1884780e-6, 1.3304615e-6
0.084, 2.1994938e-6, 1.4101286e-6
0.083, 2.2322938e-6, 1.3402075e-6
0.082, 2.2105755e-6, 1.2657351e-6
0.081, 2.2061558e-6, 1.2969522e-6
0.080, 2.1666769e-6, 1.3390368e-6
0.079, 2.1912813e-6, 1.3951053e-6
0.078, 2.1483888e-6, 1.2925325e-6
0.077, 2.1722676e-6, 1.2620080e-6
0.076, 2.1732569e-6, 1.2956988e-6
0.075, 2.1593223e-6, 1.2804119e-6
0.074, 2.1492629e-6, 1.3072919e-6
0.073, 2.1138405e-6, 1.2760747e-6
0.072, 2.1475644e-6, 1.2898445e-6
0.071, 2.1395001e-6, 1.2078523e-6
0.070, 2.1261922e-6, 1.2430767e-6
0.069, 2.1130327e-6, 1.2749204e-6
0.068, 2.1055125e-6, 1.3418567e-6
0.067, 2.1207834e-6, 1.2769653e-6
0.066, 2.1192000e-6, 1.1847982e-6
0.065, 2.1217891e-6, 1.2071598e-6
0.064, 2.1097344e-6, 1.2576052e-6
0.063, 2.0787811e-6, 1.3189839e-6
0.062, 2.0882469e-6, 1.2195113e-6
0.061, 2.0709315e-6, 1.1958306e-6
0.060, 2.1016704e-6, 1.2208636e-6
0.059, 2.0730258e-6, 1.2251182e-6
0.058, 2.0626694e-6, 1.2684891e-6
0.057, 2.0630655e-6, 1.2363979e-6
0.056, 2.0667924e-6, 1.1911307e-6
0.055, 2.0624223e-6, 1.1563681e-6
0.054, 2.0660336e-6, 1.1772784e-6
0.053, 2.0306611e-6, 1.2904384e-6
0.052, 2.0620100e-6, 1.2511737e-6
0.051, 2.0550178e-6, 1.1913285e-6
0.050, 2.0195130e-6, 1.1062360e-6
0.049, 2.0271650e-6, 1.1953689e-6
0.048, 2.0510436e-6, 1.1934064e-6
