Feb. 3, 2006   03:30:09
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_23_19_psoralen_nonequil_3\data\control\3\75um_control_transfer_3_gc_13.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.000, -7.4063173e-8, -9.1302255e-8, 3.3333334e-1
-0.001, -5.7719873e-8, -7.8294228e-8, 6.6666669e-1
-0.002, -4.7838803e-8, -6.8655602e-8, 1.0000000e+0
-0.003, -4.1067516e-8, -6.1087576e-8, 1.3333334e+0
-0.004, -3.5974765e-8, -5.5266064e-8, 1.6666667e+0
-0.005, -3.1606618e-8, -5.0391954e-8, 2.0000000e+0
-0.006, -2.8330211e-8, -4.6453646e-8, 2.3333333e+0
-0.007, -2.5556012e-8, -4.3075389e-8, 2.6666665e+0
-0.008, -2.3113166e-8, -4.0258776e-8, 2.9999998e+0
-0.009, -2.1050392e-8, -3.7814175e-8, 3.3333330e+0
-0.010, -1.9252745e-8, -3.5691489e-8, 3.6666663e+0
-0.011, -1.7730450e-8, -3.3816118e-8, 3.9999995e+0
-0.012, -1.6338038e-8, -3.2150190e-8, 4.3333330e+0
-0.013, -1.5034777e-8, -3.0685570e-8, 4.6666665e+0
-0.014, -1.3977309e-8, -2.9367930e-8, 5.0000000e+0
-0.015, -1.2776773e-8, -2.8063310e-8, 5.3333335e+0
-0.016, -1.1995136e-8, -2.6918370e-8, 5.6666670e+0
-0.017, -1.1107655e-8, -2.5911868e-8, 6.0000005e+0
-0.018, -1.0196210e-8, -2.5011605e-8, 6.3333340e+0
-0.019, -9.5147428e-9, -2.4147610e-8, 6.6666675e+0
-0.020, -8.8025223e-9, -2.3410466e-8, 7.0000010e+0
-0.021, -8.1651494e-9, -2.2659263e-8, 7.3333344e+0
-0.022, -7.6658919e-9, -2.2027882e-8, 7.6666679e+0
-0.023, -7.0676611e-9, -2.1386676e-8, 8.0000010e+0
-0.024, -6.5246284e-9, -2.0791481e-8, 8.3333340e+0
-0.025, -6.0363146e-9, -2.0200916e-8, 8.6666670e+0
-0.026, -5.5223590e-9, -1.9705494e-8, 9.0000000e+0
-0.027, -5.1315796e-9, -1.9217580e-8, 9.3333330e+0
-0.028, -4.7491082e-9, -1.8736456e-8, 9.6666660e+0
-0.029, -4.3206252e-9, -1.8309329e-8, 9.9999990e+0
-0.030, -3.9466213e-9, -1.7947627e-8, 1.0333332e+1
-0.031, -3.4357008e-9, -1.7564439e-8, 1.0666665e+1
-0.032, -3.2023679e-9, -1.7125091e-8, 1.0999998e+1
-0.033, -2.9123191e-9, -1.6743579e-8, 1.1333331e+1
-0.034, -2.4886291e-9, -1.6398891e-8, 1.1666664e+1
-0.035, -2.2963549e-9, -1.6102451e-8, 1.1999997e+1
-0.036, -1.8823303e-9, -1.5739630e-8, 1.2333330e+1
-0.037, -1.6193613e-9, -1.5485288e-8, 1.2666663e+1
-0.038, -1.3742059e-9, -1.5203707e-8, 1.2999996e+1
-0.039, -1.1667542e-9, -1.4934347e-8, 1.3333329e+1
-0.040, -8.3716428e-10, -1.4687675e-8, 1.3666662e+1
-0.041, -6.3498484e-10, -1.4362797e-8, 1.3999995e+1
-0.042, -4.1251561e-10, -1.4149675e-8, 1.4333328e+1
-0.043, -1.8141916e-10, -1.3830389e-8, 1.4666661e+1
-0.044, 2.7550160e-11, -1.3661440e-8, 1.4999994e+1
-0.045, 1.4265902e-10, -1.3377463e-8, 1.5333327e+1
-0.046, 3.6369041e-10, -1.3210512e-8, 1.5666660e+1
-0.047, 6.9144312e-10, -1.3072476e-8, 1.5999993e+1
-0.048, 8.1086560e-10, -1.2796088e-8, 1.6333326e+1
-0.049, 9.3572006e-10, -1.2668596e-8, 1.6666660e+1
-0.050, 1.1459674e-9, -1.2390051e-8, 1.6999994e+1
-0.051, 1.1954937e-9, -1.2246664e-8, 1.7333328e+1
-0.052, 1.3699544e-9, -1.2095369e-8, 1.7666662e+1
-0.053, 1.6310862e-9, -1.1850693e-8, 1.7999996e+1
-0.054, 1.6910769e-9, -1.1734305e-8, 1.8333330e+1
-0.055, 1.9247295e-9, -1.1644519e-8, 1.8666664e+1
-0.056, 2.0286550e-9, -1.1381790e-8, 1.8999998e+1
-0.057, 2.0959150e-9, -1.1262287e-8, 1.9333332e+1
-0.058, 2.1461604e-9, -1.1186480e-8, 1.9666666e+1
-0.059, 2.3823692e-9, -1.1035744e-8, 2.0000000e+1
-0.060, 2.5449276e-9, -1.0869831e-8, 2.0333334e+1
-0.061, 2.6063562e-9, -1.0810159e-8, 2.0666668e+1
-0.062, 2.6697820e-9, -1.0700402e-8, 2.1000002e+1
-0.063, 2.9629459e-9, -1.0512203e-8, 2.1333336e+1
-0.064, 2.9720524e-9, -1.0692015e-8, 2.1666670e+1
-0.065, 3.0573657e-9, -1.0403404e-8, 2.2000004e+1
-0.066, 3.2313470e-9, -1.0259538e-8, 2.2333338e+1
-0.067, 3.2580272e-9, -1.0141554e-8, 2.2666672e+1
-0.068, 3.3172194e-9, -1.0007753e-8, 2.3000006e+1
-0.069, 3.5433632e-9, -9.8600523e-9, 2.3333340e+1
-0.070, 3.5671679e-9, -9.7601207e-9, 2.3666674e+1
-0.071, 3.5722800e-9, -9.6676178e-9, 2.4000008e+1
-0.072, 3.7492969e-9, -9.4974713e-9, 2.4333342e+1
-0.073, 3.8052139e-9, -9.3942640e-9, 2.4666676e+1
-0.074, 3.9325445e-9, -9.3157411e-9, 2.5000010e+1
-0.075, 3.9976480e-9, -9.2388950e-9, 2.5333344e+1
-0.076, 4.0505292e-9, -9.1821004e-9, 2.5666677e+1
-0.077, 4.1280139e-9, -9.0244141e-9, 2.6000011e+1
-0.078, 4.1185877e-9, -8.9174534e-9, 2.6333345e+1
-0.079, 4.4372341e-9, -8.8537080e-9, 2.6666679e+1
-0.080, 4.4471395e-9, -8.8227141e-9, 2.7000013e+1
-0.081, 4.4597606e-9, -8.6804457e-9, 2.7333347e+1
-0.082, 4.5833368e-9, -8.5672545e-9, 2.7666681e+1
-0.083, 4.5902064e-9, -8.4462339e-9, 2.8000015e+1
-0.084, 4.7290403e-9, -8.3693887e-9, 2.8333349e+1
-0.085, 4.9162021e-9, -8.3168263e-9, 2.8666683e+1
-0.086, 4.8483830e-9, -8.3038856e-9, 2.9000017e+1
-0.087, 4.8566906e-9, -8.1956459e-9, 2.9333351e+1
-0.088, 4.9518292e-9, -8.1071381e-9, 2.9666685e+1
