July 12, 2006   23:41:26
Cyclic Voltammetry
File: f:\07_02_19_wt\ida_2\tran_1\gc_10.txt
Data Source:  Experiment
Instrument Model:  CHI760B
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A

0.000, -6.5498703e-8, -4.1776122e-8
-0.001, -5.7706767e-8, -3.7257958e-8
-0.002, -5.1436260e-8, -3.3540363e-8
-0.003, -4.6500951e-8, -3.0515658e-8
-0.004, -4.2305508e-8, -2.7795867e-8
-0.005, -3.8747682e-8, -2.5622297e-8
-0.006, -3.5695098e-8, -2.3741814e-8
-0.007, -3.2889989e-8, -2.2151696e-8
-0.008, -3.0553462e-8, -2.0718387e-8
-0.009, -2.8508264e-8, -1.9465130e-8
-0.010, -2.6629699e-8, -1.8358376e-8
-0.011, -2.4957222e-8, -1.7375518e-8
-0.012, -2.3424302e-8, -1.6522387e-8
-0.013, -2.2073189e-8, -1.5723176e-8
-0.014, -2.0751877e-8, -1.5054329e-8
-0.015, -1.9566597e-8, -1.4360480e-8
-0.016, -1.8514163e-8, -1.3764407e-8
-0.017, -1.7515246e-8, -1.3257800e-8
-0.018, -1.6555555e-8, -1.2764053e-8
-0.019, -1.5672228e-8, -1.2300823e-8
-0.020, -1.4880206e-8, -1.1842944e-8
-0.021, -1.4073165e-8, -1.1496658e-8
-0.022, -1.3326037e-8, -1.1186878e-8
-0.023, -1.2642731e-8, -1.0840673e-8
-0.024, -1.1988105e-8, -1.0520909e-8
-0.025, -1.1363913e-8, -1.0252908e-8
-0.026, -1.0731894e-8, -9.9265929e-9
-0.027, -1.0186065e-8, -9.7417479e-9
-0.028, -9.6356034e-9, -9.4255777e-9
-0.029, -9.1559169e-9, -9.2667740e-9
-0.030, -8.6605718e-9, -9.0158663e-9
-0.031, -8.1668263e-9, -8.8447605e-9
-0.032, -7.6841840e-9, -8.6969809e-9
-0.033, -7.2585769e-9, -8.4411216e-9
-0.034, -6.8091652e-9, -8.3030862e-9
-0.035, -6.4435484e-9, -8.1477971e-9
-0.036, -6.0617960e-9, -7.9196569e-9
-0.037, -5.6679021e-9, -7.8253972e-9
-0.038, -5.3045222e-9, -7.7218703e-9
-0.039, -4.9233293e-9, -7.5140996e-9
-0.040, -4.6713833e-9, -7.3852511e-9
-0.041, -4.3246193e-9, -7.3122393e-9
-0.042, -3.9953485e-9, -7.2339557e-9
-0.043, -3.7158441e-9, -7.0403234e-9
-0.044, -3.3703578e-9, -6.9296076e-9
-0.045, -3.1381433e-9, -6.8903874e-9
-0.046, -2.8481744e-9, -6.8168156e-9
-0.047, -2.5879212e-9, -6.6699939e-9
-0.048, -2.2882867e-9, -6.5166228e-9
-0.049, -2.0003950e-9, -6.4310695e-9
-0.050, -1.8056443e-9, -6.3599752e-9
-0.051, -1.5206281e-9, -6.3056560e-9
-0.052, -1.3224427e-9, -6.2221002e-9
-0.053, -1.0776865e-9, -6.0878200e-9
-0.054, -9.0354552e-10, -5.9820571e-9
-0.055, -7.3315881e-10, -5.9270193e-9
-0.056, -4.5133783e-10, -5.8764540e-9
-0.057, -3.0906935e-10, -5.8313212e-9
-0.058, -8.8597157e-11, -5.7789991e-9
-0.059, 7.5399020e-11, -5.6851386e-9
-0.060, 2.3092779e-10, -5.5713079e-9
-0.061, 4.5874907e-10, -5.4917462e-9
-0.062, 6.1299976e-10, -5.4422196e-9
-0.063, 7.3945172e-10, -5.3977258e-9
-0.064, 9.6120201e-10, -5.3629776e-9
-0.065, 1.0734351e-9, -5.3305453e-9
-0.066, 1.2772920e-9, -5.2932414e-9
-0.067, 1.4419274e-9, -5.2251825e-9
-0.068, 1.5441752e-9, -5.1323603e-9
-0.069, 1.6812515e-9, -5.0512812e-9
-0.070, 1.8411735e-9, -4.9965623e-9
-0.071, 1.9909510e-9, -4.9596571e-9
-0.072, 2.0791400e-9, -4.9342552e-9
-0.073, 2.1643731e-9, -4.9123674e-9
-0.074, 2.3489786e-9, -4.8822524e-9
-0.075, 2.4962796e-9, -4.8470250e-9
-0.076, 2.5940543e-9, -4.8154716e-9
-0.077, 2.6784091e-9, -4.7615516e-9
-0.078, 2.8444820e-9, -4.6945314e-9
-0.079, 2.9914635e-9, -4.6402122e-9
-0.080, 3.0368361e-9, -4.5831765e-9
-0.081, 3.1122438e-9, -4.5355679e-9
-0.082, 3.2912579e-9, -4.5032160e-9
-0.083, 3.4142749e-9, -4.4720623e-9
-0.084, 3.4828131e-9, -4.4437045e-9
-0.085, 3.5660490e-9, -4.4205386e-9
-0.086, 3.6221259e-9, -4.3954564e-9
-0.087, 3.7384327e-9, -4.3783617e-9
-0.088, 3.9019499e-9, -4.3608672e-9
-0.089, 3.9749612e-9, -4.3480863e-9
-0.090, 4.0254462e-9, -4.3227644e-9
-0.091, 4.0934252e-9, -4.2941664e-9
-0.092, 4.1611643e-9, -4.2523887e-9
-0.093, 4.3163735e-9, -4.2035815e-9
-0.094, 4.4079971e-9, -4.1433506e-9
-0.095, 4.5071302e-9, -4.1130761e-9
-0.096, 4.5529820e-9, -4.0749724e-9
-0.097, 4.5977950e-9, -4.0351917e-9
-0.098, 4.6910165e-9, -4.0117865e-9
-0.099, 4.7866346e-9, -3.9933341e-9
-0.100, 4.9042996e-9, -3.9779970e-9
-0.101, 4.9672462e-9, -3.9597841e-9
-0.102, 4.9909707e-9, -3.9479615e-9
-0.103, 5.0825144e-9, -3.9298285e-9
-0.104, 5.1449018e-9, -3.9166479e-9
-0.105, 5.2445137e-9, -3.9045860e-9
-0.106, 5.3535514e-9, -3.8915648e-9
-0.107, 5.3941314e-9, -3.8804617e-9
-0.108, 5.4566782e-9, -3.8736720e-9
-0.109, 5.4999738e-9, -3.8596926e-9
-0.110, 5.5328848e-9, -3.8469916e-9
-0.111, 5.6077334e-9, -3.8314147e-9
-0.112, 5.6621325e-9, -3.8140806e-9
-0.113, 5.7488836e-9, -3.7976249e-9
-0.114, 5.8826850e-9, -3.7716634e-9
-0.115, 5.9044925e-9, -3.7447436e-9
-0.116, 5.9451519e-9, -3.7139893e-9
-0.117, 5.9824563e-9, -3.6907439e-9
-0.118, 6.0205596e-9, -3.6551167e-9
-0.119, 6.0520331e-9, -3.6386609e-9
-0.120, 6.1055534e-9, -3.6071879e-9
-0.121, 6.1576362e-9, -3.5923302e-9
-0.122, 6.2597247e-9, -3.5706025e-9
-0.123, 6.3457564e-9, -3.5451204e-9
-0.124, 6.4039103e-9, -3.5350554e-9
-0.125, 6.4309895e-9, -3.5266676e-9
-0.126, 6.4738059e-9, -3.5157242e-9
-0.127, 6.5282850e-9, -3.4975909e-9
-0.128, 6.5496928e-9, -3.4944758e-9
-0.129, 6.5800481e-9, -3.4876857e-9
-0.130, 6.6366836e-9, -3.4794576e-9
-0.131, 6.6887664e-9, -3.4683545e-9
-0.132, 6.7556272e-9, -3.4639609e-9
-0.133, 6.8555588e-9, -3.4489431e-9
-0.134, 6.8896684e-9, -3.4483043e-9
-0.135, 6.9149899e-9, -3.4322478e-9
-0.136, 6.9284902e-9, -3.4292129e-9
-0.137, 6.9359980e-9, -3.4296121e-9
-0.138, 6.9596431e-9, -3.4194672e-9
-0.139, 6.9631585e-9, -3.4086831e-9
-0.140, 7.0067743e-9, -3.4058873e-9
-0.141, 7.0308181e-9, -3.3956629e-9
-0.142, 7.0793056e-9, -3.3980589e-9
-0.143, 7.1382575e-9, -3.3890322e-9
-0.144, 7.1771602e-9, -3.3865559e-9
-0.145, 7.2031217e-9, -3.3823222e-9
-0.146, 7.2952249e-9, -3.3802454e-9
-0.147, 7.3100024e-9, -3.3701006e-9
-0.148, 7.3579320e-9, -3.3689824e-9
-0.149, 7.3858897e-9, -3.3588372e-9
-0.150, 7.3958746e-9, -3.3564407e-9
-0.151, 7.4255109e-9, -3.3421419e-9
-0.152, 7.4352569e-9, -3.3432603e-9
-0.153, 7.4431652e-9, -3.3224914e-9
-0.154, 7.4783122e-9, -3.3132252e-9
