July 12, 2006   23:16:37
Square Wave Voltammetry
File: f:\07_02_19_wt\ida_2\tran_1\swv_1.txt
Data Source:  Experiment
Instrument Model:  CHI760B
Header: 
Note: 

Init E (V) = 0.1
Final E (V) = -0.5
Incr E (V) = 0.001
Amplitude (V) = 0.025
Frequency (Hz) = 300
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-6
Sens 2 (A/V) = 1e-6

Potential/V, i1/A, i2/A

0.099, 7.0839531e-7, 5.4856645e-7
0.098, 8.4033826e-7, 6.6865260e-7
0.097, 8.3976107e-7, 6.4907795e-7
0.096, 8.5057906e-7, 5.6990564e-7
0.095, 8.7168729e-7, 7.1934528e-7
0.094, 7.9239953e-7, 5.9680212e-7
0.093, 8.4141021e-7, 6.5595452e-7
0.092, 8.0948394e-7, 6.5275538e-7
0.091, 8.0889021e-7, 6.4553245e-7
0.090, 8.3817798e-7, 6.5013330e-7
0.089, 7.9363633e-7, 6.1352375e-7
0.088, 8.4464233e-7, 6.5235963e-7
0.087, 7.9709935e-7, 5.6345772e-7
0.086, 8.5100783e-7, 6.3712213e-7
0.085, 8.0282166e-7, 6.0075990e-7
0.084, 7.5959929e-7, 6.2099411e-7
0.083, 8.1911458e-7, 6.6086886e-7
0.082, 7.4122852e-7, 6.1502442e-7
0.081, 8.2323731e-7, 5.8788055e-7
0.080, 7.6550305e-7, 6.0132055e-7
0.079, 8.0478412e-7, 6.0851056e-7
0.078, 8.3133426e-7, 5.8913389e-7
0.077, 7.2993231e-7, 6.1456274e-7
0.076, 8.4863314e-7, 5.5639964e-7
0.075, 7.4798982e-7, 6.4831937e-7
0.074, 7.9399911e-7, 6.2402847e-7
0.073, 7.4968830e-7, 5.9380079e-7
0.072, 7.5092515e-7, 6.2653498e-7
0.071, 8.4055262e-7, 6.0100729e-7
0.070, 7.1245211e-7, 5.9767615e-7
0.069, 8.2175313e-7, 6.0188125e-7
0.068, 7.8179590e-7, 5.8233968e-7
0.067, 7.8692455e-7, 5.5075981e-7
0.066, 7.7574379e-7, 6.0339841e-7
0.065, 7.3718832e-7, 5.9924275e-7
0.064, 7.7490279e-7, 5.7041677e-7
0.063, 7.4652206e-7, 5.8936473e-7
0.062, 7.7035133e-7, 5.9004088e-7
0.061, 7.5720811e-7, 5.6832249e-7
0.060, 7.6739946e-7, 6.1063787e-7
0.059, 7.4017316e-7, 5.4876438e-7
0.058, 7.7115931e-7, 5.2683163e-7
0.057, 7.4619231e-7, 6.3544007e-7
0.056, 7.4075035e-7, 5.3811129e-7
0.055, 7.5554254e-7, 5.7984954e-7
0.054, 7.2938820e-7, 6.2158779e-7
0.053, 7.5549309e-7, 5.2500116e-7
0.052, 7.1993895e-7, 5.6375450e-7
0.051, 7.4713228e-7, 5.4736267e-7
0.050, 7.6634404e-7, 5.6726708e-7
0.049, 7.4894626e-7, 5.1950974e-7
0.048, 7.6068767e-7, 5.6431520e-7
0.047, 7.4647267e-7, 5.7701311e-7
0.046, 7.2221462e-7, 5.3637984e-7
0.045, 7.3974445e-7, 6.1612928e-7
0.044, 7.2030173e-7, 5.0255716e-7
0.043, 7.3539081e-7, 5.6932845e-7
0.042, 7.3642968e-7, 5.7564444e-7
0.041, 7.4798976e-7, 4.7478665e-7
0.040, 7.7902547e-7, 5.9139313e-7
0.039, 7.1791055e-7, 5.3270236e-7
0.038, 7.5537764e-7, 5.5275518e-7
0.037, 7.3520937e-7, 5.4454279e-7
0.036, 7.2508408e-7, 5.7228027e-7
0.035, 7.3733668e-7, 5.8215829e-7
0.034, 7.0760376e-7, 4.9210200e-7
0.033, 7.6683875e-7, 6.1792684e-7
0.032, 7.1365594e-7, 4.6553535e-7
0.031, 7.6873516e-7, 5.5054539e-7
0.030, 7.4060188e-7, 5.7915696e-7
0.029, 7.0217834e-7, 5.0404140e-7
0.028, 7.5814808e-7, 5.7107644e-7
0.027, 6.9498833e-7, 5.4843457e-7
0.026, 7.5762040e-7, 5.4582904e-7
0.025, 7.2097782e-7, 5.2198334e-7
0.024, 7.3379124e-7, 5.7622162e-7
0.023, 7.8722132e-7, 5.2318717e-7
0.022, 7.0856026e-7, 5.3576963e-7
0.021, 7.9053603e-7, 5.2028480e-7
0.020, 7.1474432e-7, 5.5874136e-7
0.019, 7.4452669e-7, 5.8098743e-7
0.018, 7.1603063e-7, 5.8586875e-7
0.017, 7.1420016e-7, 5.5239235e-7
0.016, 8.1222140e-7, 5.1769575e-7
0.015, 6.8182868e-7, 6.3331277e-7
0.014, 7.9416407e-7, 5.1551893e-7
0.013, 7.4695083e-7, 5.0761980e-7
0.012, 7.7834937e-7, 5.8384035e-7
0.011, 7.7943776e-7, 5.3111921e-7
0.010, 7.0458600e-7, 5.3372480e-7
0.009, 8.1218843e-7, 6.2115902e-7
0.008, 7.2993237e-7, 5.3999133e-7
0.007, 7.5986316e-7, 5.5430530e-7
0.006, 7.5077674e-7, 6.1838858e-7
0.005, 7.7124184e-7, 5.2495170e-7
0.004, 7.8181245e-7, 5.4523537e-7
0.003, 7.6520615e-7, 5.8306523e-7
0.002, 7.6678930e-7, 5.7150521e-7
0.001, 7.5003459e-7, 5.4142600e-7
-0.000, 7.6922993e-7, 6.3131733e-7
-0.001, 7.4492254e-7, 6.1896571e-7
-0.002, 7.7485333e-7, 5.4431189e-7
-0.003, 7.3453327e-7, 6.0511348e-7
-0.004, 7.9213567e-7, 5.6802560e-7
-0.005, 7.9957300e-7, 5.6194051e-7
-0.006, 7.7523259e-7, 5.7876116e-7
-0.007, 7.9469169e-7, 5.5255731e-7
-0.008, 7.6731692e-7, 6.1231992e-7
-0.009, 7.7020292e-7, 5.8799606e-7
-0.010, 7.7369896e-7, 6.3200997e-7
-0.011, 7.5489942e-7, 5.6011004e-7
-0.012, 7.6349113e-7, 5.9691752e-7
-0.013, 7.6858674e-7, 5.8262003e-7
-0.014, 7.7604062e-7, 5.4838506e-7
-0.015, 8.2096159e-7, 5.7615568e-7
-0.016, 7.6142976e-7, 5.5100713e-7
-0.017, 7.9093184e-7, 5.8209230e-7
-0.018, 7.8059202e-7, 5.7427565e-7
-0.019, 7.7457298e-7, 6.2302246e-7
-0.020, 7.7219829e-7, 6.1332582e-7
-0.021, 7.3062495e-7, 5.2518254e-7
-0.022, 8.1034148e-7, 6.7140650e-7
-0.023, 7.5542710e-7, 5.2930523e-7
-0.024, 7.8712242e-7, 5.9548290e-7
-0.025, 7.8390678e-7, 6.0194725e-7
-0.026, 7.6057222e-7, 5.4294321e-7
-0.027, 7.8570423e-7, 6.5435501e-7
-0.028, 7.3111971e-7, 5.7445709e-7
-0.029, 7.8954656e-7, 6.1009371e-7
-0.030, 7.4464214e-7, 5.6179215e-7
-0.031, 7.7414416e-7, 6.3219136e-7
-0.032, 8.1586592e-7, 6.0056198e-7
-0.033, 7.5546012e-7, 5.5212854e-7
-0.034, 8.1947735e-7, 5.9470779e-7
-0.035, 7.5963226e-7, 6.0590503e-7
-0.036, 7.9490610e-7, 5.8687465e-7
-0.037, 7.5351420e-7, 5.9691752e-7
-0.038, 7.1660781e-7, 6.0476719e-7
-0.039, 8.0329994e-7, 5.7813452e-7
-0.040, 6.9700025e-7, 6.3890315e-7
