July 12, 2006   23:28:56
Cyclic Voltammetry
File: f:\07_02_19_wt\ida_2\tran_1\gc_5.txt
Data Source:  Experiment
Instrument Model:  CHI760B
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A

0.000, -7.9267600e-8, -5.7031833e-8
-0.001, -7.0543365e-8, -5.1106088e-8
-0.002, -6.3655285e-8, -4.6376162e-8
-0.003, -5.7986032e-8, -4.2349665e-8
-0.004, -5.3255231e-8, -3.8880586e-8
-0.005, -4.9186880e-8, -3.6073079e-8
-0.006, -4.5702542e-8, -3.3551149e-8
-0.007, -4.2611294e-8, -3.1421035e-8
-0.008, -3.9873768e-8, -2.9514590e-8
-0.009, -3.7406792e-8, -2.7626038e-8
-0.010, -3.5204867e-8, -2.6140166e-8
-0.011, -3.3064449e-8, -2.4842178e-8
-0.012, -3.1228058e-8, -2.3642599e-8
-0.013, -2.9546959e-8, -2.2553499e-8
-0.014, -2.8006848e-8, -2.1506336e-8
-0.015, -2.6498851e-8, -2.0610388e-8
-0.016, -2.5161720e-8, -1.9793202e-8
-0.017, -2.3912376e-8, -1.9044318e-8
-0.018, -2.2694428e-8, -1.8303659e-8
-0.019, -2.1592944e-8, -1.7630100e-8
-0.020, -2.0551854e-8, -1.7082993e-8
-0.021, -1.9554776e-8, -1.6512642e-8
-0.022, -1.8641892e-8, -1.5979033e-8
-0.023, -1.7758246e-8, -1.5509732e-8
-0.024, -1.6966862e-8, -1.5061278e-8
-0.025, -1.6165174e-8, -1.4586784e-8
-0.026, -1.5381620e-8, -1.4185620e-8
-0.027, -1.4705424e-8, -1.3794522e-8
-0.028, -1.3972675e-8, -1.3419160e-8
-0.029, -1.3300075e-8, -1.3102111e-8
-0.030, -1.2741466e-8, -1.2748956e-8
-0.031, -1.2120148e-8, -1.2391967e-8
-0.032, -1.1535818e-8, -1.2014368e-8
-0.033, -1.1000134e-8, -1.1728553e-8
-0.034, -1.0458939e-8, -1.1421809e-8
-0.035, -9.9480983e-9, -1.1222825e-8
-0.036, -9.4488408e-9, -1.1035024e-8
-0.037, -8.9755439e-9, -1.0781402e-8
-0.038, -8.6037772e-9, -1.0639772e-8
-0.039, -8.1859177e-9, -1.0297481e-8
-0.040, -7.7870714e-9, -1.0220476e-8
-0.041, -7.3464470e-9, -9.7211377e-9
-0.042, -6.9310637e-9, -9.9456043e-9
-0.043, -6.5735950e-9, -9.5762340e-9
-0.044, -6.2457626e-9, -9.3527257e-9
-0.045, -5.8812648e-9, -9.2262740e-9
-0.046, -5.4936811e-9, -9.0479784e-9
-0.047, -5.1958038e-9, -8.7782199e-9
-0.048, -4.8893796e-9, -8.7333270e-9
