July 12, 2006   23:26:37
Square Wave Voltammetry
File: f:\07_02_19_wt\ida_2\tran_1\swv_5.txt
Data Source:  Experiment
Instrument Model:  CHI760B
Header: 
Note: 

Init E (V) = 0.1
Final E (V) = -0.5
Incr E (V) = 0.001
Amplitude (V) = 0.025
Frequency (Hz) = 300
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-6
Sens 2 (A/V) = 1e-6

Potential/V, i1/A, i2/A

0.099, 3.7745798e-7, 3.5775147e-7
0.098, 5.8840834e-7, 3.9007341e-7
0.097, 5.3083897e-7, 3.8027790e-7
0.096, 5.6466155e-7, 3.8339462e-7
0.095, 5.4927557e-7, 3.9495470e-7
0.094, 4.9035401e-7, 3.7881017e-7
0.093, 5.7886012e-7, 4.3885319e-7
0.092, 4.9968776e-7, 3.7402788e-7
0.091, 5.2082896e-7, 3.8365852e-7
0.090, 5.1151170e-7, 4.2376413e-7
0.089, 5.3972747e-7, 3.6243483e-7
0.088, 5.2829932e-7, 3.7681480e-7
0.087, 5.3639633e-7, 3.5026463e-7
0.086, 5.1301237e-7, 3.7091110e-7
0.085, 4.9701629e-7, 3.8700611e-7
0.084, 5.2625444e-7, 3.9413015e-7
0.083, 4.8934805e-7, 3.8778120e-7
0.082, 5.2666672e-7, 3.8265256e-7
0.081, 4.8139947e-7, 3.6695332e-7
0.080, 5.2236265e-7, 3.2528106e-7
0.079, 5.2933819e-7, 4.0931818e-7
0.078, 5.1195690e-7, 3.2599019e-7
0.077, 5.2008693e-7, 3.2836482e-7
0.076, 5.0339821e-7, 4.3829252e-7
0.075, 4.8540676e-7, 3.2298885e-7
0.074, 5.0379396e-7, 4.0503056e-7
0.073, 4.8936454e-7, 3.3974348e-7
0.072, 4.9553211e-7, 3.9431154e-7
0.071, 5.0753738e-7, 3.6828908e-7
0.070, 5.0907101e-7, 2.8715431e-7
0.069, 5.4856650e-7, 3.5923563e-7
0.068, 4.7999777e-7, 3.5442031e-7
0.067, 5.0265612e-7, 3.5262281e-7
0.066, 4.8609934e-7, 3.3245459e-7
0.065, 4.8148189e-7, 3.5016569e-7
0.064, 4.9444367e-7, 3.9724694e-7
0.063, 4.6922929e-7, 2.6906389e-7
0.062, 5.3102031e-7, 3.9678517e-7
0.061, 4.7702946e-7, 2.6584820e-7
0.060, 5.0778476e-7, 3.8865520e-7
0.059, 5.0346421e-7, 3.0249078e-7
0.058, 4.5656435e-7, 3.1784370e-7
0.057, 5.0259013e-7, 3.5288667e-7
0.056, 4.4441060e-7, 3.0892218e-7
0.055, 5.2480328e-7, 3.8250414e-7
0.054, 4.6993836e-7, 3.4432793e-7
0.053, 4.9863235e-7, 3.0740503e-7
0.052, 5.4096427e-7, 3.5128704e-7
0.051, 4.5514611e-7, 3.1050530e-7
0.050, 5.5247483e-7, 2.7933768e-7
0.049, 4.4795613e-7, 3.6302851e-7
0.048, 5.0996152e-7, 3.4831868e-7
0.047, 4.5986246e-7, 3.6236889e-7
0.046, 4.4698317e-7, 3.2712802e-7
0.045, 5.6756392e-7, 3.2539648e-7
0.044, 4.2346730e-7, 4.1484262e-7
0.043, 5.5222745e-7, 3.1283051e-7
0.042, 4.7983286e-7, 3.3125070e-7
