July 12, 2006   23:48:56
Cyclic Voltammetry
File: f:\07_02_19_wt\ida_2\tran_1\gc_13.txt
Data Source:  Experiment
Instrument Model:  CHI760B
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A

0.000, -6.3160030e-8, -3.8725936e-8
-0.001, -5.5243152e-8, -3.4326874e-8
-0.002, -4.9144781e-8, -3.0812501e-8
-0.003, -4.4188550e-8, -2.7749532e-8
-0.004, -4.0062208e-8, -2.5282082e-8
-0.005, -3.6520987e-8, -2.3212760e-8
-0.006, -3.3454910e-8, -2.1444428e-8
-0.007, -3.0807648e-8, -1.9885706e-8
-0.008, -2.8530470e-8, -1.8575893e-8
-0.009, -2.6525292e-8, -1.7387659e-8
-0.010, -2.4697689e-8, -1.6354715e-8
-0.011, -2.3116440e-8, -1.5437999e-8
-0.012, -2.1635920e-8, -1.4654764e-8
-0.013, -2.0333138e-8, -1.3868092e-8
-0.014, -1.9119822e-8, -1.3237350e-8
-0.015, -1.7990061e-8, -1.2669156e-8
-0.016, -1.6992425e-8, -1.2076196e-8
-0.017, -1.6038962e-8, -1.1610090e-8
-0.018, -1.5114416e-8, -1.1160918e-8
-0.019, -1.4310571e-8, -1.0769659e-8
-0.020, -1.3545948e-8, -1.0328954e-8
-0.021, -1.2751131e-8, -9.9446451e-9
-0.022, -1.2110084e-8, -9.6966151e-9
-0.023, -1.1462727e-8, -9.3270041e-9
-0.024, -1.0803946e-8, -9.0998222e-9
-0.025, -1.0220573e-8, -8.8279055e-9
-0.026, -9.6737063e-9, -8.5911376e-9
-0.027, -9.1750874e-9, -8.3291276e-9
-0.028, -8.6604928e-9, -8.1338181e-9
-0.029, -8.1989393e-9, -7.8796356e-9
-0.030, -7.7111837e-9, -7.7725151e-9
-0.031, -7.2630502e-9, -7.5126616e-9
-0.032, -6.8222659e-9, -7.3599287e-9
-0.033, -6.4313270e-9, -7.2724582e-9
-0.034, -6.0536487e-9, -7.0454358e-9
-0.035, -5.7041678e-9, -6.9151498e-9
-0.036, -5.3156257e-9, -6.8550796e-9
-0.037, -4.9277227e-9, -6.7026655e-9
-0.038, -4.7058126e-9, -6.5173418e-9
-0.039, -4.3375596e-9, -6.3911290e-9
-0.040, -4.0057331e-9, -6.3252266e-9
-0.041, -3.7315808e-9, -6.2308074e-9
-0.042, -3.3960796e-9, -6.0492371e-9
-0.043, -3.1727319e-9, -5.9476286e-9
-0.044, -2.8675855e-9, -5.8846021e-9
-0.045, -2.6932847e-9, -5.8289249e-9
-0.046, -2.3538693e-9, -5.7432121e-9
-0.047, -2.0956930e-9, -5.6011036e-9
-0.048, -1.8605227e-9, -5.4942224e-9
-0.049, -1.6628966e-9, -5.4278413e-9
-0.050, -1.3751643e-9, -5.3779154e-9
-0.051, -1.2118072e-9, -5.3402913e-9
-0.052, -9.4907793e-10, -5.2853331e-9
-0.053, -8.1000462e-10, -5.1888365e-9
-0.054, -5.8537858e-10, -5.0740470e-9
-0.055, -4.1730847e-10, -4.9996776e-9
-0.056, -2.5467026e-10, -4.9642903e-9
-0.057, -3.0922903e-11, -4.9329771e-9
-0.058, 1.0343733e-10, -4.8966311e-9
-0.059, 2.8876182e-10, -4.8569300e-9
-0.060, 5.1179017e-10, -4.8133946e-9
-0.061, 6.2314465e-10, -4.7360698e-9
-0.062, 7.7811418e-10, -4.6586650e-9
-0.063, 9.8804209e-10, -4.5818989e-9
-0.064, 1.0759115e-9, -4.5212691e-9
-0.065, 1.2085144e-9, -4.4778137e-9
-0.066, 1.4002294e-9, -4.4425859e-9
-0.067, 1.5208499e-9, -4.4056807e-9
-0.068, 1.6024087e-9, -4.3784416e-9
-0.069, 1.7732745e-9, -4.3568731e-9
-0.070, 1.9351141e-9, -4.3316311e-9
-0.071, 2.0384803e-9, -4.2944861e-9
-0.072, 2.1031843e-9, -4.2293831e-9
-0.073, 2.2529616e-9, -4.1550137e-9
-0.074, 2.4267031e-9, -4.0884722e-9
-0.075, 2.5291107e-9, -4.0395052e-9
-0.076, 2.6162614e-9, -4.0024406e-9
-0.077, 2.7350446e-9, -3.9803134e-9
-0.078, 2.8864198e-9, -3.9573074e-9
-0.079, 2.9968954e-9, -3.9379766e-9
-0.080, 3.0344396e-9, -3.9167278e-9
-0.081, 3.1071314e-9, -3.8964378e-9
-0.082, 3.2678527e-9, -3.8801424e-9
-0.083, 3.3982188e-9, -3.8637666e-9
-0.084, 3.4586889e-9, -3.8452344e-9
-0.085, 3.5370524e-9, -3.8197521e-9
-0.086, 3.6011969e-9, -3.7864418e-9
-0.087, 3.6840335e-9, -3.7445038e-9
-0.088, 3.8063321e-9, -3.6859509e-9
-0.089, 3.9187249e-9, -3.6416170e-9
-0.090, 3.9824704e-9, -3.5968033e-9
-0.091, 4.0367896e-9, -3.5590197e-9
-0.092, 4.1005346e-9, -3.5384902e-9
-0.093, 4.1800163e-9, -3.5162828e-9
-0.094, 4.2734776e-9, -3.4939964e-9
-0.095, 4.3969735e-9, -3.4830525e-9
-0.096, 4.4597606e-9, -3.4657981e-9
-0.097, 4.5087276e-9, -3.4500613e-9
-0.098, 4.5800617e-9, -3.4344849e-9
-0.099, 4.6429283e-9, -3.4242600e-9
