July 12, 2006   23:56:37
Square Wave Voltammetry
File: f:\07_02_19_wt\ida_2\tran_1\swv_17.txt
Data Source:  Experiment
Instrument Model:  CHI760B
Header: 
Note: 

Init E (V) = 0.1
Final E (V) = -0.5
Incr E (V) = 0.001
Amplitude (V) = 0.025
Frequency (Hz) = 300
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-6
Sens 2 (A/V) = 1e-6

Potential/V, i1/A, i2/A

0.099, 4.3110254e-7, 2.4589437e-7
0.098, 4.0138610e-7, 4.0648177e-7
0.097, 5.0626761e-7, 3.7102654e-7
0.096, 4.5973056e-7, 3.2612209e-7
0.095, 4.8651162e-7, 3.2414320e-7
0.094, 4.9234939e-7, 3.1942685e-7
0.093, 4.0193032e-7, 3.6251728e-7
0.092, 5.4149194e-7, 3.2653438e-7
0.091, 4.1510646e-7, 3.5958192e-7
0.090, 4.5128729e-7, 3.6743154e-7
0.089, 4.3989212e-7, 3.3098689e-7
0.088, 4.5847730e-7, 3.5511292e-7
0.087, 4.8540676e-7, 3.9569682e-7
0.086, 4.1626080e-7, 3.0484895e-7
0.085, 4.7551225e-7, 3.0712468e-7
0.084, 4.5072662e-7, 2.7467078e-7
0.083, 4.6700302e-7, 3.1312732e-7
0.082, 3.9380035e-7, 3.5743813e-7
0.081, 4.3743498e-7, 3.3923226e-7
0.080, 4.2224696e-7, 3.9619152e-7
0.079, 4.5585520e-7, 2.7669915e-7
0.078, 4.7081244e-7, 3.2241167e-7
0.077, 4.3360913e-7, 3.4577914e-7
0.076, 4.8524186e-7, 2.9879683e-7
0.075, 4.0935117e-7, 3.4135962e-7
0.074, 4.9711520e-7, 2.5394186e-7
0.073, 4.2140593e-7, 3.4752716e-7
0.072, 4.0646532e-7, 3.3769862e-7
0.071, 4.3374104e-7, 3.7721060e-7
0.070, 4.1131358e-7, 3.4881344e-7
0.069, 4.5811447e-7, 2.5944979e-7
0.068, 4.3705569e-7, 3.0799870e-7
0.067, 4.2787033e-7, 2.5573934e-7
0.066, 4.6635986e-7, 3.7930494e-7
0.065, 4.3974373e-7, 2.8184428e-7
0.064, 4.2824965e-7, 2.8667608e-7
0.063, 4.2709527e-7, 3.7049887e-7
0.062, 3.8759981e-7, 2.7699599e-7
0.061, 4.4487234e-7, 3.7829898e-7
0.060, 4.2562760e-7, 2.7096036e-7
0.059, 4.1807479e-7, 3.1411679e-7
0.058, 4.3125095e-7, 2.7579216e-7
0.057, 4.3895213e-7, 2.2244441e-7
0.056, 4.8835864e-7, 4.0384325e-7
0.055, 4.0146853e-7, 2.7138913e-7
0.054, 4.3656098e-7, 3.3186092e-7
0.053, 4.2889275e-7, 2.5567340e-7
0.052, 4.0263939e-7, 3.1972365e-7
0.051, 4.3337826e-7, 3.3369133e-7
0.050, 4.2048248e-7, 2.4576244e-7
0.049, 4.8291668e-7, 3.7226334e-7
0.048, 4.2763943e-7, 2.3334484e-7
0.047, 4.5369489e-7, 2.7244454e-7
0.046, 4.4561443e-7, 2.6743132e-7
0.045, 3.7335172e-7, 3.3146512e-7
0.044, 4.2613880e-7, 3.1327573e-7
0.043, 3.6601335e-7, 2.8261934e-7
0.042, 4.4319034e-7, 2.8169586e-7
0.041, 3.8059119e-7, 2.8974341e-7
0.040, 4.2434129e-7, 2.8768204e-7
0.039, 4.9577943e-7, 2.3062387e-7
0.038, 3.8408726e-7, 2.6983898e-7
0.037, 4.7844765e-7, 2.1561722e-7
0.036, 3.9074953e-7, 3.1027446e-7
0.035, 4.4363554e-7, 3.2735892e-7
0.034, 3.9414664e-7, 3.4104625e-7
0.033, 3.5818022e-7, 3.0748748e-7
0.032, 4.7683153e-7, 2.2547874e-7
0.031, 3.4393216e-7, 3.1889914e-7
0.030, 4.5941724e-7, 2.4325581e-7
0.029, 4.1161042e-7, 2.3791281e-7
0.028, 4.5013289e-7, 2.8273479e-7
0.027, 4.2951939e-7, 2.9660356e-7
0.026, 3.5463466e-7, 2.6058765e-7
0.025, 4.7556173e-7, 2.7539636e-7
0.024, 3.6934449e-7, 2.7333505e-7
0.023, 4.1500749e-7, 3.4231604e-7
0.022, 3.8934780e-7, 2.9985222e-7
0.021, 4.4998450e-7, 2.5803158e-7
0.020, 4.1899830e-7, 2.5164962e-7
0.019, 4.0425550e-7, 2.5008299e-7
0.018, 4.2317046e-7, 2.6777764e-7
0.017, 4.0306816e-7, 3.1320980e-7
0.016, 4.1487561e-7, 2.6838779e-7
0.015, 3.5618484e-7, 2.7666619e-7
0.014, 4.2109264e-7, 2.5463444e-7
0.013, 3.7673237e-7, 3.1400134e-7
0.012, 4.1845408e-7, 2.8189376e-7
0.011, 4.4525166e-7, 2.8446632e-7
0.010, 4.1421595e-7, 2.7317012e-7
0.009, 4.3586837e-7, 2.1969045e-7
0.008, 3.8797907e-7, 2.7053159e-7
0.007, 4.4515269e-7, 2.4566347e-7
0.006, 3.8288346e-7, 3.6441372e-7
0.005, 3.5710829e-7, 2.8689050e-7
0.004, 3.9286039e-7, 2.7008633e-7
0.003, 3.8491180e-7, 2.5331519e-7
0.002, 4.0765261e-7, 2.0689359e-7
0.001, 4.3537366e-7, 2.5689371e-7
-0.000, 3.9516908e-7, 2.6593068e-7
-0.001, 4.2572651e-7, 2.8751714e-7
-0.002, 4.1523839e-7, 2.0869109e-7
-0.003, 3.9850022e-7, 2.2844708e-7
-0.004, 3.9825287e-7, 3.6748102e-7
-0.005, 3.4838467e-7, 2.5793264e-7
-0.006, 4.2585845e-7, 3.0133643e-7
-0.007, 3.8929835e-7, 2.1884944e-7
-0.008, 4.0044614e-7, 2.3929803e-7
-0.009, 4.0643229e-7, 2.1517198e-7
-0.010, 4.0384327e-7, 1.9721351e-7
-0.011, 4.4333871e-7, 3.4848364e-7
-0.012, 3.6236889e-7, 1.9976957e-7
-0.013, 4.0339796e-7, 3.0529421e-7
-0.014, 3.8966115e-7, 2.2214758e-7
-0.015, 3.7274157e-7, 2.6123081e-7
-0.016, 4.1373772e-7, 2.6756328e-7
-0.017, 3.7447313e-7, 2.3837455e-7
-0.018, 4.3631360e-7, 3.0282058e-7
-0.019, 3.9380035e-7, 2.1490813e-7
-0.020, 4.3304846e-7, 2.2899128e-7
-0.021, 4.0732280e-7, 2.1203873e-7
-0.022, 3.4846713e-7, 2.6381983e-7
-0.023, 4.1002727e-7, 2.4845042e-7
-0.024, 3.3590112e-7, 2.7214770e-7
-0.025, 4.1555171e-7, 2.5265555e-7
-0.026, 3.5006673e-7, 1.9182099e-7
-0.027, 3.9551537e-7, 2.4693327e-7
-0.028, 4.5809799e-7, 2.0254001e-7
-0.029, 3.5130356e-7, 2.9305804e-7
-0.030, 4.4703265e-7, 2.1111524e-7
-0.031, 3.5511292e-7, 2.6274793e-7
-0.032, 3.8875416e-7, 2.2221354e-7
-0.033, 3.6749751e-7, 2.5979608e-7
-0.034, 3.5221055e-7, 2.4084815e-7
-0.035, 4.4879715e-7, 2.8009626e-7
-0.036, 3.1621113e-7, 2.7046565e-7
-0.037, 4.3862235e-7, 2.0618450e-7
-0.038, 3.7138932e-7, 1.5156695e-7
