July 12, 2006   23:39:07
Square Wave Voltammetry
File: f:\07_02_19_wt\ida_2\tran_1\swv_10.txt
Data Source:  Experiment
Instrument Model:  CHI760B
Header: 
Note: 

Init E (V) = 0.1
Final E (V) = -0.5
Incr E (V) = 0.001
Amplitude (V) = 0.025
Frequency (Hz) = 300
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-6
Sens 2 (A/V) = 1e-6

Potential/V, i1/A, i2/A

0.099, 4.1860250e-7, 2.8308108e-7
0.098, 4.8385664e-7, 3.1850334e-7
0.097, 5.1711856e-7, 3.8367500e-7
0.096, 5.1932830e-7, 2.9662004e-7
0.095, 5.1292989e-7, 3.5610236e-7
0.094, 4.9383351e-7, 4.2717770e-7
0.093, 4.5310125e-7, 3.6261622e-7
0.092, 4.9472408e-7, 4.0991182e-7
0.091, 4.7359936e-7, 3.0453563e-7
0.090, 4.6101690e-7, 4.0156749e-7
0.089, 4.8454922e-7, 3.3266895e-7
0.088, 4.9385005e-7, 2.9459167e-7
0.087, 5.2643588e-7, 4.0023176e-7
0.086, 4.5785060e-7, 2.6203884e-7
0.085, 4.7678205e-7, 3.9023831e-7
0.084, 4.7927216e-7, 3.0639910e-7
0.083, 4.5593768e-7, 3.5300209e-7
0.082, 4.7256043e-7, 3.8743491e-7
0.081, 4.3791326e-7, 2.3604935e-7
0.080, 5.0887314e-7, 4.2320346e-7
0.079, 4.7425894e-7, 2.8776446e-7
0.078, 4.9990217e-7, 3.5122110e-7
0.077, 4.8138304e-7, 3.2641890e-7
0.076, 4.2142244e-7, 3.2181799e-7
0.075, 4.7737575e-7, 3.8695669e-7
0.074, 3.9972053e-7, 3.3700601e-7
0.073, 4.8553864e-7, 3.6649158e-7
0.072, 4.0565720e-7, 3.2768872e-7
0.071, 4.4572982e-7, 3.2391233e-7
0.070, 5.2594112e-7, 3.0423882e-7
0.069, 4.4876418e-7, 2.8781398e-7
0.068, 5.1744837e-7, 3.0229290e-7
0.067, 4.3695678e-7, 3.5724025e-7
0.066, 4.7585860e-7, 3.3745130e-7
0.065, 4.3514277e-7, 3.4581211e-7
0.064, 4.1292969e-7, 3.0593736e-7
0.063, 5.3398867e-7, 2.8661012e-7
0.062, 3.7726005e-7, 3.9566379e-7
0.061, 4.8967786e-7, 2.8395510e-7
0.060, 4.4854977e-7, 2.7717738e-7
0.059, 4.6886646e-7, 3.1172561e-7
0.058, 4.5458546e-7, 3.3174544e-7
0.057, 3.9945670e-7, 3.3591760e-7
0.056, 5.2173596e-7, 3.1838792e-7
0.055, 3.9660378e-7, 3.4564721e-7
0.054, 4.3832551e-7, 3.5372767e-7
0.053, 4.3212498e-7, 3.4813729e-7
0.052, 4.6451288e-7, 2.9869790e-7
0.051, 4.5882356e-7, 3.0780083e-7
0.050, 4.2963484e-7, 2.9172227e-7
0.049, 4.7072996e-7, 2.9071634e-7
0.048, 4.3441719e-7, 3.3082199e-7
0.047, 4.5600365e-7, 2.6421563e-7
0.046, 4.1363882e-7, 3.1565042e-7
0.045, 4.5420614e-7, 3.3151457e-7
0.044, 4.1088484e-7, 3.3725337e-7
0.043, 4.5268897e-7, 2.9853297e-7
0.042, 4.7013629e-7, 3.3586815e-7
0.041, 4.4246468e-7, 2.8778095e-7
0.040, 4.7523196e-7, 2.8243795e-7
0.039, 4.2457219e-7, 2.9429486e-7
0.038, 4.7681505e-7, 2.8962793e-7
0.037, 4.4342113e-7, 3.3575270e-7
0.036, 3.9637291e-7, 2.9945647e-7
0.035, 4.2721069e-7, 3.9032079e-7
0.034, 4.1904772e-7, 2.9239840e-7
0.033, 4.4241523e-7, 2.3639564e-7
0.032, 4.7157096e-7, 3.0196307e-7
0.031, 4.4271206e-7, 2.4015554e-7
0.030, 4.6581567e-7, 3.3558780e-7
0.029, 4.6373782e-7, 2.2348334e-7
0.028, 4.4513621e-7, 3.0171569e-7
0.027, 4.3649501e-7, 3.7869475e-7
0.026, 4.0067698e-7, 2.5626707e-7
0.025, 4.6032420e-7, 3.4719733e-7
0.024, 4.3553854e-7, 2.8585157e-7
0.023, 4.2894226e-7, 2.9530077e-7
0.022, 4.5031430e-7, 2.8588454e-7
0.021, 4.4073317e-7, 2.3570303e-7
0.020, 4.6777805e-7, 3.7444013e-7
0.019, 4.0216116e-7, 2.2623730e-7
0.018, 4.4566389e-7, 3.1006005e-7
0.017, 4.2826611e-7, 2.9093070e-7
0.016, 4.1472717e-7, 2.7589113e-7
0.015, 4.6347395e-7, 3.2424214e-7
0.014, 4.2551216e-7, 2.3966081e-7
0.013, 4.8196017e-7, 3.1423221e-7
0.012, 4.1889933e-7, 2.6602959e-7
0.011, 4.8761649e-7, 2.6698606e-7
0.010, 4.3125095e-7, 2.8258637e-7
0.009, 3.8243820e-7, 2.9950593e-7
0.008, 4.5427208e-7, 2.9599340e-7
0.007, 3.7478645e-7, 2.6507314e-7
0.006, 4.5753728e-7, 2.7620445e-7
0.005, 3.8969412e-7, 2.8512596e-7
0.004, 4.3834200e-7, 2.7544587e-7
0.003, 4.9310796e-7, 2.7099333e-7
0.002, 3.8379042e-7, 2.7490165e-7
0.001, 4.8580250e-7, 2.0562381e-7
-0.000, 3.9050218e-7, 3.0468405e-7
-0.001, 4.3191059e-7, 2.9694985e-7
-0.002, 4.0216116e-7, 3.0404090e-7
-0.003, 3.8860571e-7, 2.5306784e-7
-0.004, 4.9076624e-7, 2.3898468e-7
-0.005, 3.5052847e-7, 3.0849344e-7
-0.006, 4.7791991e-7, 2.4642205e-7
-0.007, 4.2928852e-7, 2.4919251e-7
-0.008, 4.4465799e-7, 2.3778088e-7
-0.009, 4.2155435e-7, 2.7114177e-7
-0.010, 3.8928187e-7, 2.9511938e-7
-0.011, 4.6363891e-7, 2.7039968e-7
-0.012, 3.9617501e-7, 2.9662004e-7
-0.013, 4.1400159e-7, 2.6128026e-7
-0.014, 4.0748768e-7, 2.5705862e-7
-0.015, 4.6279786e-7, 2.6203884e-7
-0.016, 4.2130699e-7, 2.5384290e-7
-0.017, 4.3212498e-7, 2.5153420e-7
-0.018, 4.1174235e-7, 2.5654739e-7
-0.019, 3.9421261e-7, 2.4657047e-7
-0.020, 4.2198312e-7, 2.7755667e-7
-0.021, 3.8438409e-7, 2.5341413e-7
-0.022, 4.3924899e-7, 2.8898481e-7
-0.023, 3.6695332e-7, 3.1162665e-7
-0.024, 4.1809130e-7, 2.5493131e-7
-0.025, 4.6467781e-7, 2.4122744e-7
-0.026, 4.1878391e-7, 2.4661995e-7
-0.027, 4.2478655e-7, 2.5298539e-7
-0.028, 3.9897844e-7, 2.8538980e-7
-0.029, 4.0033069e-7, 2.6195639e-7
-0.030, 4.0829576e-7, 2.8682450e-7
-0.031, 3.7848037e-7, 2.3708827e-7
-0.032, 3.9277791e-7, 3.1480943e-7
-0.033, 4.0392570e-7, 2.4663643e-7
-0.034, 4.0755367e-7, 2.4058431e-7
-0.035, 4.4129388e-7, 2.3708824e-7
-0.036, 3.9543295e-7, 2.1040614e-7
-0.037, 4.1339138e-7, 3.0864186e-7
