July 12, 2006   23:21:37
Square Wave Voltammetry
File: f:\07_02_19_wt\ida_2\tran_1\swv_3.txt
Data Source:  Experiment
Instrument Model:  CHI760B
Header: 
Note: 

Init E (V) = 0.1
Final E (V) = -0.5
Incr E (V) = 0.001
Amplitude (V) = 0.025
Frequency (Hz) = 300
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-6
Sens 2 (A/V) = 1e-6

Potential/V, i1/A, i2/A

0.099, 5.4228349e-7, 4.5334860e-7
0.098, 6.2754094e-7, 4.6767914e-7
0.097, 6.3369203e-7, 4.6413359e-7
0.096, 6.3558849e-7, 4.9345425e-7
0.095, 6.3956276e-7, 3.9289330e-7
0.094, 6.8031153e-7, 5.0778476e-7
0.093, 5.9002434e-7, 4.3172918e-7
0.092, 6.3478046e-7, 4.6828930e-7
0.091, 6.0141957e-7, 4.7628734e-7
0.090, 5.9411411e-7, 4.4746139e-7
0.089, 6.1001123e-7, 4.9701623e-7
0.088, 5.7259359e-7, 3.7899161e-7
0.087, 6.4685162e-7, 4.7795294e-7
0.086, 5.7826639e-7, 4.0099033e-7
0.085, 6.4160758e-7, 4.2547919e-7
0.084, 6.0336544e-7, 4.3532418e-7
0.083, 5.4383361e-7, 4.9497140e-7
0.082, 5.9846769e-7, 4.6942716e-7
0.081, 5.4005727e-7, 4.7656764e-7
0.080, 6.2366564e-7, 4.3098709e-7
0.079, 5.6766282e-7, 4.1337492e-7
0.078, 5.8863918e-7, 4.5844430e-7
0.077, 6.3646246e-7, 4.3611578e-7
0.076, 5.4792338e-7, 4.3416981e-7
0.075, 6.4869863e-7, 3.7668286e-7
0.074, 5.4757709e-7, 4.2394552e-7
0.073, 5.8042673e-7, 4.7602350e-7
0.072, 5.5946697e-7, 4.3453264e-7
0.071, 5.5392604e-7, 4.2498448e-7
0.070, 6.5625136e-7, 4.3872132e-7
0.069, 5.1119832e-7, 4.3901812e-7
0.068, 6.2353371e-7, 4.4716461e-7
0.067, 5.8519259e-7, 3.8454900e-7
0.066, 5.9652177e-7, 3.8484586e-7
0.065, 5.6715163e-7, 4.3816061e-7
0.064, 5.4662058e-7, 3.9429509e-7
0.063, 5.8608305e-7, 4.9028802e-7
0.062, 5.4879740e-7, 3.9360245e-7
0.061, 5.7722752e-7, 3.8149818e-7
0.060, 5.5338182e-7, 4.1650819e-7
0.059, 5.8525853e-7, 3.6889924e-7
0.058, 5.7289049e-7, 4.2887626e-7
0.057, 6.0196373e-7, 3.6027456e-7
0.056, 5.6047287e-7, 4.3052535e-7
0.055, 5.4584552e-7, 3.9478977e-7
0.054, 5.6736599e-7, 3.9066708e-7
0.053, 5.5191413e-7, 4.6081897e-7
0.052, 5.8756723e-7, 3.5808125e-7
0.051, 5.5470110e-7, 4.2150486e-7
0.050, 5.7505076e-7, 3.8177856e-7
0.049, 6.0605345e-7, 4.1378718e-7
0.048, 5.8756723e-7, 3.9521854e-7
0.047, 5.7472096e-7, 3.6223696e-7
0.046, 5.8072357e-7, 4.5648187e-7
0.045, 5.2538041e-7, 4.1106620e-7
0.044, 5.8263652e-7, 4.0794941e-7
0.043, 5.5996168e-7, 4.0061104e-7
0.042, 5.6245176e-7, 4.3326281e-7
0.041, 5.6688776e-7, 3.9714794e-7
0.040, 5.8172952e-7, 3.4454234e-7
0.039, 6.3323029e-7, 4.1419946e-7
0.038, 5.4488908e-7, 3.6698631e-7
0.037, 5.9022227e-7, 4.1914672e-7
0.036, 5.6982316e-7, 4.0514604e-7
0.035, 5.6386995e-7, 4.1792637e-7
0.034, 5.7313781e-7, 4.0249100e-7
0.033, 5.4789041e-7, 3.4248097e-7
0.032, 6.2186814e-7, 4.1530436e-7
0.031, 5.5488249e-7, 3.6342428e-7
0.030, 6.1579954e-7, 4.0987888e-7
0.029, 5.7386342e-7, 3.7994806e-7
0.028, 5.2508358e-7, 4.1761305e-7
0.027, 5.8578627e-7, 4.1476017e-7
0.026, 5.1988900e-7, 4.2249434e-7
0.025, 6.1535422e-7, 4.1088481e-7
0.024, 5.4858305e-7, 3.7501735e-7
0.023, 5.7686475e-7, 4.4315732e-7
0.022, 6.3022895e-7, 4.0044614e-7
0.021, 5.4670306e-7, 4.1571661e-7
0.020, 6.4431208e-7, 3.1540304e-7
0.019, 5.4729674e-7, 4.1574958e-7
0.018, 5.8758371e-7, 4.4266258e-7
0.017, 5.6039045e-7, 3.9850022e-7
0.016, 5.6464506e-7, 3.9746129e-7
0.015, 6.4399876e-7, 3.6624419e-7
0.014, 5.1743189e-7, 4.2282414e-7
0.013, 6.2866235e-7, 4.0961504e-7
0.012, 5.8730342e-7, 3.5351331e-7
0.011, 6.0115565e-7, 3.7824952e-7
0.010, 5.7543002e-7, 3.8931483e-7
0.009, 5.5447020e-7, 3.9185443e-7
0.008, 5.9709890e-7, 4.2849700e-7
0.007, 5.5742208e-7, 3.7185106e-7
0.006, 5.8181195e-7, 4.0079243e-7
0.005, 5.5470105e-7, 3.6673896e-7
0.004, 5.9830279e-7, 3.8252062e-7
0.003, 5.6492536e-7, 3.8128383e-7
0.002, 6.0466823e-7, 3.4294271e-7
0.001, 5.6748149e-7, 4.3715465e-7
-0.000, 5.5565761e-7, 3.5569010e-7
-0.001, 5.6929548e-7, 4.0545933e-7
-0.002, 5.6228686e-7, 4.2236240e-7
-0.003, 5.9162403e-7, 3.3880349e-7
-0.004, 5.4597746e-7, 4.0229310e-7
