July 13, 2006   00:06:27
Cyclic Voltammetry
File: f:\07_02_19_wt\ida_2\tran_1\gc_20.txt
Data Source:  Experiment
Instrument Model:  CHI760B
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A

0.000, -6.1642197e-8, -3.7755857e-8
-0.001, -5.3613896e-8, -3.3279711e-8
-0.002, -4.7324207e-8, -2.9644873e-8
-0.003, -4.2280028e-8, -2.6511055e-8
-0.004, -3.8041772e-8, -2.4013888e-8
-0.005, -3.4470759e-8, -2.1934898e-8
-0.006, -3.1320564e-8, -2.0147317e-8
-0.007, -2.8712678e-8, -1.8622622e-8
-0.008, -2.6419450e-8, -1.7243714e-8
-0.009, -2.4436238e-8, -1.6178177e-8
-0.010, -2.2684201e-8, -1.5139801e-8
-0.011, -2.1102634e-8, -1.4252322e-8
-0.012, -1.9649354e-8, -1.3420118e-8
-0.013, -1.8411994e-8, -1.2743925e-8
-0.014, -1.7240534e-8, -1.2044803e-8
-0.015, -1.6161579e-8, -1.1463268e-8
-0.016, -1.5165060e-8, -1.0920634e-8
-0.017, -1.4297871e-8, -1.0469385e-8
-0.018, -1.3417741e-8, -1.0002400e-8
-0.019, -1.2649602e-8, -9.6646620e-9
-0.020, -1.1928754e-8, -9.2723651e-9
-0.021, -1.1206068e-8, -8.8878966e-9
-0.022, -1.0617343e-8, -8.6200540e-9
-0.023, -9.9858024e-9, -8.3216989e-9
-0.024, -9.3878914e-9, -8.0214244e-9
-0.025, -8.8344736e-9, -7.8099003e-9
-0.026, -8.3396099e-9, -7.5358271e-9
-0.027, -7.8272517e-9, -7.3382802e-9
-0.028, -7.3615438e-9, -7.1595863e-9
-0.029, -6.9380932e-9, -6.9290489e-9
-0.030, -6.5926864e-9, -6.8248043e-9
-0.031, -6.1690772e-9, -6.5884351e-9
-0.032, -5.7545728e-9, -6.4031913e-9
-0.033, -5.3107532e-9, -6.2879222e-9
-0.034, -5.0396363e-9, -6.1076304e-9
-0.035, -4.7357678e-9, -5.9795013e-9
-0.036, -4.3910804e-9, -5.8647918e-9
-0.037, -4.0963983e-9, -5.7606266e-9
-0.038, -3.7946868e-9, -5.6023817e-9
-0.039, -3.4873042e-9, -5.4682610e-9
-0.040, -3.2118734e-9, -5.3967675e-9
-0.041, -2.9367626e-9, -5.3409304e-9
