Feb. 2, 2006   23:48:15
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_23_19_psoralen_nonequil_3\data\control\1\75um_control_transfer_1_gc_9.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.000, -6.2213857e-8, -7.1806404e-8, 3.3333334e-1
-0.001, -5.1237077e-8, -6.2978685e-8, 6.6666669e-1
-0.002, -4.4300148e-8, -5.6320580e-8, 1.0000000e+0
-0.003, -3.9261380e-8, -5.1158320e-8, 1.3333334e+0
-0.004, -3.5315185e-8, -4.7047898e-8, 1.6666667e+0
-0.005, -3.2109032e-8, -4.3682856e-8, 2.0000000e+0
-0.006, -2.9382846e-8, -4.0887933e-8, 2.3333333e+0
-0.007, -2.7083255e-8, -3.8518355e-8, 2.6666665e+0
-0.008, -2.5092497e-8, -3.6489379e-8, 2.9999998e+0
-0.009, -2.3323308e-8, -3.4733052e-8, 3.3333330e+0
-0.010, -2.1804025e-8, -3.3188986e-8, 3.6666663e+0
-0.011, -2.0402609e-8, -3.1819237e-8, 3.9999995e+0
-0.012, -1.9166301e-8, -3.0581386e-8, 4.3333330e+0
-0.013, -1.8063805e-8, -2.9453794e-8, 4.6666665e+0
-0.014, -1.7016580e-8, -2.8448522e-8, 5.0000000e+0
-0.015, -1.6078602e-8, -2.7521731e-8, 5.3333335e+0
-0.016, -1.5203218e-8, -2.6669861e-8, 5.6666670e+0
-0.017, -1.4362203e-8, -2.5875316e-8, 6.0000005e+0
-0.018, -1.3628308e-8, -2.5143164e-8, 6.3333340e+0
-0.019, -1.2908468e-8, -2.4463375e-8, 6.6666675e+0
-0.020, -1.2235867e-8, -2.3824475e-8, 7.0000010e+0
-0.021, -1.1630351e-8, -2.3222684e-8, 7.3333344e+0
-0.022, -1.1034047e-8, -2.2652920e-8, 7.6666679e+0
-0.023, -1.0487935e-8, -2.2119913e-8, 8.0000010e+0
-0.024, -9.9575326e-9, -2.1618579e-8, 8.3333340e+0
-0.025, -9.4515773e-9, -2.1138870e-8, 8.6666670e+0
-0.026, -9.0114050e-9, -2.0683746e-8, 9.0000000e+0
-0.027, -8.5437160e-9, -2.0251786e-8, 9.3333330e+0
-0.028, -8.1112201e-9, -1.9840742e-8, 9.6666660e+0
-0.029, -7.7237230e-9, -1.9443409e-8, 9.9999990e+0
-0.030, -7.3054003e-9, -1.9061677e-8, 1.0333332e+1
-0.031, -6.9479005e-9, -1.8719062e-8, 1.0666665e+1
-0.032, -6.5697328e-9, -1.8376332e-8, 1.0999998e+1
-0.033, -6.2111711e-9, -1.8046361e-8, 1.1333331e+1
-0.034, -5.9201639e-9, -1.7732111e-8, 1.1666664e+1
-0.035, -5.5988041e-9, -1.7431217e-8, 1.1999997e+1
-0.036, -5.2964593e-9, -1.7124057e-8, 1.2333330e+1
-0.037, -5.0126565e-9, -1.6855664e-8, 1.2666663e+1
-0.038, -4.7253104e-9, -1.6592468e-8, 1.2999996e+1
-0.039, -4.4664277e-9, -1.6331400e-8, 1.3333329e+1
-0.040, -4.2016395e-9, -1.6084517e-8, 1.3666662e+1
-0.041, -3.9320089e-9, -1.5840939e-8, 1.3999995e+1
-0.042, -3.7286347e-9, -1.5607290e-8, 1.4333328e+1
-0.043, -3.4980967e-9, -1.5378250e-8, 1.4666661e+1
-0.044, -3.2727554e-9, -1.5167529e-8, 1.4999994e+1
-0.045, -3.0666647e-9, -1.4961534e-8, 1.5333327e+1
-0.046, -2.8525429e-9, -1.4754240e-8, 1.5666660e+1
-0.047, -2.6560185e-9, -1.4564911e-8, 1.5999993e+1
-0.048, -2.4722495e-9, -1.4375108e-8, 1.6333326e+1
-0.049, -2.2682847e-9, -1.4192397e-8, 1.6666660e+1
-0.050, -2.1067190e-9, -1.4016893e-8, 1.6999994e+1
-0.051, -1.9119664e-9, -1.3850491e-8, 1.7333328e+1
-0.052, -1.7410707e-9, -1.3686688e-8, 1.7666662e+1
-0.053, -1.5921420e-9, -1.3530213e-8, 1.7999996e+1
-0.054, -1.4322300e-9, -1.3377639e-8, 1.8333330e+1
-0.055, -1.2933401e-9, -1.3229200e-8, 1.8666664e+1
-0.056, -1.1386244e-9, -1.3084779e-8, 1.8999998e+1
-0.057, -9.7079944e-10, -1.2947215e-8, 1.9333332e+1
-0.058, -8.5234159e-10, -1.2812130e-8, 1.9666666e+1
-0.059, -7.0908202e-10, -1.2674921e-8, 2.0000000e+1
-0.060, -5.7279048e-10, -1.2535226e-8, 2.0333334e+1
-0.061, -4.6425341e-10, -1.2408652e-8, 2.0666668e+1
-0.062, -3.1225417e-10, -1.2282904e-8, 2.1000002e+1
-0.063, -2.0041009e-10, -1.2157748e-8, 2.1333336e+1
-0.064, -7.7582447e-11, -1.2034128e-8, 2.1666670e+1
-0.065, 5.5284020e-11, -1.1916535e-8, 2.2000004e+1
-0.066, 1.4870391e-10, -1.1805679e-8, 2.2333338e+1
-0.067, 2.5015484e-10, -1.1696122e-8, 2.2666672e+1
-0.068, 3.6412473e-10, -1.1597085e-8, 2.3000006e+1
-0.069, 4.4585238e-10, -1.1503247e-8, 2.3333340e+1
-0.070, 5.5545241e-10, -1.1424064e-8, 2.3666674e+1
-0.071, 6.2855854e-10, -1.1351618e-8, 2.4000008e+1
-0.072, 6.9233447e-10, -1.1287799e-8, 2.4333342e+1
-0.073, 7.6614920e-10, -1.1237925e-8, 2.4666676e+1
-0.074, 7.9071466e-10, -1.1186870e-8, 2.5000010e+1
-0.075, 8.7102503e-10, -1.1141724e-8, 2.5333344e+1
-0.076, 9.3680874e-10, -1.1100478e-8, 2.5666677e+1
-0.077, 9.6031127e-10, -1.1060177e-8, 2.6000011e+1
-0.078, 1.0290475e-9, -1.1023304e-8, 2.6333345e+1
-0.079, 1.0706200e-9, -1.0984777e-8, 2.6666679e+1
-0.080, 1.1130192e-9, -1.0949558e-8, 2.7000013e+1
-0.081, 1.1884873e-9, -1.0913394e-8, 2.7333347e+1
-0.082, 1.2314769e-9, -1.0869430e-8, 2.7666681e+1
-0.083, 1.3032839e-9, -1.0816601e-8, 2.8000015e+1
-0.084, 1.3767444e-9, -1.0753727e-8, 2.8333349e+1
-0.085, 1.4393393e-9, -1.0685300e-8, 2.8666683e+1
-0.086, 1.5318143e-9, -1.0610253e-8, 2.9000017e+1
-0.087, 1.5992515e-9, -1.0531660e-8, 2.9333351e+1
-0.088, 1.6834593e-9, -1.0456023e-8, 2.9666685e+1
-0.089, 1.7803041e-9, -1.0376840e-8, 3.0000019e+1
-0.090, 1.8273093e-9, -1.0300848e-8, 3.0333353e+1
-0.091, 1.9149422e-9, -1.0227573e-8, 3.0666687e+1
