Feb. 2, 2006   23:28:22
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_23_19_psoralen_nonequil_3\data\control\1\75um_control_transfer_1_gc_2.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.000, -7.2707472e-8, -7.7558404e-8, 3.3333334e-1
-0.001, -6.2260625e-8, -6.8886330e-8, 6.6666669e-1
-0.002, -5.5573608e-8, -6.2360712e-8, 1.0000000e+0
-0.003, -5.0642544e-8, -5.7258369e-8, 1.3333334e+0
-0.004, -4.6693515e-8, -5.3169448e-8, 1.6666667e+0
-0.005, -4.3426184e-8, -4.9840455e-8, 2.0000000e+0
-0.006, -4.0611067e-8, -4.7065981e-8, 2.3333333e+0
-0.007, -3.8203289e-8, -4.4704908e-8, 2.6666665e+0
-0.008, -3.6096203e-8, -4.2686455e-8, 2.9999998e+0
-0.009, -3.4237253e-8, -4.0938279e-8, 3.3333330e+0
-0.010, -3.2617702e-8, -3.9407215e-8, 3.6666663e+0
-0.011, -3.1101372e-8, -3.8046451e-8, 3.9999995e+0
-0.012, -2.9739166e-8, -3.6842749e-8, 4.3333330e+0
-0.013, -2.8530611e-8, -3.5761961e-8, 4.6666665e+0
-0.014, -2.7385953e-8, -3.4786236e-8, 5.0000000e+0
-0.015, -2.6362702e-8, -3.3900449e-8, 5.3333335e+0
-0.016, -2.5396970e-8, -3.3079072e-8, 5.6666670e+0
-0.017, -2.4478716e-8, -3.2323172e-8, 6.0000005e+0
-0.018, -2.3658250e-8, -3.1620925e-8, 6.3333340e+0
-0.019, -2.2851603e-8, -3.0964657e-8, 6.6666675e+0
-0.020, -2.2106017e-8, -3.0345134e-8, 7.0000010e+0
-0.021, -2.1409914e-8, -2.9769463e-8, 7.3333344e+0
-0.022, -2.0724322e-8, -2.9220617e-8, 7.6666679e+0
-0.023, -2.0093649e-8, -2.8706284e-8, 8.0000010e+0
-0.024, -1.9492267e-8, -2.8220075e-8, 8.3333340e+0
