Feb. 2, 2006   23:19:47
Square Wave Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_23_19_psoralen_nonequil_3\data\control\1\75um_control_soak_1_swv_1.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.1
Final E (V) = -0.5
Incr E (V) = 0.001
Amplitude (V) = 0.025
Frequency (Hz) = 300
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-6
Sens 2 (A/V) = 1e-6

Potential/V, i1/A, i2/A

0.099, 1.0762194e-6, 6.6403550e-7
0.098, 1.1531733e-6, 7.2044833e-7
0.097, 1.1334141e-6, 7.0457486e-7
0.096, 1.1367142e-6, 6.9535929e-7
0.095, 1.1427913e-6, 7.0603244e-7
0.094, 1.1411353e-6, 7.0380048e-7
0.093, 1.1398637e-6, 7.0817919e-7
0.092, 1.1252736e-6, 7.0007644e-7
0.091, 1.1276054e-6, 6.8740474e-7
0.090, 1.1366093e-6, 7.0214816e-7
0.089, 1.1359099e-6, 7.0020019e-7
0.088, 1.1348483e-6, 7.0338922e-7
0.087, 1.1179744e-6, 6.9452926e-7
0.086, 1.1233751e-6, 6.8295753e-7
0.085, 1.1327642e-6, 6.9641715e-7
0.084, 1.1317313e-6, 6.9779429e-7
0.083, 1.1302225e-6, 6.9972344e-7
0.082, 1.1155953e-6, 6.9118084e-7
0.081, 1.1182753e-6, 6.8172631e-7
0.080, 1.1264394e-6, 6.9178600e-7
0.079, 1.1266369e-6, 6.9406502e-7
0.078, 1.1250038e-6, 6.9576492e-7
0.077, 1.1181512e-6, 6.9225689e-7
0.076, 1.1125376e-6, 6.7712375e-7
0.075, 1.1225721e-6, 6.8896634e-7
0.074, 1.1224782e-6, 6.8980614e-7
0.073, 1.1211578e-6, 6.9570024e-7
0.072, 1.1060363e-6, 6.8503164e-7
0.071, 1.1113356e-6, 6.7513224e-7
0.070, 1.1198449e-6, 6.8846776e-7
0.069, 1.1217908e-6, 6.8991864e-7
0.068, 1.1188588e-6, 6.9312659e-7
0.067, 1.1031196e-6, 6.8245203e-7
0.066, 1.1062566e-6, 6.7019084e-7
0.065, 1.1099161e-6, 6.8199989e-7
0.064, 1.1229351e-6, 6.9181840e-7
0.063, 1.1151695e-6, 6.8953858e-7
