Feb. 2, 2006   23:53:38
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_23_19_psoralen_nonequil_3\data\control\1\75um_control_transfer_1_gc_11.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.000, -6.1990406e-8, -6.9741027e-8, 3.3333334e-1
-0.001, -5.0652350e-8, -6.0917799e-8, 6.6666669e-1
-0.002, -4.3498815e-8, -5.4268558e-8, 1.0000000e+0
-0.003, -3.8301788e-8, -4.9126630e-8, 1.3333334e+0
-0.004, -3.4262293e-8, -4.5015142e-8, 1.6666667e+0
-0.005, -3.0985984e-8, -4.1664872e-8, 2.0000000e+0
-0.006, -2.8217283e-8, -3.8887087e-8, 2.3333333e+0
-0.007, -2.5882141e-8, -3.6531098e-8, 2.6666665e+0
-0.008, -2.3861153e-8, -3.4522330e-8, 2.9999998e+0
-0.009, -2.2082041e-8, -3.2780068e-8, 3.3333330e+0
-0.010, -2.0570315e-8, -3.1247112e-8, 3.6666663e+0
-0.011, -1.9171971e-8, -2.9878425e-8, 3.9999995e+0
-0.012, -1.7934008e-8, -2.8668699e-8, 4.3333330e+0
-0.013, -1.6839071e-8, -2.7586378e-8, 4.6666665e+0
-0.014, -1.5800232e-8, -2.6597537e-8, 5.0000000e+0
-0.015, -1.4877017e-8, -2.5700523e-8, 5.3333335e+0
-0.016, -1.4027262e-8, -2.4885409e-8, 5.6666670e+0
-0.017, -1.3227938e-8, -2.4136952e-8, 6.0000005e+0
-0.018, -1.2519197e-8, -2.3438604e-8, 6.3333340e+0
-0.019, -1.1816600e-8, -2.2782213e-8, 6.6666675e+0
-0.020, -1.1173645e-8, -2.2171795e-8, 7.0000010e+0
-0.021, -1.0588323e-8, -2.1604869e-8, 7.3333344e+0
-0.022, -1.0020364e-8, -2.1066779e-8, 7.6666679e+0
-0.023, -9.5059054e-9, -2.0566391e-8, 8.0000010e+0
-0.024, -8.9951078e-9, -2.0093774e-8, 8.3333340e+0
-0.025, -8.4967109e-9, -1.9645150e-8, 8.6666670e+0
-0.026, -8.0759079e-9, -1.9214134e-8, 9.0000000e+0
-0.027, -7.6312476e-9, -1.8818220e-8, 9.3333330e+0
-0.028, -7.2104447e-9, -1.8435539e-8, 9.6666660e+0
-0.029, -6.8505832e-9, -1.8064917e-8, 9.9999990e+0
-0.030, -6.4551728e-9, -1.7711075e-8, 1.0333332e+1
-0.031, -6.1097198e-9, -1.7374962e-8, 1.0666665e+1
-0.032, -5.7529292e-9, -1.7055038e-8, 1.0999998e+1
-0.033, -5.4133817e-9, -1.6750125e-8, 1.1333331e+1
-0.034, -5.1382005e-9, -1.6453367e-8, 1.1666664e+1
-0.035, -4.8227458e-9, -1.6168899e-8, 1.1999997e+1
-0.036, -4.5323296e-9, -1.5900385e-8, 1.2333330e+1
-0.037, -4.2613997e-9, -1.5639317e-8, 1.2666663e+1
-0.038, -3.9827937e-9, -1.5388061e-8, 1.2999996e+1
-0.039, -3.7423344e-9, -1.5148029e-8, 1.3333329e+1
-0.040, -3.5058916e-9, -1.4912489e-8, 1.3666662e+1
-0.041, -3.2564569e-9, -1.4681204e-8, 1.3999995e+1
-0.042, -3.0556810e-9, -1.4460555e-8, 1.4333328e+1
-0.043, -2.8126239e-9, -1.4246641e-8, 1.4666661e+1
-0.044, -2.5725193e-9, -1.4033084e-8, 1.4999994e+1
-0.045, -2.3815461e-9, -1.3830519e-8, 1.5333327e+1
-0.046, -2.1693141e-9, -1.3641307e-8, 1.5666660e+1
-0.047, -1.9879070e-9, -1.3463676e-8, 1.5999993e+1
-0.048, -1.8042559e-9, -1.3280729e-8, 1.6333326e+1
-0.049, -1.6148178e-9, -1.3111134e-8, 1.6666660e+1
-0.050, -1.4617558e-9, -1.2951587e-8, 1.6999994e+1
-0.051, -1.2772781e-9, -1.2793693e-8, 1.7333328e+1
-0.052, -1.0998865e-9, -1.2635918e-8, 1.7666662e+1
-0.053, -9.7221664e-10, -1.2492089e-8, 1.7999996e+1
-0.054, -8.1596563e-10, -1.2351569e-8, 1.8333330e+1
-0.055, -6.8404404e-10, -1.2216603e-8, 1.8666664e+1
-0.056, -5.2484050e-10, -1.2080338e-8, 1.8999998e+1
-0.057, -4.1098869e-10, -1.1964399e-8, 1.9333332e+1
-0.058, -2.7599636e-10, -1.1840071e-8, 1.9666666e+1
-0.059, -1.4785405e-10, -1.1712432e-8, 2.0000000e+1
-0.060, -1.9947929e-11, -1.1597913e-8, 2.0333334e+1
-0.061, 8.0558178e-11, -1.1484220e-8, 2.0666668e+1
-0.062, 2.1873929e-10, -1.1373482e-8, 2.1000002e+1
-0.063, 3.2396952e-10, -1.1266998e-8, 2.1333336e+1
