Feb. 2, 2006   23:37:24
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_23_19_psoralen_nonequil_3\data\control\1\75um_control_transfer_1_gc_5.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.000, -5.9713251e-8, -6.9721764e-8, 3.3333334e-1
-0.001, -4.9927070e-8, -6.1835848e-8, 6.6666669e-1
-0.002, -4.3825136e-8, -5.5882591e-8, 1.0000000e+0
-0.003, -3.9388460e-8, -5.1257832e-8, 1.3333334e+0
-0.004, -3.5896729e-8, -4.7573106e-8, 1.6666667e+0
-0.005, -3.3042991e-8, -4.4547726e-8, 2.0000000e+0
-0.006, -3.0585255e-8, -4.2030887e-8, 2.3333333e+0
-0.007, -2.8496597e-8, -3.9900037e-8, 2.6666665e+0
-0.008, -2.6669300e-8, -3.8056612e-8, 2.9999998e+0
-0.009, -2.5031204e-8, -3.6448725e-8, 3.3333330e+0
-0.010, -2.3608765e-8, -3.5030169e-8, 3.6666663e+0
-0.011, -2.2278684e-8, -3.3764657e-8, 3.9999995e+0
-0.012, -2.1079696e-8, -3.2620523e-8, 4.3333330e+0
-0.013, -2.0006016e-8, -3.1578615e-8, 4.6666665e+0
-0.014, -1.9010287e-8, -3.0624520e-8, 5.0000000e+0
-0.015, -1.8097463e-8, -2.9747362e-8, 5.3333335e+0
-0.016, -1.7338886e-8, -2.8962740e-8, 5.6666670e+0
-0.017, -1.6474958e-8, -2.8226930e-8, 6.0000005e+0
-0.018, -1.5743188e-8, -2.7541349e-8, 6.3333340e+0
-0.019, -1.5039999e-8, -2.6909420e-8, 6.6666675e+0
-0.020, -1.4404720e-8, -2.6322166e-8, 7.0000010e+0
-0.021, -1.3821763e-8, -2.5777101e-8, 7.3333344e+0
-0.022, -1.3257936e-8, -2.5263713e-8, 7.6666679e+0
-0.023, -1.2736273e-8, -2.4781288e-8, 8.0000010e+0
-0.024, -1.2219924e-8, -2.4324153e-8, 8.3333340e+0
-0.025, -1.1713142e-8, -2.3880139e-8, 8.6666670e+0
-0.026, -1.1278402e-8, -2.3446050e-8, 9.0000000e+0
-0.027, -1.0798784e-8, -2.3028745e-8, 9.3333330e+0
-0.028, -1.0352117e-8, -2.2620538e-8, 9.6666660e+0
-0.029, -9.9469037e-9, -2.2230534e-8, 9.9999990e+0
-0.030, -9.5256283e-9, -2.1863100e-8, 1.0333332e+1
