Feb. 3, 2006   01:04:57
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_23_19_psoralen_nonequil_3\data\control\2\75um_control_transfer_2_gc_12.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.000, -5.6756527e-8, -5.8852422e-8, 3.3333334e-1
-0.001, -4.6032845e-8, -5.0813110e-8, 6.6666669e-1
-0.002, -3.9339447e-8, -4.4824748e-8, 1.0000000e+0
-0.003, -3.4529446e-8, -4.0214999e-8, 1.3333334e+0
-0.004, -3.0759935e-8, -3.6564071e-8, 1.6666667e+0
-0.005, -2.7706132e-8, -3.3628865e-8, 2.0000000e+0
-0.006, -2.5129703e-8, -3.1199956e-8, 2.3333333e+0
-0.007, -2.2939355e-8, -2.9150534e-8, 2.6666665e+0
-0.008, -2.1066704e-8, -2.7409927e-8, 2.9999998e+0
-0.009, -1.9415145e-8, -2.5902615e-8, 3.3333330e+0
-0.010, -1.8001682e-8, -2.4585457e-8, 3.6666663e+0
-0.011, -1.6682938e-8, -2.3435533e-8, 3.9999995e+0
-0.012, -1.5506863e-8, -2.2390317e-8, 4.3333330e+0
-0.013, -1.4456805e-8, -2.1462931e-8, 4.6666665e+0
-0.014, -1.3475600e-8, -2.0628674e-8, 5.0000000e+0
-0.015, -1.2603405e-8, -1.9868871e-8, 5.3333335e+0
-0.016, -1.1794987e-8, -1.9176552e-8, 5.6666670e+0
-0.017, -1.1027433e-8, -1.8547933e-8, 6.0000005e+0
-0.018, -1.0338889e-8, -1.7950988e-8, 6.3333340e+0
-0.019, -9.6742028e-9, -1.7400016e-8, 6.6666675e+0
-0.020, -9.0636076e-9, -1.6894663e-8, 7.0000010e+0
-0.021, -8.5133625e-9, -1.6418266e-8, 7.3333344e+0
-0.022, -7.9617015e-9, -1.5981104e-8, 7.6666679e+0
-0.023, -7.4590529e-9, -1.5559307e-8, 8.0000010e+0
-0.024, -6.9796706e-9, -1.5157484e-8, 8.3333340e+0
-0.025, -6.5152879e-9, -1.4784968e-8, 8.6666670e+0
-0.026, -6.1098384e-9, -1.4419546e-8, 9.0000000e+0
-0.027, -5.6912790e-9, -1.4084612e-8, 9.3333330e+0
-0.028, -5.3010649e-9, -1.3774263e-8, 9.6666660e+0
-0.029, -4.9564393e-9, -1.3471003e-8, 9.9999990e+0
-0.030, -4.5825237e-9, -1.3182754e-8, 1.0333332e+1
-0.031, -4.2513610e-9, -1.2908095e-8, 1.0666665e+1
-0.032, -3.9262220e-9, -1.2649156e-8, 1.0999998e+1
-0.033, -3.6152554e-9, -1.2396006e-8, 1.1333331e+1
-0.034, -3.3524752e-9, -1.2155976e-8, 1.1666664e+1
-0.035, -3.0676093e-9, -1.1933672e-8, 1.1999997e+1
-0.036, -2.7940816e-9, -1.1713733e-8, 1.2333330e+1
-0.037, -2.5448832e-9, -1.1503247e-8, 1.2666663e+1
-0.038, -2.2790323e-9, -1.1304699e-8, 1.2999996e+1
-0.039, -2.0470770e-9, -1.1112061e-8, 1.3333329e+1
-0.040, -1.8122871e-9, -1.0918003e-8, 1.3666662e+1
-0.041, -1.5659229e-9, -1.0733164e-8, 1.3999995e+1
-0.042, -1.4044755e-9, -1.0561797e-8, 1.4333328e+1
-0.043, -1.1909445e-9, -1.0402958e-8, 1.4666661e+1
-0.044, -9.7753139e-10, -1.0244237e-8, 1.4999994e+1
-0.045, -7.9825019e-10, -1.0094499e-8, 1.5333327e+1
-0.046, -6.0739491e-10, -9.9491340e-9, 1.5666660e+1
-0.047, -4.4323095e-10, -9.8079038e-9, 1.5999993e+1
-0.048, -2.7363428e-10, -9.6677386e-9, 1.6333326e+1
-0.049, -8.0771244e-11, -9.5353734e-9, 1.6666660e+1
-0.050, 6.4496096e-11, -9.4098622e-9, 1.6999994e+1
-0.051, 2.3810826e-10, -9.2843511e-9, 1.7333328e+1
-0.052, 3.9223341e-10, -9.1604946e-9, 1.7666662e+1
-0.053, 5.2013954e-10, -9.0471568e-9, 1.7999996e+1
-0.054, 6.7509132e-10, -8.9366550e-9, 1.8333330e+1
-0.055, 8.0878448e-10, -8.8291081e-9, 1.8666664e+1
-0.056, 9.5003638e-10, -8.7164791e-9, 1.8999998e+1
-0.057, 1.0764071e-9, -8.6242959e-9, 1.9333332e+1
-0.058, 1.2020692e-9, -8.5202947e-9, 1.9666666e+1
-0.059, 1.3338728e-9, -8.4168841e-9, 2.0000000e+1
-0.060, 1.4861082e-9, -8.3171372e-9, 2.0333334e+1
-0.061, 1.5041781e-9, -8.2366531e-9, 2.0666668e+1
-0.062, 1.6870024e-9, -8.1314706e-9, 2.1000002e+1
-0.063, 1.7882170e-9, -8.0398781e-9, 2.1333336e+1
-0.064, 1.8992343e-9, -7.9491134e-9, 2.1666670e+1
-0.065, 2.0143851e-9, -7.8616571e-9, 2.2000004e+1
-0.066, 2.1066242e-9, -7.7790467e-9, 2.2333338e+1
-0.067, 2.2122086e-9, -7.6931279e-9, 2.2666672e+1
-0.068, 2.3188562e-9, -7.6085085e-9, 2.3000006e+1
-0.069, 2.4305822e-9, -7.5258981e-9, 2.3333340e+1
-0.070, 2.4723907e-9, -7.4636155e-9, 2.3666674e+1
-0.071, 2.5884865e-9, -7.3827779e-9, 2.4000008e+1
-0.072, 2.6765918e-9, -7.3024133e-9, 2.4333342e+1
-0.073, 2.7854832e-9, -7.2187389e-9, 2.4666676e+1
-0.074, 2.8421727e-9, -7.1520829e-9, 2.5000010e+1
-0.075, 2.9419704e-9, -7.0855464e-9, 2.5333344e+1
-0.076, 3.0536964e-9, -7.0126265e-9, 2.5666677e+1
-0.077, 3.1212517e-9, -6.9316708e-9, 2.6000011e+1
-0.078, 3.2321505e-9, -6.8589876e-9, 2.6333345e+1
-0.079, 3.2903762e-9, -6.7936332e-9, 2.6666679e+1
-0.080, 3.3545058e-9, -6.7279227e-9, 2.7000013e+1
-0.081, 3.4322183e-9, -6.6743850e-9, 2.7333347e+1
-0.082, 3.4863097e-9, -6.6092665e-9, 2.7666681e+1
-0.083, 3.5817374e-9, -6.5481656e-9, 2.8000015e+1
-0.084, 3.6423244e-9, -6.4917915e-9, 2.8333349e+1
-0.085, 3.6746846e-9, -6.4362458e-9, 2.8666683e+1
-0.086, 3.7198000e-9, -6.3858994e-9, 2.9000017e+1
-0.087, 3.7797965e-9, -6.3335444e-9, 2.9333351e+1
-0.088, 3.8722718e-9, -6.2744521e-9, 2.9666685e+1
-0.089, 3.9721875e-9, -6.2196150e-9, 3.0000019e+1
-0.090, 4.0071457e-9, -6.1670238e-9, 3.0333353e+1
-0.091, 4.0862749e-9, -6.1132499e-9, 3.0666687e+1
-0.092, 4.1548938e-9, -6.0688126e-9, 3.1000021e+1
-0.093, 4.1845376e-9, -6.0189391e-9, 3.1333355e+1
-0.094, 4.2648480e-9, -5.9703655e-9, 3.1666689e+1
-0.095, 4.3109081e-9, -5.9208469e-9, 3.2000023e+1
-0.096, 4.3732671e-9, -5.8738099e-9, 3.2333355e+1
-0.097, 4.4545221e-9, -5.8311453e-9, 3.2666687e+1
-0.098, 4.4769619e-9, -5.7883631e-9, 3.3000019e+1
-0.099, 4.5412101e-9, -5.7414447e-9, 3.3333351e+1
-0.100, 4.5930575e-9, -5.7010254e-9, 3.3666683e+1
-0.101, 4.6402993e-9, -5.6622613e-9, 3.4000015e+1
-0.102, 4.7182476e-9, -5.6232605e-9, 3.4333347e+1
-0.103, 4.7774176e-9, -5.5800053e-9, 3.4666679e+1
-0.104, 4.7888733e-9, -5.5384053e-9, 3.5000011e+1
-0.105, 4.8625699e-9, -5.4964500e-9, 3.5333344e+1
-0.106, 4.8711915e-9, -5.4604041e-9, 3.5666676e+1
-0.107, 4.9388649e-9, -5.4219940e-9, 3.6000008e+1
-0.108, 4.9935465e-9, -5.3853570e-9, 3.6333340e+1
-0.109, 5.0299227e-9, -5.3475384e-9, 3.6666672e+1
-0.110, 5.0972413e-9, -5.3101927e-9, 3.7000004e+1
-0.111, 5.1245235e-9, -5.2739102e-9, 3.7333336e+1
-0.112, 5.1613718e-9, -5.2442464e-9, 3.7666668e+1
-0.113, 5.2306990e-9, -5.2109188e-9, 3.8000000e+1
-0.114, 5.2477054e-9, -5.1749907e-9, 3.8333332e+1
-0.115, 5.3034506e-9, -5.1492264e-9, 3.8666664e+1
-0.116, 5.3452593e-9, -5.1206261e-9, 3.8999996e+1
-0.117, 5.3763203e-9, -5.0900164e-9, 3.9333328e+1
-0.118, 5.4371436e-9, -5.0614162e-9, 3.9666660e+1
-0.119, 5.4630083e-9, -5.0330522e-9, 3.9999992e+1
-0.120, 5.5213514e-9, -5.0017337e-9, 4.0333324e+1
-0.121, 5.5742619e-9, -4.9724238e-9, 4.0666656e+1
-0.122, 5.5970557e-9, -4.9400417e-9, 4.0999989e+1
-0.123, 5.6433520e-9, -4.9152229e-9, 4.1333321e+1
-0.124, 5.6931917e-9, -4.8887498e-9, 4.1666653e+1
-0.125, 5.7113798e-9, -4.8577862e-9, 4.1999985e+1
-0.126, 5.7677156e-9, -4.8333217e-9, 4.2333317e+1
-0.127, 5.8086975e-9, -4.8092126e-9, 4.2666649e+1
-0.128, 5.8338530e-9, -4.7833302e-9, 4.2999981e+1
-0.129, 5.8982192e-9, -4.7576845e-9, 4.3333313e+1
-0.130, 5.9206595e-9, -4.7385389e-9, 4.3666645e+1
-0.131, 5.9666014e-9, -4.7176201e-9, 4.3999977e+1
-0.132, 6.0166778e-9, -4.6886655e-9, 4.4333309e+1
-0.133, 6.0454948e-9, -4.6649102e-9, 4.4666641e+1
-0.134, 6.1115148e-9, -4.6452917e-9, 4.4999973e+1
-0.135, 6.1416312e-9, -4.6215369e-9, 4.5333305e+1
-0.136, 6.1752905e-9, -4.5968367e-9, 4.5666637e+1
-0.137, 6.2305632e-9, -4.5700088e-9, 4.5999969e+1
-0.138, 6.2372951e-9, -4.5540540e-9, 4.6333302e+1
-0.139, 6.3029608e-9, -4.5332538e-9, 4.6666634e+1
-0.140, 6.3539813e-9, -4.5126898e-9, 4.6999966e+1
-0.141, 6.3578787e-9, -4.4918895e-9, 4.7333298e+1
-0.142, 6.4241341e-9, -4.4739252e-9, 4.7666630e+1
-0.143, 6.4543695e-9, -4.4544253e-9, 4.7999962e+1
-0.144, 6.4920442e-9, -4.4348072e-9, 4.8333294e+1
-0.145, 6.5542847e-9, -4.4147157e-9, 4.8666626e+1
-0.146, 6.5796772e-9, -4.3980521e-9, 4.8999958e+1
-0.147, 6.6358945e-9, -4.3745332e-9, 4.9333290e+1
-0.148, 6.6919941e-9, -4.3568056e-9, 4.9666622e+1
-0.149, 6.7270705e-9, -4.3317510e-9, 4.9999954e+1
-0.150, 6.7602577e-9, -4.3152051e-9, 5.0333286e+1
-0.151, 6.8398589e-9, -4.2949955e-9, 5.0666618e+1
-0.152, 6.8566299e-9, -4.2823500e-9, 5.0999950e+1
-0.153, 6.9488690e-9, -4.2554045e-9, 5.1333282e+1
-0.154, 6.9772139e-9, -4.2298769e-9, 5.1666615e+1
-0.155, 6.9718995e-9, -4.2350767e-9, 5.1999947e+1
-0.156, 7.0187860e-9, -4.2172310e-9, 5.2333279e+1
-0.157, 7.0279986e-9, -4.2088399e-9, 5.2666611e+1
-0.158, 7.1289765e-9, -4.1771666e-9, 5.2999943e+1
-0.159, 7.1625181e-9, -4.1636943e-9, 5.3333275e+1
-0.160, 7.2360962e-9, -4.1397028e-9, 5.3666607e+1
-0.161, 7.3082576e-9, -4.1288297e-9, 5.3999939e+1
-0.162, 7.3298709e-9, -4.1138204e-9, 5.4333271e+1
-0.163, 7.4055748e-9, -4.0919561e-9, 5.4666603e+1
-0.164, 7.4626190e-9, -4.0763561e-9, 5.4999935e+1
-0.165, 7.5350171e-9, -4.0505919e-9, 5.5333267e+1
-0.166, 7.6036342e-9, -4.0316830e-9, 5.5666599e+1
-0.167, 7.5811952e-9, -4.0234100e-9, 5.5999931e+1
-0.168, 7.7577598e-9, -3.9911456e-9, 5.6333263e+1
-0.169, 7.5712743e-9, -4.0270733e-9, 5.6666595e+1
-0.170, 7.7060305e-9, -3.9881911e-9, 5.6999928e+1
-0.171, 7.8438571e-9, -3.9649093e-9, 5.7333260e+1
-0.172, 7.8175200e-9, -3.9659729e-9, 5.7666592e+1
-0.173, 7.9053892e-9, -3.9545092e-9, 5.7999924e+1
-0.174, 7.9906597e-9, -3.9340629e-9, 5.8333256e+1
-0.175, 8.0475857e-9, -3.9202357e-9, 5.8666588e+1
-0.176, 8.1068734e-9, -3.9062904e-9, 5.8999920e+1
-0.177, 8.1860030e-9, -3.8929353e-9, 5.9333252e+1
-0.178, 8.2268672e-9, -3.8743804e-9, 5.9666584e+1
-0.179, 8.2944220e-9, -3.8588985e-9, 5.9999916e+1
-0.180, 8.3661114e-9, -3.8497987e-9, 6.0333248e+1
-0.181, 8.4186667e-9, -3.8365617e-9, 6.0666580e+1
-0.182, 8.4970875e-9, -3.8267527e-9, 6.0999912e+1
-0.183, 8.5561398e-9, -3.8154071e-9, 6.1333244e+1
-0.184, 8.6298355e-9, -3.8064250e-9, 6.1666576e+1
-0.185, 8.7042418e-9, -3.7949612e-9, 6.1999908e+1
-0.186, 8.7619938e-9, -3.7787697e-9, 6.2333241e+1
