Feb. 3, 2006   00:53:40
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_23_19_psoralen_nonequil_3\data\control\2\75um_control_transfer_2_gc_8.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.000, -5.2547200e-8, -6.1446556e-8, 3.3333334e-1
-0.001, -4.2958373e-8, -5.3186351e-8, 6.6666669e-1
-0.002, -3.7028986e-8, -4.7016698e-8, 1.0000000e+0
-0.003, -3.2745369e-8, -4.2245865e-8, 1.3333334e+0
-0.004, -2.9337022e-8, -3.8469665e-8, 1.6666667e+0
-0.005, -2.6548362e-8, -3.5404575e-8, 2.0000000e+0
-0.006, -2.4171529e-8, -3.2879107e-8, 2.3333333e+0
-0.007, -2.2164830e-8, -3.0745422e-8, 2.6666665e+0
-0.008, -2.0413003e-8, -2.8927758e-8, 2.9999998e+0
-0.009, -1.8861121e-8, -2.7366436e-8, 3.3333330e+0
-0.010, -1.7535292e-8, -2.5986525e-8, 3.6666663e+0
-0.011, -1.6285991e-8, -2.4778924e-8, 3.9999995e+0
-0.012, -1.5163536e-8, -2.3708774e-8, 4.3333330e+0
-0.013, -1.4173356e-8, -2.2736595e-8, 4.6666665e+0
-0.014, -1.3231952e-8, -2.1857190e-8, 5.0000000e+0
-0.015, -1.2402394e-8, -2.1060160e-8, 5.3333335e+0
-0.016, -1.1623856e-8, -2.0337588e-8, 5.6666670e+0
-0.017, -1.0883700e-8, -1.9670320e-8, 6.0000005e+0
-0.018, -1.0223620e-8, -1.9059314e-8, 6.3333340e+0
-0.019, -8.4550198e-9, -1.8340520e-8, 6.6666675e+0
-0.020, -8.5653280e-9, -1.7847578e-8, 7.0000010e+0
-0.021, -8.4043537e-9, -1.7462062e-8, 7.3333344e+0
-0.022, -7.6392785e-9, -1.6986846e-8, 7.6666679e+0
-0.023, -7.0928134e-9, -1.6516003e-8, 8.0000010e+0
-0.024, -6.8691253e-9, -1.6165943e-8, 8.3333340e+0
-0.025, -6.5857955e-9, -1.5820847e-8, 8.6666670e+0
-0.026, -6.2085728e-9, -1.5460506e-8, 9.0000000e+0
-0.027, -5.7945018e-9, -1.5116473e-8, 9.3333330e+0
-0.028, -5.4100746e-9, -1.4782960e-8, 9.6666660e+0
-0.029, -5.0668656e-9, -1.4471073e-8, 9.9999990e+0
-0.030, -4.7026343e-9, -1.4174314e-8, 1.0333332e+1
-0.031, -4.3817474e-9, -1.3889491e-8, 1.0666665e+1
-0.032, -4.0597974e-9, -1.3619797e-8, 1.0999998e+1
-0.033, -3.7480037e-9, -1.3362511e-8, 1.1333331e+1
-0.034, -3.5010490e-9, -1.3116336e-8, 1.1666664e+1
-0.035, -3.2087430e-9, -1.2879968e-8, 1.1999997e+1
-0.036, -2.9385223e-9, -1.2652701e-8, 1.2333330e+1
-0.037, -2.6755058e-9, -1.2430633e-8, 1.2666663e+1
-0.038, -2.4072926e-9, -1.2218967e-8, 1.2999996e+1
-0.039, -2.1761639e-9, -1.2013563e-8, 1.3333329e+1
-0.040, -1.9347604e-9, -1.1815843e-8, 1.3666662e+1
-0.041, -1.6885144e-9, -1.1626513e-8, 1.3999995e+1
-0.042, -1.5046273e-9, -1.1446519e-8, 1.4333328e+1
-0.043, -1.2721996e-9, -1.1271608e-8, 1.4666661e+1
-0.044, -1.0540624e-9, -1.1099887e-8, 1.4999994e+1
-0.045, -8.6143559e-10, -1.0926275e-8, 1.5333327e+1
-0.046, -6.5014832e-10, -1.0769800e-8, 1.5666660e+1
-0.047, -4.7925253e-10, -1.0616516e-8, 1.5999993e+1
-0.048, -2.9548344e-10, -1.0471860e-8, 1.6333326e+1
-0.049, -1.0533677e-10, -1.0327320e-8, 1.6666660e+1
-0.050, 5.5402124e-11, -1.0190110e-8, 1.6999994e+1
-0.051, 2.5665056e-10, -1.0051481e-8, 1.7333328e+1
-0.052, 4.0109110e-10, -9.9192334e-9, 1.7666662e+1
-0.053, 5.4931104e-10, -9.7895851e-9, 1.7999996e+1
-0.054, 7.1123096e-10, -9.6639567e-9, 1.8333330e+1
-0.055, 8.5437252e-10, -9.5404546e-9, 1.8666664e+1
-0.056, 1.0069622e-9, -9.4242809e-9, 1.8999998e+1
-0.057, 1.1665201e-9, -9.3168522e-9, 1.9333332e+1
-0.058, 1.2992684e-9, -9.2022141e-9, 1.9666666e+1
-0.059, 1.4522126e-9, -9.0927754e-9, 2.0000000e+1
-0.060, 1.5862599e-9, -8.9909014e-9, 2.0333334e+1
-0.061, 1.6631453e-9, -8.8921004e-9, 2.0666668e+1
-0.062, 1.8149086e-9, -8.7903445e-9, 2.1000002e+1
-0.063, 1.9423421e-9, -8.6926066e-9, 2.1333336e+1
-0.064, 2.0631621e-9, -8.5980592e-9, 2.1666670e+1
-0.065, 2.2022881e-9, -8.5103666e-9, 2.2000004e+1
-0.066, 2.2841335e-9, -8.4227931e-9, 2.2333338e+1
-0.067, 2.3983400e-9, -8.3327372e-9, 2.2666672e+1
-0.068, 2.5112470e-9, -8.2501268e-9, 2.3000006e+1
-0.069, 2.6263978e-9, -8.1631439e-9, 2.3333340e+1
-0.070, 2.7432021e-9, -8.0797058e-9, 2.3666674e+1
-0.071, 2.7961127e-9, -8.0089135e-9, 2.4000008e+1
-0.072, 2.9081928e-9, -7.9298497e-9, 2.4333342e+1
-0.073, 3.0244067e-9, -7.8543305e-9, 2.4666676e+1
-0.074, 3.0865290e-9, -7.7789295e-9, 2.5000010e+1
-0.075, 3.1989638e-9, -7.7073095e-9, 2.5333344e+1
-0.076, 3.2903762e-9, -7.6342728e-9, 2.5666677e+1
-0.077, 3.3620644e-9, -7.5651352e-9, 2.6000011e+1
-0.078, 3.4658776e-9, -7.5014350e-9, 2.6333345e+1
-0.079, 3.5577621e-9, -7.4325333e-9, 2.6666679e+1
-0.080, 3.6338210e-9, -7.3661135e-9, 2.7000013e+1
-0.081, 3.7403503e-9, -7.2949673e-9, 2.7333347e+1
-0.082, 3.7976307e-9, -7.2318569e-9, 2.7666681e+1
-0.083, 3.9029788e-9, -7.1688655e-9, 2.8000015e+1
-0.084, 3.9919108e-9, -7.1128468e-9, 2.8333349e+1
-0.085, 4.0452934e-9, -7.0509181e-9, 2.8666683e+1
-0.086, 4.1413113e-9, -6.9860353e-9, 2.9000017e+1
-0.087, 4.2153623e-9, -6.9242256e-9, 2.9333351e+1
-0.088, 4.3097272e-9, -6.8667880e-9, 2.9666685e+1
-0.089, 4.4009032e-9, -6.8056867e-9, 3.0000019e+1
-0.090, 4.4461368e-9, -6.7489596e-9, 3.0333353e+1
-0.091, 4.5553827e-9, -6.6880941e-9, 3.0666687e+1
-0.092, 4.6379371e-9, -6.6288850e-9, 3.1000021e+1
-0.093, 4.6374646e-9, -6.5871655e-9, 3.1333355e+1
-0.094, 4.7845035e-9, -6.5309109e-9, 3.1666689e+1
-0.095, 4.8535940e-9, -6.4798558e-9, 3.2000023e+1
-0.096, 4.9275268e-9, -6.4304548e-9, 3.2333355e+1
-0.097, 5.0107896e-9, -6.3801080e-9, 3.2666687e+1
-0.098, 5.0647628e-9, -6.3265713e-9, 3.3000019e+1
-0.099, 5.1493254e-9, -6.2788250e-9, 3.3333351e+1
-0.100, 5.2249116e-9, -6.2341514e-9, 3.3666683e+1
-0.101, 5.2987263e-9, -6.1878240e-9, 3.4000015e+1
-0.102, 5.3948628e-9, -6.1412591e-9, 3.4333347e+1
-0.103, 5.4723386e-9, -6.0996590e-9, 3.4666679e+1
-0.104, 5.5161546e-9, -6.0578222e-9, 3.5000011e+1
-0.105, 5.5952842e-9, -6.0197669e-9, 3.5333344e+1
-0.106, 5.6276446e-9, -5.9788752e-9, 3.5666676e+1
-0.107, 5.7137419e-9, -5.9320744e-9, 3.6000008e+1
-0.108, 5.7867302e-9, -5.8956737e-9, 3.6333340e+1
-0.109, 5.8176730e-9, -5.8616370e-9, 3.6666672e+1
-0.110, 5.9142820e-9, -5.8195639e-9, 3.7000004e+1
-0.111, 5.9738059e-9, -5.7778449e-9, 3.7333336e+1
-0.112, 6.0377001e-9, -5.7434537e-9, 3.7666668e+1
-0.113, 6.1281669e-9, -5.7069349e-9, 3.8000000e+1
-0.114, 6.1678498e-9, -5.6762071e-9, 3.8333332e+1
-0.115, 6.2470975e-9, -5.6419340e-9, 3.8666664e+1
-0.116, 6.3161880e-9, -5.6071880e-9, 3.8999996e+1
-0.117, 6.3675634e-9, -5.5725602e-9, 3.9333328e+1
-0.118, 6.4449215e-9, -5.5394689e-9, 3.9666660e+1
-0.119, 6.4835408e-9, -5.5101594e-9, 3.9999992e+1
-0.120, 6.5590084e-9, -5.4783680e-9, 4.0333324e+1
-0.121, 6.6638850e-9, -5.4433853e-9, 4.0666656e+1
-0.122, 6.7106538e-9, -5.4145484e-9, 4.0999989e+1
-0.123, 6.7808070e-9, -5.3835847e-9, 4.1333321e+1
-0.124, 6.8663142e-9, -5.3504929e-9, 4.1666653e+1
-0.125, 6.9029267e-9, -5.3158655e-9, 4.1999985e+1
-0.126, 6.9913857e-9, -5.2901017e-9, 4.2333317e+1
-0.127, 7.0588233e-9, -5.2622098e-9, 4.2666649e+1
-0.128, 7.1223627e-9, -5.2343188e-9, 4.2999981e+1
-0.129, 7.2136568e-9, -5.2070184e-9, 4.3333313e+1
-0.130, 7.2607800e-9, -5.1824363e-9, 4.3666645e+1
-0.131, 7.3413267e-9, -5.1489901e-9, 4.3999977e+1
-0.132, 7.4127793e-9, -5.1231082e-9, 4.4333309e+1
-0.133, 7.4784454e-9, -5.0986442e-9, 4.4666641e+1
-0.134, 7.5659594e-9, -5.0728799e-9, 4.4999973e+1
-0.135, 7.6442621e-9, -5.0394338e-9, 4.5333305e+1
-0.136, 7.7054398e-9, -5.0168611e-9, 4.5666637e+1
-0.137, 7.8005131e-9, -4.9883790e-9, 4.5999969e+1
-0.138, 7.8377163e-9, -4.9682876e-9, 4.6333302e+1
-0.139, 7.9373947e-9, -4.9494964e-9, 4.6666634e+1
-0.140, 8.0211304e-9, -4.9288138e-9, 4.6999966e+1
-0.141, 8.0732141e-9, -4.9048232e-9, 4.7333298e+1
-0.142, 8.1733660e-9, -4.8789404e-9, 4.7666630e+1
-0.143, 8.2510789e-9, -4.8561315e-9, 4.7999962e+1
-0.144, 8.3279632e-9, -4.8376942e-9, 4.8333294e+1
-0.145, 8.4268157e-9, -4.8176036e-9, 4.8666626e+1
-0.146, 8.5146850e-9, -4.7953854e-9, 4.8999958e+1
-0.147, 8.6238128e-9, -4.7726938e-9, 4.9333290e+1
-0.148, 8.7308143e-9, -4.7523661e-9, 4.9666622e+1
-0.149, 8.8204555e-9, -4.7308570e-9, 4.9999954e+1
-0.150, 8.9450545e-9, -4.7033204e-9, 5.0333286e+1
-0.151, 9.0456789e-9, -4.6839381e-9, 5.0666618e+1
-0.152, 9.1757109e-9, -4.6528554e-9, 5.0999950e+1
-0.153, 9.3169623e-9, -4.6384372e-9, 5.1333282e+1
-0.154, 9.4340029e-9, -4.6210644e-9, 5.1666615e+1
-0.155, 9.5802148e-9, -4.6002637e-9, 5.1999947e+1
-0.156, 9.7342214e-9, -4.5808819e-9, 5.2333279e+1
-0.157, 9.8698054e-9, -4.5578363e-9, 5.2666611e+1
-0.158, 1.0030425e-8, -4.5398720e-9, 5.2999943e+1
-0.159, 1.0176402e-8, -4.5224993e-9, 5.3333275e+1
-0.160, 1.0324149e-8, -4.5035895e-9, 5.3666607e+1
-0.161, 1.0483825e-8, -4.4844439e-9, 5.3999939e+1
-0.162, 1.0619999e-8, -4.4635255e-9, 5.4333271e+1
-0.163, 1.0714600e-8, -4.4499346e-9, 5.4666603e+1
-0.164, 1.0862584e-8, -4.4338613e-9, 5.4999935e+1
-0.165, 1.0992379e-8, -4.4065609e-9, 5.5333267e+1
-0.166, 1.1099027e-8, -4.4038426e-9, 5.5666599e+1
-0.167, 1.1200714e-8, -4.3872972e-9, 5.5999931e+1
-0.168, 1.1319880e-8, -4.3695696e-9, 5.6333263e+1
-0.169, 1.1481445e-8, -4.3378963e-9, 5.6666595e+1
-0.170, 1.1441408e-8, -4.3430961e-9, 5.6999928e+1
-0.171, 1.1591401e-8, -4.3316328e-9, 5.7333260e+1
-0.172, 1.1721077e-8, -4.3131960e-9, 5.7666592e+1
-0.173, 1.1810600e-8, -4.2957051e-9, 5.7999924e+1
-0.174, 1.1930121e-8, -4.2874322e-9, 5.8333256e+1
-0.175, 1.2011495e-8, -4.2758499e-9, 5.8666588e+1
-0.176, 1.2092514e-8, -4.2594226e-9, 5.8999920e+1
