Feb. 3, 2006   00:59:13
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_23_19_psoralen_nonequil_3\data\control\2\75um_control_transfer_2_gc_10.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.000, -5.5054301e-8, -6.0264362e-8, 3.3333334e-1
-0.001, -4.4808111e-8, -5.2126008e-8, 6.6666669e-1
-0.002, -3.8441506e-8, -4.6058702e-8, 1.0000000e+0
-0.003, -3.3828972e-8, -4.1359133e-8, 1.3333334e+0
-0.004, -3.0290828e-8, -3.7651127e-8, 1.6666667e+0
-0.005, -2.7309657e-8, -3.4643591e-8, 2.0000000e+0
-0.006, -2.4806688e-8, -3.2167407e-8, 2.3333333e+0
-0.007, -2.2728303e-8, -3.0076741e-8, 2.6666665e+0
-0.008, -2.0897936e-8, -2.8298313e-8, 2.9999998e+0
-0.009, -1.9286885e-8, -2.6758972e-8, 3.3333330e+0
-0.010, -1.7895035e-8, -2.5408253e-8, 3.6666663e+0
-0.011, -1.6614083e-8, -2.4222871e-8, 3.9999995e+0
-0.012, -1.5455134e-8, -2.3164892e-8, 4.3333330e+0
-0.013, -1.4438380e-8, -2.2201105e-8, 4.6666665e+0
-0.014, -1.3480443e-8, -2.1340965e-8, 5.0000000e+0
-0.015, -1.2623011e-8, -2.0560954e-8, 5.3333335e+0
-0.016, -1.1824985e-8, -1.9845707e-8, 5.6666670e+0
-0.017, -1.1064045e-8, -1.9189788e-8, 6.0000005e+0
-0.018, -1.0394398e-8, -1.8594852e-8, 6.3333340e+0
-0.019, -9.7411670e-9, -1.8038563e-8, 6.6666675e+0
-0.020, -9.1396659e-9, -1.7511935e-8, 7.0000010e+0
-0.021, -8.5956815e-9, -1.7029983e-8, 7.3333344e+0
-0.022, -8.0587821e-9, -1.6575804e-8, 7.6666679e+0
-0.023, -7.5694802e-9, -1.6144316e-8, 8.0000010e+0
-0.024, -7.0978916e-9, -1.5743790e-8, 8.3333340e+0
-0.025, -6.6290209e-9, -1.5358632e-8, 8.6666670e+0
-0.026, -6.2418777e-9, -1.5002072e-8, 9.0000000e+0
-0.027, -5.8268617e-9, -1.4657684e-8, 9.3333330e+0
-0.028, -5.4521196e-9, -1.4331262e-8, 9.6666660e+0
-0.029, -5.1025331e-9, -1.4025757e-8, 9.9999990e+0
-0.030, -4.7414908e-9, -1.3731834e-8, 1.0333332e+1
-0.031, -4.4146979e-9, -1.3455640e-8, 1.0666665e+1
-0.032, -4.0940473e-9, -1.3194691e-8, 1.0999998e+1
-0.033, -3.7758761e-9, -1.2944261e-8, 1.1333331e+1
-0.034, -3.5279770e-9, -1.2706710e-8, 1.1666664e+1
-0.035, -3.2444101e-9, -1.2473298e-8, 1.1999997e+1
-0.036, -2.9746619e-9, -1.2250050e-8, 1.2333330e+1
-0.037, -2.7314868e-9, -1.2039565e-8, 1.2666663e+1
-0.038, -2.4656355e-9, -1.1836170e-8, 1.2999996e+1
-0.039, -2.2375779e-9, -1.1643531e-8, 1.3333329e+1
-0.040, -2.0070396e-9, -1.1451483e-8, 1.3666662e+1
-0.041, -1.7701240e-9, -1.1266881e-8, 1.3999995e+1
-0.042, -1.5913153e-9, -1.1089487e-8, 1.4333328e+1
-0.043, -1.3670367e-9, -1.0917412e-8, 1.4666661e+1
-0.044, -1.1629538e-9, -1.0755500e-8, 1.4999994e+1
-0.045, -9.7020880e-10, -1.0595716e-8, 1.5333327e+1
-0.046, -7.6872431e-10, -1.0433095e-8, 1.5666660e+1
-0.047, -5.9475780e-10, -1.0286192e-8, 1.5999993e+1
-0.048, -4.3567233e-10, -1.0150519e-8, 1.6333326e+1
-0.049, -2.4339980e-10, -1.0014371e-8, 1.6666660e+1
-0.050, -9.5179871e-11, -9.8817692e-9, 1.6999994e+1
-0.051, 8.4337488e-11, -9.7463300e-9, 1.7333328e+1
-0.052, 2.4495825e-10, -9.6218837e-9, 1.7666662e+1
-0.053, 3.6849457e-10, -9.4984998e-9, 1.7999996e+1
-0.054, 5.3691024e-10, -9.3825614e-9, 1.8333330e+1
-0.055, 6.6032840e-10, -9.2673327e-9, 1.8666664e+1
-0.056, 8.0205270e-10, -9.1541139e-9, 1.8999998e+1
-0.057, 9.6527175e-10, -9.0450287e-9, 1.9333332e+1
-0.058, 1.1048700e-9, -8.9288550e-9, 1.9666666e+1
