Feb. 3, 2006   00:42:43
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_23_19_psoralen_nonequil_3\data\control\2\75um_control_transfer_2_gc_4.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.000, -4.3538854e-8, -5.3492446e-8, 3.3333334e-1
-0.001, -3.5484426e-8, -4.6703509e-8, 6.6666669e-1
-0.002, -3.0776114e-8, -4.1625398e-8, 1.0000000e+0
-0.003, -2.7340365e-8, -3.7704663e-8, 1.3333334e+0
-0.004, -2.4609102e-8, -3.4609315e-8, 1.6666667e+0
-0.005, -2.2368797e-8, -3.2106069e-8, 2.0000000e+0
-0.006, -2.0399419e-8, -3.0022612e-8, 2.3333333e+0
-0.007, -1.8741128e-8, -2.8267939e-8, 2.6666665e+0
-0.008, -1.7273811e-8, -2.6765472e-8, 2.9999998e+0
-0.009, -1.5951050e-8, -2.5464034e-8, 3.3333330e+0
-0.010, -1.4826941e-8, -2.4330655e-8, 3.6666663e+0
-0.011, -1.3726217e-8, -2.3321366e-8, 3.9999995e+0
-0.012, -1.2753633e-8, -2.2412063e-8, 4.3333330e+0
-0.013, -1.1906713e-8, -2.1600378e-8, 4.6666665e+0
-0.014, -1.1073729e-8, -2.0864331e-8, 5.0000000e+0
-0.015, -1.0322473e-8, -2.0191985e-8, 5.3333335e+0
-0.016, -9.6292050e-9, -1.9572349e-8, 5.6666670e+0
-0.017, -8.9571959e-9, -1.9004476e-8, 6.0000005e+0
-0.018, -8.3708125e-9, -1.8482105e-8, 6.3333340e+0
-0.019, -7.7763973e-9, -1.7988924e-8, 6.6666675e+0
-0.020, -7.2291049e-9, -1.7527890e-8, 7.0000010e+0
-0.021, -6.7403927e-9, -1.7093331e-8, 7.3333344e+0
-0.022, -6.2412875e-9, -1.6691859e-8, 7.6666679e+0
-0.023, -5.8028871e-9, -1.6313674e-8, 8.0000010e+0
-0.024, -5.3608256e-9, -1.5953095e-8, 8.3333340e+0
-0.025, -4.9316373e-9, -1.5609771e-8, 8.6666670e+0
-0.026, -4.5761457e-9, -1.5281104e-8, 9.0000000e+0
-0.027, -4.1761292e-9, -1.4975599e-8, 9.3333330e+0
-0.028, -3.8096539e-9, -1.4677540e-8, 9.6666660e+0
-0.029, -3.5089625e-9, -1.4399808e-8, 9.9999990e+0
-0.030, -3.1570138e-9, -1.4134251e-8, 1.0333332e+1
-0.031, -2.8439213e-9, -1.3885592e-8, 1.0666665e+1
-0.032, -2.5258686e-9, -1.3645561e-8, 1.0999998e+1
-0.033, -2.2167916e-9, -1.3414630e-8, 1.1333331e+1
-0.034, -1.9697191e-9, -1.3192564e-8, 1.1666664e+1
-0.035, -1.6801293e-9, -1.2981251e-8, 1.1999997e+1
-0.036, -1.4109712e-9, -1.2782702e-8, 1.2333330e+1
-0.037, -1.1703943e-9, -1.2584981e-8, 1.2666663e+1
-0.038, -9.0218133e-10, -1.2398133e-8, 1.2999996e+1
-0.039, -6.7046213e-10, -1.2212348e-8, 1.3333329e+1
-0.040, -4.2622406e-10, -1.2035783e-8, 1.3666662e+1
-0.041, -1.7454543e-10, -1.1863589e-8, 1.3999995e+1
-0.042, 1.1585714e-11, -1.1700614e-8, 1.4333328e+1
-0.043, 2.5062724e-10, -1.1544612e-8, 1.4666661e+1
-0.044, 5.1517918e-10, -1.1383410e-8, 1.4999994e+1
-0.045, 7.0615258e-10, -1.1233671e-8, 1.5333327e+1
-0.046, 8.8779584e-10, -1.1097050e-8, 1.5666660e+1
-0.047, 1.0786511e-9, -1.0963503e-8, 1.5999993e+1
-0.048, 1.3589108e-9, -1.0804665e-8, 1.6333326e+1
-0.049, 1.4125296e-9, -1.0705508e-8, 1.6666660e+1
-0.050, 1.6862937e-9, -1.0554233e-8, 1.6999994e+1
-0.051, 1.7915239e-9, -1.0452951e-8, 1.7333328e+1
-0.052, 2.0554853e-9, -1.0316803e-8, 1.7666662e+1
-0.053, 2.2337034e-9, -1.0188693e-8, 1.7999996e+1
-0.054, 2.4161735e-9, -1.0077835e-8, 1.8333330e+1
-0.055, 2.5601414e-9, -9.9741895e-9, 1.8666664e+1
-0.056, 2.7968212e-9, -9.8545865e-9, 1.8999998e+1
-0.057, 2.9191762e-9, -9.7501127e-9, 1.9333332e+1
-0.058, 3.0528697e-9, -9.6559196e-9, 1.9666666e+1
-0.059, 3.2392369e-9, -9.5590096e-9, 2.0000000e+1
-0.060, 3.4136762e-9, -9.4572536e-9, 2.0333334e+1
-0.061, 3.5413459e-9, -9.3611705e-9, 2.0666668e+1
-0.062, 3.7205090e-9, -9.2689874e-9, 2.1000002e+1
-0.063, 3.8745158e-9, -9.1807042e-9, 2.1333336e+1
-0.064, 4.0193107e-9, -9.0859213e-9, 2.1666670e+1
-0.065, 4.1881991e-9, -9.0099288e-9, 2.2000004e+1
-0.066, 4.3114992e-9, -8.9248369e-9, 2.2333338e+1
-0.067, 4.4696393e-9, -8.8450625e-9, 2.2666672e+1
-0.068, 4.5935304e-9, -8.7663521e-9, 2.3000006e+1
-0.069, 4.7511981e-9, -8.6768885e-9, 2.3333340e+1
-0.070, 4.9292987e-9, -8.6043235e-9, 2.3666674e+1
-0.071, 5.0642908e-9, -8.5357765e-9, 2.4000008e+1
-0.072, 5.2019997e-9, -8.4597840e-9, 2.4333342e+1
-0.073, 5.3663993e-9, -8.3881657e-9, 2.4666676e+1
-0.074, 5.4700942e-9, -8.3169009e-9, 2.5000010e+1
-0.075, 5.6361480e-9, -8.2485911e-9, 2.5333344e+1
-0.076, 5.7791709e-9, -8.1821714e-9, 2.5666677e+1
-0.077, 5.8864096e-9, -8.1174072e-9, 2.6000011e+1
-0.078, 6.0497465e-9, -8.0488602e-9, 2.6333345e+1
-0.079, 6.1817862e-9, -7.9850411e-9, 2.6666679e+1
-0.080, 6.3112275e-9, -7.9185032e-9, 2.7000013e+1
-0.081, 6.4622827e-9, -7.8598843e-9, 2.7333347e+1
-0.082, 6.5914878e-9, -7.8022104e-9, 2.7666681e+1
-0.083, 6.7482109e-9, -7.7424103e-9, 2.8000015e+1
-0.084, 6.8917068e-9, -7.6811908e-9, 2.8333349e+1
-0.085, 7.0265807e-9, -7.6269453e-9, 2.8666683e+1
-0.086, 7.1773991e-9, -7.5698621e-9, 2.9000017e+1
-0.087, 7.3044784e-9, -7.5146707e-9, 2.9333351e+1
-0.088, 7.4557693e-9, -7.4627877e-9, 2.9666685e+1
-0.089, 7.6284365e-9, -7.4125595e-9, 3.0000019e+1
-0.090, 7.7398088e-9, -7.3597319e-9, 3.0333353e+1
-0.091, 7.9086959e-9, -7.3054851e-9, 3.0666687e+1
-0.092, 8.0675457e-9, -7.2573849e-9, 3.1000021e+1
-0.093, 8.2063165e-9, -7.2071566e-9, 3.1333355e+1
-0.094, 8.3861886e-9, -7.1585826e-9, 3.1666689e+1
-0.095, 8.5418490e-9, -7.1166286e-9, 3.2000023e+1
-0.096, 8.6995167e-9, -7.0673454e-9, 3.2333355e+1
-0.097, 8.8900176e-9, -7.0192447e-9, 3.2666687e+1
-0.098, 9.0225312e-9, -6.9678352e-9, 3.3000019e+1
-0.099, 9.2007486e-9, -6.9216259e-9, 3.3333351e+1
-0.100, 9.3809751e-9, -6.8796702e-9, 3.3666683e+1
-0.101, 9.5389971e-9, -6.8364150e-9, 3.4000015e+1
-0.102, 9.7415445e-9, -6.7913870e-9, 3.4333347e+1
-0.103, 9.9177546e-9, -6.7488410e-9, 3.4666679e+1
-0.104, 1.0075306e-8, -6.7098402e-9, 3.5000011e+1
-0.105, 1.0255531e-8, -6.6695391e-9, 3.5333344e+1
-0.106, 1.0397728e-8, -6.6233299e-9, 3.5666676e+1
-0.107, 1.0607361e-8, -6.5864572e-9, 3.6000008e+1
-0.108, 1.0793374e-8, -6.5566748e-9, 3.6333340e+1
-0.109, 1.0968404e-8, -6.5188557e-9, 3.6666672e+1
-0.110, 1.1163865e-8, -6.4782002e-9, 3.7000004e+1
-0.111, 1.1334762e-8, -6.4434542e-9, 3.7333336e+1
-0.112, 1.1503059e-8, -6.4029182e-9, 3.7666668e+1
-0.113, 1.1701473e-8, -6.3682899e-9, 3.8000000e+1
-0.114, 1.1866700e-8, -6.3357897e-9, 3.8333332e+1
-0.115, 1.2054602e-8, -6.3051799e-9, 3.8666664e+1
-0.116, 1.2222308e-8, -6.2726797e-9, 3.8999996e+1
-0.117, 1.2383048e-8, -6.2430154e-9, 3.9333328e+1
-0.118, 1.2586068e-8, -6.2112240e-9, 3.9666660e+1
-0.119, 1.2749051e-8, -6.1807324e-9, 3.9999992e+1
-0.120, 1.2921483e-8, -6.1544956e-9, 4.0333324e+1
-0.121, 1.3142571e-8, -6.1234138e-9, 4.0666656e+1
-0.122, 1.3276146e-8, -6.0959953e-9, 4.0999989e+1
-0.123, 1.3455192e-8, -6.0690488e-9, 4.1333321e+1
-0.124, 1.3624080e-8, -6.0415122e-9, 4.1666653e+1
-0.125, 1.3749624e-8, -6.0182304e-9, 4.1999985e+1
-0.126, 1.3948746e-8, -5.9899845e-9, 4.2333317e+1
-0.127, 1.4105587e-8, -5.9616201e-9, 4.2666649e+1
-0.128, 1.4252982e-8, -5.9358563e-9, 4.2999981e+1
-0.129, 1.4428482e-8, -5.9128102e-9, 4.3333313e+1
-0.130, 1.4575757e-8, -5.8874012e-9, 4.3666645e+1
-0.131, 1.4749016e-8, -5.8622280e-9, 4.3999977e+1
-0.132, 1.4911999e-8, -5.8397736e-9, 4.4333309e+1
