Feb. 3, 2006   01:02:28
Square Wave Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_23_19_psoralen_nonequil_3\data\control\2\75um_control_transfer_2_swv_12.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.1
Final E (V) = -0.5
Incr E (V) = 0.001
Amplitude (V) = 0.025
Frequency (Hz) = 300
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-6
Sens 2 (A/V) = 1e-6

Potential/V, i1/A, i2/A

0.099, 1.2020537e-6, 6.5325696e-7
0.098, 1.3170561e-6, 7.2126880e-7
0.097, 1.3009794e-6, 7.0698462e-7
0.096, 1.2932419e-6, 7.0630574e-7
0.095, 1.3096411e-6, 7.1179466e-7
0.094, 1.3100706e-6, 7.0834608e-7
0.093, 1.3040335e-6, 7.1247621e-7
0.092, 1.2937610e-6, 7.0713514e-7
0.091, 1.2823069e-6, 6.9971662e-7
0.090, 1.2989610e-6, 7.0693790e-7
0.089, 1.2996760e-6, 7.0455741e-7
0.088, 1.2967180e-6, 7.0728834e-7
0.087, 1.2829272e-6, 6.9943735e-7
0.086, 1.2732231e-6, 6.9590470e-7
0.085, 1.2896371e-6, 7.0234012e-7
0.084, 1.2904902e-6, 7.0109456e-7
0.083, 1.2855464e-6, 7.0313922e-7
0.082, 1.2743676e-6, 6.9604914e-7
0.081, 1.2642281e-6, 6.9592090e-7
0.080, 1.2819482e-6, 7.0124844e-7
0.079, 1.2814123e-6, 6.9671466e-7
0.078, 1.2775301e-6, 7.0098565e-7
0.077, 1.2668090e-6, 6.9373868e-7
0.076, 1.2549270e-6, 6.8950931e-7
0.075, 1.2769950e-6, 6.9949840e-7
0.074, 1.2727883e-6, 6.9146080e-7
0.073, 1.2673701e-6, 6.9689008e-7
0.072, 1.2609715e-6, 6.9424397e-7
0.071, 1.2499573e-6, 6.8778144e-7
0.070, 1.2677308e-6, 6.9555028e-7
0.069, 1.2652275e-6, 6.8927420e-7
0.068, 1.2617927e-6, 6.9437846e-7
0.067, 1.2524621e-6, 6.9178770e-7
0.066, 1.2398142e-6, 6.8230497e-7
0.065, 1.2626563e-6, 6.9216844e-7
0.064, 1.2572342e-6, 6.8731043e-7
0.063, 1.2521508e-6, 6.9145807e-7
0.062, 1.2426249e-6, 6.8524156e-7
0.061, 1.2315008e-6, 6.8095403e-7
0.060, 1.2525154e-6, 6.8796322e-7
0.059, 1.2485416e-6, 6.8364170e-7
0.058, 1.2483612e-6, 6.9215423e-7
0.057, 1.2381485e-6, 6.8279576e-7
0.056, 1.2233647e-6, 6.7552787e-7
0.055, 1.2450350e-6, 6.8520410e-7
0.054, 1.2409341e-6, 6.8029686e-7
0.053, 1.2390370e-6, 6.8677559e-7
0.052, 1.2283385e-6, 6.7842149e-7
0.051, 1.2172079e-6, 6.7504629e-7
0.050, 1.2368185e-6, 6.8466647e-7
0.049, 1.2346626e-6, 6.7983484e-7
0.048, 1.2355388e-6, 6.8448804e-7
0.047, 1.2233912e-6, 6.7944501e-7
0.046, 1.2099589e-6, 6.7238665e-7
0.045, 1.2322320e-6, 6.8225995e-7
0.044, 1.2278825e-6, 6.7731452e-7
0.043, 1.2255538e-6, 6.8056983e-7
0.042, 1.2116343e-6, 6.7358235e-7
0.041, 1.2044534e-6, 6.7359429e-7
0.040, 1.2254554e-6, 6.7840199e-7
0.039, 1.2200652e-6, 6.7466698e-7
0.038, 1.2182333e-6, 6.7859810e-7
0.037, 1.2069441e-6, 6.7288499e-7
0.036, 1.1960319e-6, 6.7036200e-7
0.035, 1.2165129e-6, 6.7543328e-7
0.034, 1.2144968e-6, 6.7217343e-7
0.033, 1.2111929e-6, 6.7936207e-7
0.032, 1.1972518e-6, 6.6769991e-7
0.031, 1.1879678e-6, 6.6672089e-7
0.030, 1.2098311e-6, 6.7426492e-7
0.029, 1.2060384e-6, 6.6907893e-7
0.028, 1.2028978e-6, 6.7456597e-7
0.027, 1.1940426e-6, 6.7030822e-7
0.026, 1.1831653e-6, 6.6430130e-7
0.025, 1.2022532e-6, 6.7174113e-7
0.024, 1.2004737e-6, 6.6793541e-7
0.023, 1.1997648e-6, 6.7287897e-7
0.022, 1.1877105e-6, 6.6860963e-7
0.021, 1.1768744e-6, 6.6313675e-7
0.020, 1.1975691e-6, 6.7137927e-7
0.019, 1.1930593e-6, 6.6780103e-7
0.018, 1.1899920e-6, 6.6953885e-7
0.017, 1.1827314e-6, 6.6585369e-7
0.016, 1.1693692e-6, 6.6412957e-7
0.015, 1.1900133e-6, 6.6994926e-7
0.014, 1.1897887e-6, 6.6792825e-7
0.013, 1.1850046e-6, 6.7031942e-7
0.012, 1.1760982e-6, 6.6492839e-7
0.011, 1.1637261e-6, 6.6137426e-7
0.010, 1.1870665e-6, 6.7159914e-7
0.009, 1.1826513e-6, 6.6455345e-7
0.008, 1.1748933e-6, 6.6836964e-7
0.007, 1.1720269e-6, 6.6617548e-7
0.006, 1.1585266e-6, 6.6110874e-7
0.005, 1.1808268e-6, 6.7001270e-7
0.004, 1.1761477e-6, 6.6427270e-7
0.003, 1.1759918e-6, 6.6978907e-7
0.002, 1.1668084e-6, 6.6874719e-7
0.001, 1.1539134e-6, 6.6016793e-7
-0.000, 1.1781596e-6, 6.6927845e-7
-0.001, 1.1700138e-6, 6.6491248e-7
-0.002, 1.1697388e-6, 6.6998757e-7
-0.003, 1.1601317e-6, 6.6557226e-7
