Feb. 3, 2006   00:27:29
Square Wave Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_23_19_psoralen_nonequil_3\data\control\2\75um_control_soak_2_swv_1.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.1
Final E (V) = -0.5
Incr E (V) = 0.001
Amplitude (V) = 0.025
Frequency (Hz) = 300
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-6
Sens 2 (A/V) = 1e-6

Potential/V, i1/A, i2/A

0.099, 1.1059025e-6, 6.6537473e-7
0.098, 1.1942193e-6, 7.1671479e-7
0.097, 1.2047713e-6, 7.2904811e-7
0.096, 1.1847931e-6, 7.1495333e-7
0.095, 1.1660542e-6, 6.9347328e-7
0.094, 1.1901931e-6, 7.1388297e-7
0.093, 1.1838142e-6, 7.1305521e-7
0.092, 1.1975683e-6, 7.2631155e-7
0.091, 1.1760110e-6, 7.0913359e-7
0.090, 1.1589716e-6, 6.9143465e-7
0.089, 1.1820814e-6, 7.0901638e-7
0.088, 1.1755061e-6, 7.0587532e-7
0.087, 1.1889850e-6, 7.2121179e-7
0.086, 1.1687881e-6, 7.0301678e-7
0.085, 1.1422258e-6, 6.8210034e-7
0.084, 1.1731233e-6, 7.0416434e-7
0.083, 1.1696361e-6, 7.0264139e-7
0.082, 1.1845285e-6, 7.1968680e-7
0.081, 1.1614269e-6, 7.0003944e-7
0.080, 1.1450971e-6, 6.8214854e-7
0.079, 1.1683778e-6, 7.0544706e-7
0.078, 1.1605368e-6, 6.9716134e-7
0.077, 1.1781017e-6, 7.1496027e-7
0.076, 1.1534395e-6, 6.9740736e-7
0.075, 1.1427352e-6, 6.8309464e-7
0.074, 1.1618720e-6, 7.0047838e-7
0.073, 1.1561275e-6, 6.9756788e-7
0.072, 1.1719205e-6, 7.1088573e-7
0.071, 1.1469210e-6, 6.9382816e-7
0.070, 1.1333475e-6, 6.7700296e-7
0.069, 1.1594182e-6, 6.9851768e-7
0.068, 1.1495699e-6, 6.9418388e-7
0.067, 1.1659749e-6, 7.0856788e-7
0.066, 1.1423973e-6, 6.9078618e-7
0.065, 1.1303334e-6, 6.7887549e-7
0.064, 1.1513295e-6, 6.9216969e-7
0.063, 1.1448080e-6, 6.8944627e-7
0.062, 1.1606040e-6, 7.1031434e-7
0.061, 1.1400937e-6, 6.9083558e-7
0.060, 1.1264985e-6, 6.7621716e-7
0.059, 1.1449301e-6, 6.9134273e-7
0.058, 1.1412241e-6, 6.8901466e-7
0.057, 1.1557461e-6, 7.0592944e-7
0.056, 1.1333777e-6, 6.8921167e-7
0.055, 1.1205983e-6, 6.7105873e-7
0.054, 1.1326659e-6, 6.8589503e-7
0.053, 1.1337593e-6, 6.8535502e-7
0.052, 1.1511203e-6, 7.0286922e-7
0.051, 1.1274087e-6, 6.8696170e-7
0.050, 1.1177882e-6, 6.7144890e-7
0.049, 1.1366144e-6, 6.8685426e-7
0.048, 1.1335841e-6, 6.9041408e-7
0.047, 1.1428194e-6, 6.9788888e-7
0.046, 1.1319613e-6, 6.9034650e-7
0.045, 1.1123801e-6, 6.7033892e-7
0.044, 1.1327257e-6, 6.8633852e-7
0.043, 1.1271454e-6, 6.8521206e-7
0.042, 1.1430877e-6, 7.0200298e-7
0.041, 1.1207906e-6, 6.8293917e-7
0.040, 1.1022000e-6, 6.6358530e-7
0.039, 1.1264387e-6, 6.8322635e-7
0.038, 1.1289915e-6, 6.8774841e-7
0.037, 1.1374269e-6, 6.9921612e-7
0.036, 1.1187670e-6, 6.8368001e-7
0.035, 1.1028831e-6, 6.6501553e-7
0.034, 1.1237454e-6, 6.8566249e-7
0.033, 1.1114766e-6, 6.7549200e-7
0.032, 1.1329083e-6, 6.9574941e-7
0.031, 1.1184497e-6, 6.8635319e-7
0.030, 1.0995703e-6, 6.6536313e-7
0.029, 1.1213235e-6, 6.8456279e-7
